molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
32_a47|1|0.0|0.0|1|6.842683282|1|1|-0.1746026239999999|-0.003573735|4.727387819|0.000921003|3|-0.013510009|1.6507707980000002|-0.2037028839999999|-0.026022099|1|0.002350172|0.810444864|-0.078006445|0.858292442|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-52.38450683|0.148372218|106.9180086|-37.74862456|10.01980854|44.50423685|55.48373932|0.44289006|2808.210157|2255.632049|-13.53252578|0.35883878|0.794977846|258.5816152|-717.2238666000001|29.28959351|0.022735861|682.9868225|16.38361254|1.0|1.0|1.0|3.67|0.26|21.0|-8.82|2.0|0.0|0.0|31.0|5.0|-6.34|436.91|0.0|0.0|-5.05|1.5399999999999998e-05|8.89e-06|0.0038799999999999|3.7|0.0|6.55e-07|2.97|-1778.127634|-1778.0970140000002|692.49|1184.76|0.2969|252.79|548.86|0.48011|0.68986|0.2839|-0.1509599999999999|4.8234|-0.20778|0.03062031|-1777.90286|0.1|7.0|7.0
14d_a23|1|0.0|0.0|2|7.423568444|0|0|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.03253552|0.758207139|-0.288522152|-0.019307114|2|0.01180744|0.772008792|-0.088996384|0.829764975|1|0.921694462|-0.053736319|-0.078282292|0.213597535|0.018596017|-51.58357156|0.078305538|51.59888942|-33.99063559|8.074501042|83.40396369|47.66288948|0.454495683|2878.955374|2261.37838|-14.27606695|0.209653392|0.833166062|138.1496441|-713.8033475|27.41215037|0.015037275|666.0036144999999|9.908707432|0.0|0.0|1.0|3.62|0.09|26.0|-7.78|2.0|1.0|0.0|31.0|4.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3.79|-1669.24571|-1669.224874|696.21|1186.17|0.3807|336.18|554.84|8.1555|8.1555|336.18|-0.14894|5.6156|-0.22152|0.02083626|-1669.045136|4.0|8.4001|8.4001
13_a1|0|3.409865599|0.0|0|7.423568444|1|1|-0.046530797|-0.012199718|5.351858133|-0.144782061|1|0.1129747169999999|0.0|-0.597786194|-0.0594321759999999|1|-0.005924486|0.76714213|-0.150485437|0.825117597|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|-62.04288975|0.320539533|186.4137189|-36.08180773|11.41059871|528.3795274|84.56244352|0.477212829|2555.623166|1786.445642|-13.63090514|0.291737016|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|505.2124255|15.51600461|1.0|1.0|1.0|2.83|0.09|23.0|-7.94|1.0|0.0|0.0|28.0|5.0|-6.48|371.39|0.0|0.0|-4.34|5.16e-05|4.58e-05|17.0|2.94|0.0|4.24e-06|3.17|-1238.395767|-1238.367298|613.52|1035.04|0.5339|304.01|472.52|0.65363|0.69782|0.3535|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
18d_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|2|-0.071608958|0.0|-0.385441836|-0.053728319|1|0.002064369|0.815003426|-0.149451598|0.870930234|0|0.803280262|-0.07812727|-0.103191184|0.346980269|0.017843227|-65.3088221|0.196719738|124.5022473|-41.33339749|7.147133584|0.0|60.73891035|0.443774287|2848.574353|2894.162522|-15.18369704|0.216715605|0.797831306|137.15746130000002|-744.0011548|30.62871675|0.016577694|618.6004214|10.49188139|1.0|0.0|0.0|0.0|0.14|17.0|-6.9|2.0|0.0|0.0|30.0|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|4.07|-1675.020297|-1674.987709|669.66|1129.46|0.3856|247.35|508.7|0.4325|0.69017|0.3788|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|21.0|7.6737|7.6737
13g_a6|0|3.457632039|0.0|0|6.842683282|0|0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|0.03536788|1.648997541|-0.381325604|0.073394284|1|-0.000644109|0.774238891|-0.144664763|0.832753533|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-64.02222283|0.128027951|89.14285747|-44.57717132|8.550546653|0.0|63.95581946|0.444443571|2929.039254|3916.754765|-15.68456028|0.264266646|0.7999971709999999|184.0026638|-846.9662551000001|30.61752948|0.017929016|744.1359788|12.48355309|1.0|1.0|1.0|2.34|0.12|27.0|-10.57|2.0|0.0|0.0|33.0|5.0|-6.31|431.49|0.0|0.0|-5.06|2.77e-06|8.8e-06|0.0038|3.7|0.0|1.15e-08|3.83|-1386.611265|-1386.573241|739.55|1253.71|0.8442|207.09|592.49|0.38325|0.7034100000000001|0.0105|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|119.0|6.9245|6.9245
14f_a23|1|0.0|0.0|2|7.423568444|0|0|-0.002304087|-0.006791105|5.351858133|-0.027380305|2|0.056215377|0.745818086|-0.373510774|-0.0555907109999999|2|0.010508236|0.796412133|-0.06885759|0.854683662|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-57.07376861|0.105837608|71.55380685|-38.58595734|12.40242234|96.60179161|58.85981824|0.478733036|3014.916135|2322.5224120000003|-14.37516058|0.334221706|0.918402793|225.9578225|-733.1331894|31.93672236|0.025162423|683.7405759|17.01160115|0.0|0.0|1.0|3.61|0.09|26.0|-7.51|2.0|1.0|0.0|32.0|5.0|-6.47|441.51|0.0|0.0|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|3.23|-1744.452086|-1744.429532|711.98|1210.19|0.2462|213.09|572.35|0.60917|0.6733399999999999|0.1699|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459|8.6459
19_a4|0|0.0|0.0|1|7.535296702|1|1|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|-0.052325802|0.0|-0.105763614|-0.211341677|1|0.009687676|0.774746438|-0.190513834|0.834377354|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|0.013022539|-41.82665583|0.1792349369999999|98.66465411|-23.02459887|3.946149569|13.25878373|46.07495776|0.460486754|2558.336814|1697.595595|-8.771275759|0.235119747|0.85352261|129.4279389|-368.3935819|20.83197214|0.0143733|450.6848883|7.912166787999999|1.0|0.0|1.0|2.52|0.16|17.0|-6.09|1.0|0.0|0.0|25.0|4.0|-6.58|351.42|0.0|1.0|-3.97|0.000156|0.000106|0.0373|2.62|0.0|0.0002839999999999|6.67|-1446.939719|-1446.909868|583.39|983.4|0.3806|296.2|500.34|0.67535|0.67535|0.3806|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|19.5|4.71|4.71
LY364947_a10|0|2.949609552|0.0|0|6.605297921|0|0|-0.278922508|-0.00235945|4.59511985|-0.00390904|2|0.0938628109999999|2.084955541|-0.084940213|0.010202602|1|0.006909045|0.711607778|-0.012096774|0.7792035190000001|1|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|0.009678082|-33.26705198|0.156895451|69.31194102|-14.69643595|1.88879448|0.0|38.29163558|0.486715511|1896.845282|839.5356408|-5.78950507|0.276515344|0.948237326|122.1566022|-191.05366730000003|18.1140017|0.018707677|287.99188260000005|8.264519015|1.0|1.0|1.0|1.88|0.0|21.0|-7.2|0.0|0.0|0.0|21.0|3.0|-6.02|272.3|0.0|1.0|-3.86|0.00029|0.000137|0.0374|2.74|0.0|1.7199999999999998e-05|||||||||||||||||59.0|7.2291|7.2291
12x_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|2|-0.0606216429999999|0.0|-0.3545061539999999|0.027312213|1|0.006346396|0.782514704|-0.1759406839999999|0.829606585|0|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-60.57208434|0.151155723|99.81775209|-39.99960559|6.435648079|0.0|57.2323071|0.4490846539999999|2845.417984|2374.777496|-15.27257668|0.175325029|0.815160907|115.7782842|-839.9917174000001|28.04441012|0.012044556|754.3941655|7.953787804|1.0|0.0|0.0|0.0|0.21|17.0|-7.38|2.0|0.0|0.0|31.0|4.0|-5.64|426.54|0.0|0.0|-5.46|9.14e-07|3.48e-06|0.00148|4.6|0.0|1.76e-05|4.45|-1654.40976|-1654.3784|703.75|1211.79|0.1517|355.95|558.65|0.68589|0.68589|0.1517|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|22.0|7.6556|7.6556
14ac_a23|1|0.0|-9.994971573|2|7.423568444|0|0|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.016532702|0.544211741|-0.66443411|0.0518788009999999|2|-0.004445662|0.7797862459999999|0.054652466|0.834426845|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-73.32014595|0.068856366|51.99287907|-55.36344264|9.597200637|0.327656318|79.43449928|0.489147172|3695.344378|3417.45156|-25.07023818|0.192217908|0.95751094|145.1421706|-1328.722623|41.10214358|0.019122137|718.3324686000001|14.43896921|1.0|0.0|1.0|3.34|0.12|26.0|-9.03|2.0|1.0|0.0|38.0|10.0|-5.84|547.48|1.0|0.0|-6.65|4.92e-08|2.24e-07|0.000123|5.35|0.0|5.06e-07|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|0.3209|309.85|627.76|0.6408|0.69962|0.2391|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|4.0|8.3851|8.3851
4b_a49|0|0.0|0.0|1|7.535296702|1|1|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|2|-0.064060521|1.645329244|-0.402986655|-0.033486358|1|0.002557204|0.798826417|0.049923437|0.852400617|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-55.5653235|0.241850733|148.84640819999998|-34.19753462|9.138717999|64.87087098|71.30114509|0.477868186|2708.998101|1701.832352|-11.62716177|0.354669161|0.915225186|218.2802175|-581.3580885|29.27523192|0.02556165|600.3287567000001|15.73185141|1.0|1.0|1.0|3.1|0.22|21.0|-7.05|1.0|0.0|0.0|30.0|6.0|-7.12|400.43|0.0|0.0|-3.88|0.000155|0.000132|0.0527|2.28|0.0|3.570000000000001e-05|3.56|-1333.063439|-1333.026419|664.86|1121.45|0.2856|267.08|509.78|0.4151899999999999|0.68242|0.0615|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|79.0|7.1024|7.1024
18c_a25|0|0.0|0.0|1|6.842683282|0|0|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|0.007241543|2.069766482|-0.162271435|-0.038865826|1|0.007488918|0.748718056|0.0114970419999999|0.8005589320000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-47.27625541|0.05198276|34.1639413|-31.07074762|4.140476673999999|0.0|38.26446885|0.484730247|2917.369488|2095.730631|-11.65153036|0.2520795489999999|0.940731034|165.67090530000002|-652.4856999|23.70385212|0.014546814|831.3429628|9.560410146|1.0|1.0|1.0|3.89|0.11|27.0|-10.17|2.0|1.0|0.0|33.0|3.0|-5.85|449.57|1.0|0.0|-5.6|8.86e-07|2.51e-06|0.00113|4.49|0.0|3.0499999999999995e-08|4.75|-1714.597797|-1714.5777670000002|698.86|1243.76|0.3558|226.01|547.87|0.31993|0.70516|0.0041|-0.13312|6.1775|-0.19532|0.02003004|-1714.342386|88.0|7.0555|7.0555
12p_a36|0|3.392386149|0.0|0|7.412764017000001|2|2|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|2|0.114716581|0.0|-0.432950771|-0.084846674|1|-0.000673716|0.828371596|-0.074349074|0.8839272779999999|0|0.748438833|-0.082569108|-0.108380023|0.315548061|0.020202133|-68.22905781|0.251561167|158.3666517|-42.95260501|8.006403882999999|0.0|64.698131|0.475504684|2774.926334|2308.958924|-15.4629378|0.240873847|0.906594718|151.63860559999998|-773.1468902|32.35623052|0.019344052|595.8790650000001|12.17776516|1.0|0.0|0.0|0.0|0.14|17.0|-6.86|1.0|0.0|0.0|30.0|5.0|-6.76|399.42|0.0|1.0|-4.16|0.000129|6.96e-05|0.0278|2.78|0.0|5.58e-05|3.41|-1332.182868|-1332.148901|660.71|1113.05|0.3015|232.12|506.89|0.30159|0.66559|0.1841|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|9.0|8.0458|8.0458
8_a15|0|0.0|0.0|0|0.0|0|0|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.155304204|0.0|-0.5025236129999999|-0.010146469|0|0.003160815|0.7059441040000001|-0.025923166|0.742680335|0|0.853896482|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|-69.07571287|0.146103518|85.31489861|-40.33569847|11.47934212|55.99586988|61.44071008|0.389723411|2393.276181|1919.535904|-9.878130237|0.480572589|0.638601279|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|532.0914339999999|20.72712321|1.0|1.0|1.0|3.76|0.19|18.0|-7.57|2.0|0.0|0.0|27.0|5.0|-5.52|366.41|0.0|1.0|-4.81|5.63e-06|1.53e-05|0.00562|4.24|0.0|9.86e-06|3.36|-1223.704913|-1223.687714|598.84|1050.15|251.0|279.58|538.51|0.5128|0.70524|0.0155|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|108.0|6.9666|6.9666
12n_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|-0.1144447669999999|0.0|-0.387485343|-0.037209579|1|0.002064369|0.815003426|-0.149451598|0.870930234|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|-66.48079820000001|0.221849786|140.0890685|-41.97990569|6.804436105|0.0|63.2630417|0.4701566479999999|2848.910641|2349.172094|-15.42118984|0.200596792|0.887350282|126.6686716|-755.6383024|30.54968688|0.0153398069999999|618.6004214|9.686460958|1.0|0.0|0.0|0.0|0.14|17.0|-6.9|2.0|0.0|0.0|30.0|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|4.07|-1675.011418|-1674.978015|669.57|1131.65|0.1826|238.43|506.94|0.27009|0.6854|0.1489|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|0.01|7983.0|7983.0
5b_a49|0|0.0|0.0|1|7.853604813|2|2|0.1108916119999999|-0.007610481|5.777652323|0.006327273|2|-0.072128552|1.926253727|-0.418576471|-0.0695402359999999|1|0.006696215|0.7843021|0.099724518|0.839963111|1|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|0.020319986|-44.96093486|0.203066756|119.3565117|-26.42668087|7.020013952999999|69.07083505|52.97561349|0.475192312|2764.188493|1956.050085|-8.985071494|0.3913052589999999|0.905459892|229.9974239|-449.2535747|25.1139312|0.025332565|612.7019937000001|14.88971719|0.0|1.0|1.0|2.9|0.22|21.0|-7.24|1.0|0.0|0.0|30.0|4.0|-7.24|396.44|0.0|1.0|-3.93|0.000496|0.000118|0.0468|2.08|0.0|2.3e-05|3.92|-1292.139616|-1292.100239|633.92|1093.32|0.4653|240.03|451.32|0.39241|0.65269|0.0747|-0.1624799999999999|4.3767|-0.20701|0.03937634|-1291.929428|28.0|7.5528|7.5528
14o_a23|1|0.0|-4.758526534|2|7.423568444|0|0|0.18835477|-0.014680137|5.351858133|-0.301504331|2|0.135737344|0.6669152279999999|-0.807407518|-0.029012777|2|-0.0004039459999999|0.802854174|-0.072078004|0.861597051|1|0.904077943|-0.072435569|-0.094138958|0.328340215|0.018054548|-66.92857564|0.0959220569999999|68.19627862|-47.58321438|9.125801389|0.8929505459999999|64.33441296|0.48945652|3399.6213840000005|2297.392496|-21.45909668|0.199698446|0.958697036|141.97663490000002|-1094.413931|37.71512766|0.019295686|676.4530574|13.71836682|0.0|0.0|1.0|3.62|0.09|26.0|-7.95|2.0|1.0|0.0|35.0|8.0|-5.94|495.48|1.0|0.0|-6.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|5.17|-2042.184285|-2042.161288|729.11|1236.72|385.0|335.19|582.89|0.58581|0.58581|385.0|-0.1517|5.9294|-0.23229|0.02299729|-2042.000938|3.0|8.4815|8.4815
12aj_a36|0|3.482902101|0.0|0|7.412764017000001|2|2|-0.056210607|-0.00706023|5.351858133|-0.045035034|2|0.064171987|0.0|-0.402433117|-0.103202936|1|0.003962098|0.812278823|-0.072770961|0.8632656809999999|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|0.018305468|-65.89100364|0.173013687|110.89910559999998|-42.23511741|7.521007149|0.0|58.52715472|0.47532973|2710.647462|2275.825451|-15.14089115|0.22507266|0.905958957|144.26810480000003|-802.4672307|30.48195872|0.016684569|662.0530478999999|10.69455126|1.0|0.0|0.0|0.0|0.17|17.0|-6.97|1.0|0.0|0.0|30.0|4.0|-6.55|395.46|0.0|1.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|3.48|-1272.27339|-1272.241135|682.84|1157.64|0.5616|237.06|539.55|0.4112|0.70423|0.0082|-0.14818|5.8554|-0.20093|0.03225532|-1272.060325|17.0|7.7696|7.7696
12j_a36|0|3.502198129|0.0|0|7.412764017000001|2|2|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.091496219|0.0|-0.41101009|0.039869055|1|0.003710345|0.820041835|-0.089459459|0.87043328|0|0.852586292|-0.069970795|-0.105480639|0.362692602|0.018160631|-69.66341599|0.147413708|97.35760604|-46.00836307|7.921272637|2.098786266|58.20533756|0.457280037|2881.20453|2536.987511|-16.18812775|0.224187058|0.8425708820000001|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|725.9470896|10.92807939|1.0|0.0|1.0|0.0|0.17|17.0|-7.05|1.0|0.0|0.0|31.0|4.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|3.83e-05|3.37|-1670.448063|-1670.420129|694.28|1198.96|0.4981|238.1|536.01|0.37116|0.69967|98.0|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|0.01|8.0|8.0
IN1166_a11|0|3.433539068|0.0|0|6.842683282|0|0|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.018376555|1.643912856|-0.378539035|0.0266218529999999|1|-0.001446486|0.765593573|-0.067328767|0.827254552|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-61.90325275|0.136726441|94.40543077|-42.74230509|9.546719887|20.83871871|64.89703387|0.463497159|2865.055175|2953.475057|-15.08551944|0.305697179|0.8639230290000001|211.0745642|-769.3614916|31.46783535|0.021531291|676.2770877|14.86669859|1.0|1.0|1.0|2.79|0.08|27.0|-10.18|1.0|0.0|0.0|32.0|5.0|-6.52|417.47|0.0|0.0|-4.78|7.74e-06|1.65e-05|0.00688|3.27|0.0|2.75e-08|3.36|-1347.298558|-1347.256659|704.48|1198.36|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|0.1239|-0.13823|3365.0|-0.21098|0.04189898|-1347.073528|12.0|7.9318|7.9318
8c_a12|0|0.0|0.0|0|0.0|1|1|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|-0.106633503|0.0|-0.447739674|-0.036504737|0|-0.00160589|0.782864175|-0.130288596|0.8425863029999999|0|0.840397446|-0.067004282|-0.101988384|0.239216075|0.019604202|-52.04233846|0.159602554|81.4415307|-26.55601426|5.104595615|0.0|44.19432689|0.472503372|2190.852814|1245.6132289999998|-9.958505349|0.235550168|0.8957467170000001|120.19586|-398.3402139|25.52931025|0.018855428|390.0159026|9.621493319|0.0|1.0|1.0|2.24|0.11|18.0|-7.14|0.0|0.0|0.0|24.0|5.0|-6.44|314.34|0.0|1.0|-3.72|0.000339|0.0001899999999999|0.0598|2.5|0.0|2.28e-05|2.76|-1022.77302|-1022.750382|551.66|909.19|466.0|284.38|402.43|0.53657|0.67318|0.1355|-0.15571|1.7305|-0.2227699999999999|0.02263772|-1022.663298|0.04|7.3979|7.3979
8m_a46|0|0.0|0.2148468989999999|1|7.727094485|1|1|-0.044830187|-0.00517896|5.533389489|-0.085284636|1|-0.134230003|0.0|-0.248590088|-0.120972269|1|0.005865049|0.7699708959999999|-0.090247845|0.8142050040000001|0|0.876210355|-0.0911455|-0.085204935|0.280198209|0.007059399|-45.17474201|0.123789645|65.63194084|-23.9511632|1.984401749|0.0|52.0671834|0.425802465|2045.330306|1913.813025|-9.04821721|0.114510313|0.7415609409999999|60.71213839999999|-407.1697745|19.27296714|0.006689855|463.1469765|3.546889545|0.0|1.0|1.0|2.92|0.3|17.0|-6.46|1.0|0.0|0.0|24.0|3.0|-5.61|319.4|0.0|1.0|-4.56|3.3e-05|2.78e-05|0.0088799999999999|3.72|0.0|0.000112|4.12|-1014.126693|-1014.091966|570.72|970.82|0.3905|233.66|489.57|0.43001|0.6997800000000001|0.1441|-0.17897|2.0174|-0.19715|0.03472717|-1013.962913|229.0|6.6402|6.6402
10_a47|0|0.0|0.0|0|0.0|0|0|-0.003570214|-0.008013899|0.0|-0.166367455|2|-0.169242585|1.329777427|-0.384667159|0.0814897|0|-0.0065562469999999|0.754096463|0.011239977|0.8077565520000001|1|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|0.00951788|-50.08559665|0.158929034|84.97451737|-26.77924406|2.720890925|0.0|45.89037038|0.411647394|2355.515804|1567.859561|-10.11660331|0.198117368|0.699661037|105.9273263|-455.247149|23.5960035|0.014051737|498.0016816|7.51303623|1.0|1.0|1.0|2.97|0.09|22.0|-8.85|2.0|0.0|0.0|27.0|4.0|-5.08|359.4|1.0|0.0|-5.5|1.77e-06|3.18e-06|0.00114|4.8|0.0|5.110000000000001e-07|4.37|-1188.405988|-1188.3744|579.86|997.16|231.0|214.9|426.55|0.53909|0.69212|0.2175|-0.15445|1.9281|-0.20309|0.03158831|-1188.244739|13.0|7.9|7.9
3c_a32|1|3.452148526|0.0|0|7.765993078999999|0|0|0.025890116|-0.006923974|5.733341277|-0.048337951|0|-0.0522536959999999|2.224112182|-0.270034997|-0.113334836|3|0.00124359|0.839409251|-0.019130435|0.901864778|1|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|0.015118975|-48.52416391|0.1112332809999999|57.18235134|-24.94510426|3.995552912|0.0|42.68833949|0.423167668|2152.627425|1393.156794|-7.622115192000001|0.306047878|0.733606015|157.331845|-274.3961469|21.36577928|0.018316536|370.5811396|9.416090047|1.0|1.0|1.0|2.95|0.19|19.0|-6.89|1.0|0.0|0.0|22.0|3.0|-5.35|326.44|0.0|0.0|-4.91|6.65e-07|1.22e-05|0.00399|4.14|0.0|4.18e-05|3.02|-1633.443791|-1633.419633|544.22|903.81|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|0.5017|-0.14219|3123.0|-0.1970599999999999|0.02415856|-1633.348356|9.0|8.0458|8.0458
4_a18 (SD-208)|0|0.0|0.0|0|0.0|2|2|0.055002235|-0.012457606|0.0|-0.113324634|3|-0.020226647|0.0|-0.498304229|-0.009648044|0|-0.015153358|0.83508768|-0.098971722|0.904723479|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-51.27494074|0.22090326|113.7529353|-26.40375252|5.615248385|0.0|51.01127638|0.454067432|2395.526727|1822.914738|-9.276994128|0.397970979|0.831728055|204.9329964|-343.2487827|29.9246699|0.035654206|363.2306414|18.35993987|0.0|1.0|1.0|2.54|0.0|22.0|-8.15|1.0|0.0|0.0|25.0|6.0|-6.31|352.75|0.0|0.0|-4.38|5.12e-05|4.14e-05|0.0146|3.02|0.0|2.49e-06|2.58|-1542.296276|-1542.276332|537.47|895.83|0.2761|239.56|396.17|0.4646|0.69028|0.2316|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|0.08|7.0969|7.0969
19_a15|0|0.0|0.0|0|0.0|0|0|0.156105985|-0.009832375|0.0|-0.558905888|1|0.037722611|0.0|-0.4621216379999999|-0.04003124|0|-0.00534669|0.722297906|-0.048611111|0.770451673|0|0.691069123|-0.0946599869999999|-0.112106433|0.355677322|0.00527267|-64.78818183|0.308930877|178.5363184|-37.44217335|1.761006946|15.76831619|57.75275299|0.405429114|2625.952212|1857.369806|-14.14482104|0.077864438|0.681885245|44.99916039|-636.516947|26.54223128|0.005747326|490.1808545|3.321475588|1.0|1.0|1.0|2.17|0.11|18.0|-7.14|1.0|0.0|0.0|26.0|5.0|-6.22|369.44|0.0|0.0|-4.39|7.56e-06|4.1200000000000005e-05|0.0152|3.29|0.0|2.69e-05|7.53|-1523.404372|-1523.361214|601.23|1030.77|0.4895|297.03|519.04|0.68945|0.68945|0.4895|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|72.0|7.1427|7.1427
34_a47|1|0.0|0.0|1|6.842683282|0|0|-0.210257395|-0.004157676|4.727387819|-0.064842466|3|-0.094313757|1.741433543|-0.191253079|-0.043634386|1|0.0047106|0.833786184|0.128336294|0.89234354|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-49.91779281|0.1739443389999999|96.32577107|-27.64315244|6.048527453999999|0.0|45.23285281|0.45489212|2371.236125|918.6458674|-9.000096143|0.346006784|0.834499257|191.6093987|-387.0041342|24.85087647|0.023023142|439.9906467|12.74960652|1.0|1.0|1.0|3.0|0.16|21.0|-7.47|0.0|0.0|0.0|26.0|5.0|-6.66|348.38|0.0|1.0|-3.9|0.000267|0.000125|0.0436|2.49|0.0|1.17e-05|2.41|-1162.4815230000002|-1162.450678|585.79|980.02|0.2309|294.66|436.88|0.6602399999999999|0.69314|0.1718|-0.16086|4.4605|-0.21536|0.03084502|-1162.33788|2.0|8.7|8.7
