molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
6f_a40|0.0|0|0.0|0.0|8.421342866|1|2|0.604893424|-0.01691341|0|0.737582436|0.075227997|10.30179966|2|-0.008368734|-0.233222505|0.048543494|0.092206207|0|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.363785804|-83.88605319|10.2782635|0.344213487|221.1408856|-53.89282175|6.6032981820000005|40.01876255|0.8628087240000001|-2.350288117|-55.39203581|96.49789556|0.410805404|421.31181889999993|-1509.948957|3072.581297|0.137191276|11.87042702|0.69723213|88.13890599|-970.0707913999998|38.88975659|0.013841059|1750.039046|8.892225517|1.0|1.0|4.05|2.53|0.21|-3.67|3.66|2.66|199.45|1.1|1.0|124.54|1.0|5.0|-6.95|5.0|1.0|0.0|0.0|1.13e-07|5.18e-05|2.3e-05|0.0002109999999999|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|0.2362|346.89|507.64|0.69911|-2426.725129|0.0158|-0.1131799999999999|6.2384|0.04845403|42.0|7.3768
12y_a36|0.0|1|3.479963309|0.0|7.412764017000001|2|2|1.29704385|-0.00707164|2|0.0|-0.049845887|10.94917392|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|1|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|0.83704133|-0.076585128|-0.098532865|0.424572485|-66.24017399|13.04507243|0.16295867|109.55137340000002|-44.53093547|8.769742642|14.40618351|0.755735734|-1.970657299|-34.61187706|64.53055627|0.487285656|562.7133986|-1324.80348|2304.463084|0.244264266|14.80236899|0.950403792|164.2102614|-890.6187094000001|32.46293206|0.01873364|1752.9983309999998|12.59396622|1.0|0.0|4.88|0.0|0.12|-7.01|3.62|2.42|69.2|2.38|1.0|133.84|0.0|6.0|-4.58|4.0|0.0|1.0|0.0|2.6e-05|0.0106|2.82e-05|9.66e-08|3.8794|3.83|3.8794|-1310.350902|-1310.315063|702.38|0.4358|319.6|532.91|0.66796|-1310.077567|0.4358|-0.15671|6.1376|0.03583863|12.0|7.9208
A8301_a51|0.0|0|0.0|0.0|6.86171134|0|0|1.197963627|-0.00449765|2|1.987294898|-0.012770742|10.31321735|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|2|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-50.67621589|5.293803823|0.065260105|42.37868986|-32.90818536|3.437697042|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|41.20144811|0.4799553379999999|607.0025787000001|-1064.200534|2461.663545|0.145040365|13.24988678|0.922911768|94.18649643|-691.0718926|24.89475504|0.009586697|1244.737752|6.225421319|1.0|1.0|3.49|3.5|0.04|-9.38|5.5|5.52|87.72|3.35|2.0|129.04|0.0|5.0|-6.6|3.0|0.0|0.0|1.0|2.5e-07|0.000105|1.17e-06|4.12e-10||||||||||||||||12.0|7.9208
4a_a49|0.0|0|0.0|0.0|7.535296702|1|1|1.343847746|-0.006602016|2|1.713107022|-0.053787795|10.92777282|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|2|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|-53.88810275|10.51443916|0.242956384|149.0098632|-33.05061877|6.448709504|60.11195021|0.650301539|-1.4936715669999998|-35.44496163|68.30645049|0.4716382|464.3095353|-916.0977468|1647.61849|0.349698461|15.01791558|0.8926425020000001|214.47685|-561.8605190000001|27.62211044|0.023624093|1408.727632|14.48911428|0.0|1.0|3.35|2.89|0.22|-7.36|3.4|2.83|92.93|1.25|1.0|114.08|0.0|6.0|-3.28|5.0|0.0|0.0|1.0|0.000528|211.0|0.000305|4.35e-08|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|0.1935|262.35|504.63|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|0.04133192|32.0|7.4949
14a_a23|0.0|0|0.0|0.0|7.423568444|0|0|1.197964042|-0.0056795759999999|2|0.757767133|-0.0518554529999999|10.31321831|2|0.011363191|0.083206288|-0.073893976|-0.137733142|2|0.7556436440000001|0.114693804|-0.123790952|0.816237166|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|0.225448915|-50.79675604|12.33442989|0.081322962|51.42774883|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-1.606503401|-22.26638099|47.54437201|0.462434482|580.9612768999999|-1015.935121|2173.7139190000003|0.219241211|14.2658736|0.8602383659999999|138.6457355|-642.4662212000001|27.68542751|0.016707951|1301.215093|10.56592489|1.0|1.0|3.41|2.86|0.05|-7.41|3.36|4.02|105.02|3.03|2.0|120.28|0.0|5.0|-5.47|4.0|0.0|0.0|0.0|3.38e-06|0.00139|1.1e-05|3.92e-08|3.7119|3.47|3.7119|-1629.928331|-1629.90669|665.5|0.3764|334.02|516.58|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|0.0216412|3.0|8.5498
17a_a50|0.0|0|0.0|0.0|7.934155233999999|1|1|1.349854788|-0.002225436|1|2.189373662|-0.0979202769999999|10.94500663|2|0.012893333|-0.178162528|-0.239713023|-0.3891730779999999|1|0.784570118|-0.204032723|-0.215448852|0.828062407|0.732114362|1|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|-51.14229199|8.977762705|0.07699335|50.14419437|-33.3079288|5.847033234|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|38.54872522|0.486855438|601.1353533|-1022.84584|1799.721631|0.2100891|15.76161018|0.948768582|136.82673369999998|-666.1585759999999|23.12299308|0.011602876|1294.887612|7.556715901|1.0|1.0|3.95|3.29|0.29|-6.76|3.39|4.14|51.77|2.3|1.0|121.78|0.0|6.0|-3.99|4.0|0.0|1.0|0.0|0.000102|0.0408|3.61e-05|1.75e-07|4.2478|3.08|4.0477|-1258.566007|-1258.540058|705.96|0.1817|291.88|616.93|0.66046|-1258.260865|0.1754|-0.16724|6.2113|0.02594911|85.0|7.0706
6b_a40|0.0|0|0.0|0.0|8.421342866|1|2|0.604892326|-0.014861289|0|0.6899826|0.0986825569999999|10.30179924|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|0|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.417254814|-79.36130196|9.771129787|0.246568426|165.1465831|-53.15460718|6.544506614|34.43877986|0.878140798|-2.132795227|-48.31476032|81.90640622|0.442509019|504.6333458|-1428.503435|4049.386572|0.1218592019999999|12.51342818|0.793750992|81.61884754|-956.7829293|37.83107469|0.011838681|1626.736212|7.929311055|1.0|1.0|4.02|3.36|0.21|-5.21|5.67|4.38|173.43|2.61|2.0|130.16|1.0|5.0|-8.41|5.0|1.0|0.0|1.0|3.86e-09|1.98e-06|6.55e-07|6.21e-06|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|0.4962|399.62|552.01|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|0.03026498|0.03|7.5229
12ax_a36|0.0|1|3.429529478|0.0|7.412764017000001|2|2|1.280791885|-0.007681676|2|0.0|-0.057017299|10.958822|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|1|0.836170906|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|0.846837721|-0.073739612|-0.107815607|0.375647684|-72.11700812|12.79462904|0.153162279|102.4490387|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|62.11847297|0.488501696|566.4430628|-1298.106146|2471.295987|0.235146956|14.78635841|0.955040697|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|1697.196809|12.47158322|1.0|0.0|4.74|0.0|0.14|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|0.0|5.0|-5.08|4.0|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|1.74e-08|5.2372|4.42|3.8889|-2152.130959|-2152.100515|699.67|0.5236|236.74|552.0|0.69348|-2151.910753|0.4167|-0.15728|4.5001|0.03044421|12.0|7.9208
11_a15|0.0|0|0.0|0.0|0.0|1|1|1.435688956|-0.0064953419999999|3|0.0|-0.0856783419999999|10.95979791|0|0.003766915|-0.056500144|-0.173728081|-0.272482143|2|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|-66.78526188|12.69062406|0.105461874|72.27026771|-45.76619542|8.696553172|0.0|0.739315684|-1.949155337|-30.25595097|56.84224275|0.470042906|613.0036107000001|-1335.705238|2565.707165|0.260684316|11.76226306|0.8869452090000001|178.640152|-915.3239085|31.14961732|0.018086221|1806.677804|12.39401492|1.0|0.0|4.1|4.25|0.07|-8.9|4.33|6.69|59.51|2.52|2.0|138.24|0.0|6.0|-6.32|4.0|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|1.27e-09|4.7106|5.04|2.9595|-1450.740771|-1450.705737|739.57|0.2657|263.2|568.22|0.70577|-1450.39211|0.0011|-0.12134|812.0|0.03503399|739.0|6.1314
12x_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984021|-0.006008579|2|0.0|0.027312213|10.31162819|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|1|0.782514704|-0.062251445|-0.1759406839999999|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|0.398925866|-60.57208434|9.745611551|0.151155723|99.81775209|-39.99960559|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|57.2323071|0.4490846539999999|560.5459455|-1272.013771|2374.777496|0.175325029|14.14885734|0.815160907|115.7782842|-839.9917174000001|28.04441012|0.012044556|1542.442557|7.953787804|1.0|0.0|4.86|0.0|0.21|-7.38|4.87|3.23|81.65|3.25|2.0|137.21|0.0|5.0|-6.04|4.0|0.0|0.0|0.0|9.14e-07|0.00039|3.48e-06|4.12e-08|3.4831|4.45|3.4831|-1654.40976|-1654.3784|703.75|0.1517|355.95|558.65|0.68589|-1654.1207|0.1517|-0.14783|4.3702|0.03136007|22.0|7.6556
17_a12|0.0|0|0.0|0.0|6.823286122000001|1|1|0.610029543|-0.00864055|3|0.0|-0.072956553|10.31157659|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|2|0.8198617429999999|-0.043392747|-0.11976662|0.87653892|0.859088647|0|0.858119365|-0.069570363|-0.096209886|0.318309599|-50.13411606|5.849860887999999|0.141880635|73.93273708|-26.12444199|3.048310481|0.0|0.786701219|-1.443148294|-18.89085387|42.10235809|0.466056241|447.1583691000001|-752.0117408|1470.257187|0.213298781|10.61752641|0.8728564259999999|111.1480977|-391.8666299|23.31475957|0.015049295|955.9051425|7.842053909|1.0|1.0|4.13|2.97|0.17|-7.16|4.51|2.56|78.41|2.47|0.0|103.12|0.0|3.0|-4.51|4.0|0.0|1.0|1.0|3.1e-05|0.0103|5.7100000000000006e-05|6.97e-08|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|0.2213|281.69|419.49|0.62783|-1366.638303|148.0|-0.15459|2128.0|0.02800938|16.0|7.7959
17b_a50|0.0|0|0.0|0.0|7.934155233999999|1|1|1.348984601|-0.002181823|1|2.206759705|-0.152660972|10.94500663|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|1|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-52.58062823|8.976922737999999|0.068150817|47.42733742|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|42.23167946|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|0.1966134769999999|16.11918162|0.936245718|136.82673369999998|-805.0189948|23.22374317|0.010169967|1439.872076|7.077456382|1.0|1.0|4.17|3.57|0.35|-7.54|4.18|4.92|51.77|2.71|3.0|131.39|0.0|8.0|-4.75|4.0|0.0|1.0|0.0|1.7899999999999998e-05|0.00763|1.22e-05|2.87e-08|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|0.1817|292.09|647.75|0.66195|-1336.833957|0.1758|-0.16699|6.3333|0.02640483|122.0|6.9136
12r_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984545|-0.007553813|2|0.0|-0.0682882559999999|10.31162892|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|1|0.83236194|-0.007140234|-0.105767484|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|0.451652492|-71.0931422|12.36992712|0.27927255|180.5098625|-45.9515743|7.995393191000001|0.0|0.790065337|-1.979828309|-37.69583567|70.6903535|0.464481911|465.8474777|-1279.67656|2433.580273|0.209934663|13.94386247|0.867350555|135.6928105|-827.1283373|33.05530181|0.016970201|1619.709789|10.96881384|1.0|0.0|4.66|0.0|0.14|-7.16|4.67|3.74|81.65|3.58|2.0|127.19|0.0|5.0|-5.49|6.0|0.0|0.0|0.0|3.24e-06|0.00141|6.71e-06|6.900000000000002e-08|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|0.1908|244.69|516.03|0.68476|-1774.009422|0.1522|-0.14894|5.2021|0.03388131|29.0|7.5317
27b_a34|0.0|0|0.0|0.0|7.412764017000001|1|1|1.4335271040000002|-0.010183855|1|0.0|-0.029622037|10.95430634|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|1|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|-72.21552354|20.42417736|0.2165682119999999|142.58786569999998|-47.54648562|13.44721755|540.9533124|0.712312759|-1.864625537|-37.9644911|78.08618045|0.4072752529999999|515.8091561000001|-1227.6639|2431.595232|0.287687241|15.39406063|0.687123753|189.4124225|-808.2902556|34.46979951|0.022820627|1723.489976|15.02503259|1.0|1.0|3.54|3.66|0.12|-8.19|3.94|4.11|84.99|1.83|2.0|116.33|0.0|5.0|-5.23|5.0|0.0|0.0|1.0|5.92e-06|0.00243|1.1e-05|6.53e-09|4.8168|4.33|4.0935|-1350.055377|-1350.018975|691.97|0.3621|257.4|577.39|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|0.03640275|0.65|6.1871
30_a47|0.0|0|0.0|0.0|6.842683282|0|0|1.304327883|-0.0092264759999999|2|1.192095911|-0.008774855|10.95005723|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|2|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|0.384732322|-64.38108459|13.64937081|0.32103267|192.6285289|-38.63044093|8.190002019|76.90733636|0.679447569|-1.609452527|-38.96726396|78.59180109|0.4680850139999999|407.3992771|-965.7162688|1558.731067|0.320552431|12.94704346|0.879999675|192.3403721|-579.456614|33.84108731|0.028122734|1421.325667|16.87442216|1.0|1.0|3.03|2.12|0.05|-7.24|2.71|3.93|98.72|1.78|1.0|104.25|0.0|5.0|-4.22|5.0|0.0|0.0|1.0|6.05e-05|24.0|7.94e-05|5.74e-08|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|0.3566|333.66|478.04|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|0.0420327|13.0|7.9
12o_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984133|-0.0068750669999999|2|0.0|0.019094532|10.31162888|1|0.003603419|-0.157974241|-0.051371057|-0.090173435|1|0.815003426|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|0.844344883|-0.076908942|-0.0975052409999999|0.402022325|-62.74209511|9.948252054|0.1556551169999999|100.1600333|-40.37291185|6.401442327000001|0.0|0.8131344979999999|-1.852599578|-31.84483128|59.43716284|0.46964626|543.3140456|-1192.099807|2476.50603|0.186865502|13.95467208|0.885533983|120.2431068|-767.0853252|29.91948755|0.0141914589999999|1466.05489|9.131836103|1.0|0.0|4.63|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|2.0|132.29|0.0|5.0|-5.93|4.0|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|6.03e-08|5.1935|4.45|3.4817|-2035.37262|-2035.338699|687.92|0.1967|238.73|528.25|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|0.03392126|16.0|7.8097
17g_a50|0.0|0|0.0|0.0|7.934155233999999|2|2|1.320916184|-0.002050512|2|2.236579664|-0.022378911|10.94501702|2|0.01245647|-0.090386911|-0.200725906|-0.323333765|1|0.738521694|-0.10642733|-0.2126789369999999|0.7787714459999999|0.7276268779999999|1|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|-47.17463902|9.710172008|0.079336825|52.94662161|-31.48270383|6.48022912|85.51402581|0.749948388|-1.555134042|-21.45417373|41.85775712|0.467997084|614.4183967|-1037.842058|1975.996014|0.250051612|15.28352231|0.879688945|166.8756987|-692.6194843|23.06474408|0.013645282|1383.884645|9.106383854|0.0|1.0|4.04|3.66|0.35|-6.96|3.71|4.37|51.77|2.71|2.0|133.03|0.0|6.0|-4.46|4.0|0.0|1.0|0.0|3.4899999999999995e-05|0.0148|1.39e-05|1.1e-07|4.0458|3.22|4.0458|-1335.976491|-1335.946919|725.92|0.1795|306.45|559.45|0.6623600000000001|-1335.631756|0.1795|-0.16699|7.0584|0.02957267|246.0|6.6091
13_a12|0.0|0|0.0|0.0|0.0|0|0|1.508548782|-0.0069874069999999|2|0.0|-0.083760082|10.96083169|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|2|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.122164874|-45.33566159|4.01385817|0.09993609|48.98899535|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|32.52766981|0.466560112|441.2142447|-634.6992622|664.9830294|0.117007826|11.36787272|0.874625469|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|718.8050825|3.656774794|1.0|1.0|2.7|2.64|0.12|-7.14|3.63|3.9|50.7|2.42|1.0|84.74|0.0|3.0|-4.26|3.0|0.0|1.0|1.0|5.520000000000001e-05|0.0152|6.3e-05|7.26e-08|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|0.6528|273.31|437.91|0.64974|-876.209109|0.0155|-0.16458|1.3023|0.0290811829999999|93.0|7.0315
28_a20|0.0|0|0.0|0.0|6.842683282|0|0|1.417203216|-0.006492092|3|1.650185059|0.0313932529999999|10.94963925|1|0.002695258|0.155263557|-0.016955137|-0.028782305|3|0.755701837|-0.104458316|-0.06654421|0.812553182|0.690655217|1|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|-60.85602167|9.799649234|0.218249263|145.66665480000003|-40.6172876|6.540604536|88.39175809|0.773641727|-1.823585765|-38.44343857|67.39863895|0.468838001|521.7658603|-1217.120433|2449.815677|0.226358273|14.28413212|0.8826648009999999|151.0788711|-812.3457521|30.25452396|0.016673728|1573.2352460000002|11.12858789|0.0|1.0|3.45|2.86|0.08|-8.8|3.93|4.01|99.58|1.73|1.0|122.8|0.0|5.0|-4.42|5.0|0.0|0.0|1.0|3.77e-05|0.0159|3.72e-05|1.57e-09|4.7905|4.64|3.5798|-1368.363151|-1368.32781|704.42|0.2354|258.81|531.85|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|0.03534166|255.0|6.5935
7b_a8|0.0|1|3.213855584|0.0|7.535296702|1|1|1.395658671|-0.009659873|1|0.0|-0.052309137|10.9465091|1|0.003191529|-0.039357491|-0.021509048|-0.035044152|1|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|-59.93853201|19.86678613|0.277652387|166.30684230000003|-35.90168309|11.89970852|75.93423425|0.753935657|-1.901301524|-36.39338307|80.62622045|0.4787988|432.6681725|-1138.832108|1780.952171|0.246064343|14.76972982|0.918644854|147.3863936|-682.1319788|32.83731114|0.022982731|1510.516312|13.76608164|0.0|1.0|3.49|3.37|0.09|-7.65|4.48|3.8|92.93|2.23|2.0|110.8|0.0|3.0|-5.25|5.0|0.0|0.0|1.0|5.64e-06|0.00224|1.14e-05|2.25e-08|4.5945|5.51|3.26|-1330.622441|-1330.595067|621.4|0.2517|269.85|506.21|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|0.0273745|13.53|4.8687
11c_a5|0.0|1|2.930680267|0.0|6.605297921|0|0|1.427567332|-0.004590583|2|0.0|-0.059682527|10.94877953|1|0.005383056|-0.138950411|-0.011677718|-0.018887528|2|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|0|0.80472351|-0.078909483|-0.0873419269999999|0.389427402|-53.12487972|10.85837291|0.19527649|118.7750305|-32.31269264|6.604499968|4.089828494|0.707039635|-1.484812761|-29.19305715|58.854300300000006|0.448016491|489.4652669|-903.1229552|926.234805|0.292960365|16.09582374|0.811648325|178.1902995|-549.3157749|27.76804404|0.021214793|1277.330026|12.90369209|1.0|1.0|2.96|2.14|0.09|-8.47|4.79|4.17|80.76|1.13|1.0|106.79|0.0|6.0|-4.13|5.0|0.0|0.0|1.0|7.38e-05|0.0273|7.950000000000001e-05|3.4000000000000003e-09|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|0.5327|275.3|512.32|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|2.5278|0.03798847|25.0|7.6021
5_a15|0.0|0|0.0|0.0|0.0|0|0|1.419941043|-0.008878343|2|0.0|-0.0156037999999999|10.95880662|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|2|0.704479781|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|-73.61131563|24.25353664|0.125945852|93.65193084|-54.73655332|18.03465935|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|0.491010028|15.1701491|0.946094849|365.1095806|-875.7848531999999|39.89581513|0.036380071|2313.9572780000003|27.05181494|1.0|1.0|3.79|3.68|0.15|-9.65|4.92|6.01|74.73|2.0|3.0|127.97|0.0|8.0|-6.16|6.0|1.0|0.0|1.0|6.86e-07|0.000304|2.18e-06|2.25e-10|4.3299|4.36|3.6257|-1470.816175|-1470.779775|737.16|291.0|286.35|629.67|0.70244|-1470.487858|0.0199|-0.14839|4.3576|0.03640044|13.0|7.8861
18a_a25|0.0|0|0.0|0.0|6.842683282|0|0|1.194229606|-0.0029953159999999|2|2.050257213|-0.018419483|10.31286118|1|0.007325341|0.106305991|-0.037072518|-0.06333068|2|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|-51.83514755|6.317215793|0.068371614|45.33086513|-34.36707071|4.188358905|0.0|0.817072039|-1.641819678|-24.58404782|43.39683067|0.493301255|617.676232|-1088.538099|2331.966135|0.182927961|14.59524518|0.973559258|121.2825364|-721.7084848|25.136651|0.011486699|1332.242503|7.615762647|1.0|1.0|3.5|3.43|0.08|-9.78|5.89|5.72|87.72|2.88|2.0|133.85|0.0|6.0|-6.33|3.0|0.0|0.0|1.0|4.65e-07|0.000202|1.71e-06|1.67e-10|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|0.3234|225.57|556.26|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|0.02456497|94.0|7.0269
18_a15|0.0|0|0.0|0.0|0.0|0|0|1.435689019|-0.006149666|2|0.0|-0.066226471|10.95986315|0|0.000539978|-0.190640601|-0.072506962|-0.145790726|2|0.7162974740000001|-0.0374132629999999|0.004699248|0.765450925|0.645117465|0|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|-55.48918283|4.370403779|0.163771093|100.159876|-33.93632895|2.672871589|1.833724661|0.867430881|-1.723873519|-25.27062952|45.69032922|0.415796832|511.4247108|-1054.294474|2510.854462|0.132569119|10.2545953|0.711733271|81.07723009|-644.79025|24.80452821|0.008781964|1215.421882|5.370913621000001|1.0|1.0|3.37|3.75|0.08|-9.98|5.68|6.86|47.04|3.6|2.0|113.42|0.0|5.0|-6.16|4.0|1.0|0.0|1.0|6.86e-07|0.000265|1.18e-06|1.0399999999999999e-10|4543.0|5.65|3.8232|-1265.810138|-1265.770242|650.53|0.2686|272.91|535.02|0.70427|-1265.556558|0.0066|-0.1579|4.2476|0.03989594|129.0|6.8894
22_a20|0.0|0|0.0|0.0|6.842683282|0|0|1.4170330269999998|-0.00147607|2|2.041494094|-0.066832578|10.93106272|1|0.008780074|0.155407313|-0.036258691|-0.060582944|2|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|0.425968568|-44.14650378|8.001165067999999|0.053484974|34.8271111|-28.7463017|5.21001405|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|47.00134116|0.477376285|616.3298149|-882.9300756000001|2396.806062|0.22936173|14.17638345|0.913422548|149.350479|-574.9260339|22.91425458|0.01345209|1145.712729|8.759421782|1.0|1.0|3.36|3.41|0.08|-9.69|5.33|5.39|67.39|2.61|2.0|121.62|0.0|4.0|-5.6|4.0|0.0|0.0|1.0|2.48e-06|0.000997|2.98e-06|2.04e-10|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|0.2636|223.03|563.43|0.66063|-1275.598059|0.0015|-0.16176|4.8308|0.03226475|231.0|6.6364
