molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|MATS1i|AATSC1i|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
18_a10|0.0|0|0|0|0.0|1|7.78113851|2|2|1.243178376|2.142254323|-0.00309846|5.733341277|0.0307177839999999|-0.092424959|-0.1859075939999999|10.92966688|-0.0280813039999999|1|-0.091730492|-0.143149563|0.7155022459999999|0.785539083|0.832812971|0.6886547670000001|1|-0.0575419659999999|0.656664457|0.019095409|-48.27152552|0.114447045|72.64119073|-0.024889861|7.692822451|0.641615544|-1.368942347|61.38857307|0.4670293179999999|2788.499133|2137.914113|-10.02718922|7.204851347999999|13.51828833|0.876275815|6213.631543|227.471785|-551.4954071000001|24.62214943|1354.218219|713.2632062000001|1.0|0.0|4.07|0.32|-7.88|4.65|2.14|-4.48|5.0|-6.34|0.0|1.0|3.67|-4.77|3.34e-05|0.0138|3.49|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|-1336.404041|1181.5|326.47|0.2962|214.93|504.61|0.37729|0.6866300000000001|-1336.126835|0.1637|4.7596|0.02974086|5.9029|0.13|6.8861|6.8861
8_a27|0.0|1|0|0|0.0|1|6.605297921|0|0|1.406757715|1.7626247169999998|-0.008444078|4.59511985|-0.077396262|-0.14212377|-0.329319041|10.93783465|0.067074515|1|-0.106814855|-0.187486926|0.6812785379999999|0.8000360390000001|0.8688656459999999|0.64927069|1|-0.078709803|0.3608031339999999|0.021852066|-43.96130162|0.223615972|106.5457267|-0.035880862|4.960882344|0.751701834|-1.291711016|53.20197882|0.479730655|2132.9321670000004|989.0070768|-8.145716531|5.016799703|9.642697094|0.92208134|4522.989286999999|118.305988|-293.2457951|22.74314225|818.753121|326.3351007|0.0|1.0|2.79|0.06|-6.28|2.98|2.19|-3.23|4.0|-6.73|0.0|1.0|2.38|-3.52|0.000586|178.0|2.0|0.0|5.2e-07|0.000158|-0.05015|4.1276|3.96|-1004.489001|848.58|300.38|0.2336|300.38|374.88|0.64893|0.64893|-1004.385302|0.2336|3.0415|0.02665292|4.2899|6.0|8.2218|8.2218
6e_a40|0.0|0|0|0|0.0|1|8.421342866|1|2|0.604892975|1.75595616|-0.0148450439999999|6.401917197|-0.074872854|-0.15110197|-0.69771706|10.30179954|-0.205140551|2|-0.020200684|-0.037027769|0.685858263|0.8361555479999999|0.8988141140000001|0.648802794|1|-0.107312598|0.376602018|0.015875595|-76.50178121|0.25379524|166.7812216|-0.04873174|6.85578763|0.866991176|-2.095464821|84.95203628|0.441911406|3075.060648|3854.417113|-21.04453212|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|36.93694043|1588.2884390000002|587.7345677999999|1.0|1.0|3.98|0.21|-4.63|5.02|2.12|-7.76|5.0|-6.09|1.0|1.0|3.68|-5.58|1.74e-08|8.31e-06|4.4|0.0|2.35e-05|0.0112|-0.09682|2.9549|8.35|-2831.156883|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.67187|-2830.986514|0.3625|8.3311|0.03482243|11.5248|18.0|7.7447|7.7447
2_a4|0.0|0|0|0|0.0|0|6.605297921|1|1|1.189716144|0.0|-0.00708265|4.59511985|-0.103346554|0.08246129|-0.269140683|10.95268469|0.076479666|0|0.147657684|0.228655117|0.930871261|0.802438682|0.847373823|0.912872667|0|-0.117395215|0.442778552|0.006330673|-44.27948986|0.257481153|108.4760726|-0.0379537729999999|1.123639184|0.843107708|-1.366335816|48.93681624|0.3961813179999999|1623.668791|910.3327882|-6.736463618999999|4.710383035|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|682.7518749|284.26458360000004|0.0|2.0|3.33|0.27|-4.83|2.12|1.63|-2.18|4.0|-6.69|0.0|0.0|1.24|-2.77|0.0066|1.67|1.62|0.0|1.4800000000000002e-05|0.00374|-0.01612|5.8961|2.46|-819.8996124|764.77|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-819.771754|0.0008|1.7717|0.033037353|3.0946|31.0|7.5086|7.5086
6_a15|0.0|0|0|0|0.0|0|0.0|0|0|1.419941278|0.0|-0.00951284|0.0|-0.048804012|0.106485923|-0.513693384|10.95880677|-0.009025163|0|-0.195267558|-0.281352401|0.8511056929999999|0.691316481|0.7248900659999999|0.810779115|0|-0.07051817|0.398681391|0.02948637|-71.76572566|0.140691569|82.0880213|-0.0307500179999999|10.03794313|0.581974721|-1.599000943|88.94853813|0.3902945579999999|2454.904173|1971.005637|-10.46812265|6.110075236|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|30.82854077|1603.08412|592.4420375|1.0|1.0|3.29|0.23|-7.95|4.43|2.18|-5.66|5.0|-5.33|0.0|1.0|4.11|-5.14|2.16e-06|0.000823|4.64|0.0|1.13e-08|4.3e-06|-0.02419|4.3423|3.94|-1263.0072300000002|1092.02|328.9|0.2616|285.52|545.21|0.65191|0.70554|-1262.75978|0.0113|1.3789|0.01711539|1.9421|35.0|7.4559|7.4559
4c_a46|0.0|0|0|0|0.139403726|1|7.825245291|1|1|1.134637091|2.137504882|-0.005085922|5.587248657999999|-0.048990529|-0.111750026|-0.300069396|10.94298307|-0.068256579|1|-0.056422062|-0.083788154|0.649753668|0.726862617|0.761921603|0.65145414|0|-0.063644365|0.305199509|0.013924723|-55.2981278|0.109222605|69.02325225|-0.029688832|5.56099297|0.840753785|-1.662574604|60.67664538|0.450883931|2455.604167|2487.942529|-11.85656505|7.172412106|13.06174141|0.8211086059999999|5571.088357|100.6356847|-663.9676426|22.31552819|1249.669579|696.2528933|1.0|0.0|4.09|0.38|-7.62|5.11|3.4|-5.55|4.0|-5.39|0.0|0.0|4.44|-5.28|2.8e-06|0.00109|4.63|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|6.38|-1245.392965|1176.07|302.21|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|0.2083|4.1039|0.02299741|5.4491|2008.0|5.6972|5.6972
14ae_a23|0.0|0|1|1|0.0|2|7.423568444|0|0|1.1979624290000002|3.338149829|-0.007539122|5.351858133|-0.029948314|0.026913008|-0.4448081789999999|10.31321689|0.0289586779999999|2|-0.143336826|-0.253318853|0.7763406840000001|0.7830067820000001|0.8356326820000001|0.7317531540000001|1|-0.065169397|0.202342743|0.03467374|-62.38566188|0.127637949|91.4475768|-0.0269140239999999|17.79858399|0.53040766|-1.480271319|87.09501229|0.479058976|3212.850883|2575.36078|-13.81539807|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|1999.511567|770.8206617000001|1.0|1.0|3.74|0.12|-7.6|3.48|2.42|-5.8|6.0|-6.68|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|-1858.952529|1285.52|344.06|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|0.3205|7.0211|0.01449323|9.5944|2.0|8.6038|8.6038
18c_a22|0.0|0|0|0|0.0|1|6.842683282|0|0|1.194229067|1.804590026|-0.003749104|4.727387819|0.013131848|-0.044828537|-0.213698903|10.31286086|0.006275578|1|-0.078828791|-0.143402172|0.7290394929999999|0.7669483559999999|0.8287956870000001|0.6922232890000001|1|-0.057956428|0.5003904610000001|0.019843706|-52.84635017|0.068926461|47.68404831|-0.028825841|9.49723261|0.682690024|-1.52776956|67.73280290000001|0.4777430589999999|3090.601885|2574.178324|-13.79609783|7.332936064|14.04085897|0.914766316|7101.057047|219.5183688|-731.1931848999999|29.21094233|1548.179944|779.8043336000001|1.0|1.0|3.56|0.08|-9.46|5.36|1.47|-5.8|5.0|-6.63|0.0|1.0|3.72|-5.1|1.6e-06|0.000739|3.5|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|5655.0|3.5|-1783.5397829999995|1249.84|333.1|0.2996|219.25|583.88|0.4609|0.60449|-1783.277296|0.0817|1.2938|0.02279458|1.0733|26.0|7585.0|7585.0
12y_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.29704385|0.0|-0.00707164|5.351858133|-0.065314765|0.036174187|-0.410155116|10.94917392|-0.028440975|1|-0.095253274|-0.1619981409999999|0.90500247|0.820226782|0.873588247|0.856135378|0|-0.076585128|0.424572485|0.019404665|-66.24017399|0.16295867|109.55137340000002|-0.036493654|8.769742642|0.755735734|-1.970657299|78.8341402|0.487285656|2793.629988|2304.463084|-16.49293906|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|1752.9983309999998|698.847203|0.0|2.0|4.88|0.12|-7.01|3.62|2.38|-4.58|4.0|-6.34|0.0|0.0|2.37|-4.55|2.6e-05|0.0106|3.45|0.0|9.66e-08|3.94e-05|-0.05002|3.8794|3.83|-1310.315063|1183.75|319.6|0.4358|319.6|532.91|0.66796|0.66796|-1310.077567|0.4358|6.1376|0.03583863|8249.0|12.0|7.9208|7.9208
7g_a8|0.0|1|0|0|0.0|1|7.535296702|1|1|1.39137419|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|-0.030968098|-0.481134236|10.9431888|-0.027717137|1|0.021974492|0.046246982|0.627990269|0.7363841520000001|0.79995525|0.606087461|0|-0.107714754|0.306360885|0.031841955|-67.26263865|0.300623857|180.1699331|-0.045912914|11.43714084|0.806738465|-2.020168201|78.41805331|0.470618047|2802.2242920000003|2079.55195|-16.4912131|7.588498875|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|34.10836993|1500.768277|509.2753308|0.0|1.0|3.29|0.04|-7.91|4.94|3.4|-5.78|5.0|-5.63|0.0|1.0|4.14|-5.44|1.67e-06|0.000667|4.38|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|-1374.4533210000002|1053.9|327.36|0.5165|327.36|507.78|0.62073|0.62073|-1374.291597|0.5165|10.1546|0.03974865|12.9547|21.03|4.6772|4.6772
12o_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.297042837|0.0|-0.0100574069999999|5.351858133|-0.079716275|0.03842353|-0.613501857|10.96036596|-0.010904454|1|-0.126068378|-0.213993335|0.859938421|0.799869816|0.848816593|0.817582774|0|-0.082048664|0.514457955|0.023402195|-76.51720886|0.2407887189999999|173.4105814|-0.03541591|12.13767506|0.666462845|-2.018706878|95.66406176|0.469699889|3009.981519|2778.220342|-18.36865355|7.322888607|13.80895167|0.885724665|6622.134304|240.2059039|-1047.013252|38.27030489|2181.407379|757.7532208|0.0|3.0|4.97|0.17|-6.93|2.38|1.49|-3.54|5.0|-7.66|0.0|0.0|1.47|-3.64|0.000292|128.0|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|-1440.926241|1240.51|320.16|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|0.2888|4.9237|0.04371335|6.6471|0.04|7.3979|7.3979
14g_a23|0.0|0|1|1|-4.794439428|2|7.423568444|0|0|1.197957711|3.0793867980000003|-0.014609495|5.351858133|-0.301504331|0.058422864|-0.803522236|10.3132174|-0.030586527|2|-0.0962526|-0.2952674819999999|0.598213287|0.796412133|0.854683662|0.575188253|1|-0.072819606|0.297855753|0.018341721|-68.52397802|0.092665527|65.94601775|-0.041536002|9.289253982|0.780315815|-2.118336119|83.15907597|0.461846955|3400.464046|2531.8503170000004|-21.03611074|8.788027188|16.32997765|0.8582074559999999|8005.353973|156.3396622|-1072.841648|37.88128151|1931.945357|676.4530574|1.0|1.0|3.61|0.09|-7.95|3.97|3.04|-6.89|8.0|-5.94|1.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|4.76|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|5.17|-2042.161409|1233.48|334.71|0.3478|334.71|583.38|0.56658|0.56658|-2041.934312|0.3478|7.2913|0.0221162|10245.0|0.01|8.0|8.0
12_a4|-3.2834578760000004|0|0|0|0.0|1|7.535296702|1|1|0.295190368|2.070952433|-0.0021497879999999|5.4161004020000005|-0.271149771|-0.0334644329999999|-0.113938738|10.31168324|0.028152112|1|-0.051501982|-0.085553511|0.5687812560000001|0.8157155359999999|0.8749408470000001|0.531333552|1|-0.070256284|0.636722126|0.01168879|-44.33087544|0.194761903|115.5823166|-0.025916226|4.116653575|0.717772573|-1.269895089|53.59101661|0.470780296|2927.48584|1962.933988|-9.127388465|6.223583758999999|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|21.42753878|1049.9494|608.4548423|1.0|0.0|3.41|0.23|-7.84|3.69|2.17|-4.18|5.0|-6.84|0.0|1.0|3.3|-4.33|6.57e-05|0.0266|2.72|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|-1617.826064|1101.33|325.57|0.1194|255.16|503.28|0.63967|0.68825|-1617.57796|0.0464|7.8701|0.03555871|10.1971|9.29|5032.0|5032.0
4_a27|0.0|0|0|0|0.0|2|6.823286122000001|0|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|-0.273119343|-0.278154179|10.93736915|-0.01660383|1|-0.2030237389999999|-0.341622797|0.639413469|0.7853766809999999|0.842039655|0.614205449|1|-0.057748369|0.3485918529999999|0.0201467639999999|-40.79296366|0.1473956619999999|76.31512503|-0.0281385239999999|5.40078803|0.682485674|-1.181818|51.33640873|0.444169714|2273.715366|1213.060761|-7.543156957000001|6.01592535|10.82331334|0.799110312|4988.6278600000005|164.3952417|-316.8125922|21.34684457|896.5674718|424.8821143|1.0|0.0|3.11|0.16|-6.22|2.94|2.66|-3.57|4.0|-6.51|0.0|1.0|2.8|-3.99|0.000266|0.0882|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|-1083.119531|946.77|300.29|0.2002|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|2.7371|0.01877181|3.9202|4.0|8.3979|8.3979
8g_a12|0.0|1|1|1|0.0|0|6.580639137|1|1|1.28383574|0.0|-0.0084227909999999|4.59511985|-0.029907264|-0.038463841|-0.40429396|10.95472263|-0.040257632|1|0.068559367|0.122649613|0.804158158|0.7475224290000001|0.80546986|0.7714487940000001|1|-0.076856227|0.274352085|0.008910823|-57.6443411|0.142374631|78.53214058|-0.042752517|2.7111119089999995|0.90166696|-1.881110729|61.99654413|0.463772637|2506.427441|1356.883205|-13.00742505|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|26.15353224|1150.7554189999998|480.0590283|1.0|2.0|4.07|0.1|-8.0|3.31|2.89|-4.38|5.0|-6.28|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|3.06|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|-1154.281986|989.66|332.31|0.3786|294.8|418.41|462.0|0.55027|-1154.121362|0.1601|2.9986|0.03954539|4.2131|3715.0|5.43|5.43
14a_a10|0.0|0|0|0|0.0|1|7.535296702|2|2|1.3438495730000002|2.156210368|-0.002047597|5.4161004020000005|0.0437538159999999|0.027446544|-0.147427016|10.92970798|-0.00421565|1|-0.220250238|-0.344811314|0.76857495|0.7348225290000001|0.770129205|0.740051323|1|-0.044416218|0.43555903|0.0135610389999999|-51.23835032|0.088450549|64.18371923|-0.018970051|7.140714112|0.542015878|-1.270993412|67.14248252|0.469029865|3075.550631|1774.8853399999998|-9.988888957|10.0292632|18.88856367|0.8833450959999999|6754.660977|332.3339934|-669.2555601|25.39690722|1701.592784|1003.968547|1.0|0.0|3.98|0.39|-8.18|4.16|1.94|-4.21|6.0|-6.82|0.0|0.0|3.43|-4.8|6.159999999999999e-05|0.0288|3.29|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|-1489.803158|1380.89|326.1|0.2835|222.16|645.26|0.34245|0.7047100000000001|-1489.42155|0.0005|3.1205|-0.14757681|4.8004|74.0|7.1308|7.1308
34_a20|0.0|0|0|0|0.0|1|6.842683282|0|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|0.199191385|-0.328567476|10.93244905|-0.054458882|1|0.0346782989999999|0.057022334|0.7071284179999999|0.74801464|0.80310139|0.690530489|1|-0.0851907119999999|0.408491116|0.0130295999999999|-57.49912174|0.203342854|136.81360859999998|-0.032248904|5.898367836|0.776414086|-1.709191893|67.53437417|0.462785432|2825.042137|2319.742032|-14.59875162|7.940146766|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|-773.7338361000001|27.94614651|1481.145765|712.1606951|1.0|1.0|3.43|0.08|-9.18|4.5|2.47|-5.14|4.0|-6.28|0.0|1.0|3.63|-5.02|7.27e-06|0.00305|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.2836220000002|1205.64|320.38|0.4388|229.04|544.93|0.38519|0.68845|-1352.041015|0.0766|3.8519|0.03558836|5.4994|61.0|7.2147|7.2147
31_a47|0.0|0|1|1|0.0|1|6.842683282|0|0|1.304326813|1.441825189|-0.00869363|4.727387819|-0.171198936|-0.086842911|-0.417294247|10.9497221|0.001073537|1|-0.035190699|-0.076351692|0.677766155|0.856640117|0.917597019|0.6463892179999999|1|-0.10715233|0.486720182|0.021401336|-65.56344002|0.303979962|188.5600536|-0.037580665|8.234748813|0.70664003|-1.691129939|80.58054906|0.4741051329999999|2689.159869|1322.82831|-14.46018796|8.214180216|15.6194341|0.901520747|6019.5391740000005|181.972428|-650.7084581|32.98913783|1484.511202|513.2159236|1.0|2.0|3.18|0.1|-7.62|3.23|2.0|-4.59|5.0|-6.78|0.0|1.0|2.94|-4.39|2.56e-05|0.0105|2.86|0.0|2.42e-08|9.95e-06|-0.0532|3.9744|4.2|-1735.400941|1079.4|340.91|0.3264|311.96|508.69|0.68276|0.69894|-1735.225703|83.0|6.4248|0.03449081|8.6244|16.0|7.8|7.8
12bc_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.284647662|0.0|-0.007661816|5.351858133|-0.042515909|0.068351685|-0.413738077|10.95883416|-0.027636036|1|-0.101451485|-0.1716508239999999|0.884841888|0.836170906|0.892249657|0.771220556|0|-0.077192869|0.326764696|0.01824287|-71.97763346|0.165694502|111.3483497|-0.038558877|8.238431664|0.77146807|-1.927943855|83.97121855|0.467645467|2927.476132|2623.395239|-17.41308622|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|33.5878425|1679.392125|661.6709012|0.0|2.0|4.73|0.14|-7.76|3.99|2.99|-5.08|4.0|-6.26|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|3.93|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|-2152.100551|1188.37|320.4|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|0.3478|6.5854|0.03419831|9.2445|8.0|8.0969|8.0969
16e_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|-0.0154404319999999|5.733341277|-0.06951854|-0.04474426|-0.772021601|10.31100268|-0.01320745|3|-0.123297852|-0.219947482|0.804503712|0.86370575|0.91471624|0.7619492790000001|1|-0.087117996|0.504569498|0.024145309|-75.36830928|0.209694841|134.6906051|-0.037448344|9.961663868|0.702226562|-1.760072163|90.34923861|0.458956284|2710.157931|3376.1299740000004|-15.45011555|6.573687662|12.15001203|0.848279482|6142.277629|191.2650034|-726.1554308999999|34.2534974|1609.914378|573.3529948|1.0|2.0|3.64|0.26|-7.38|6.03|1.12|-6.59|5.0|-6.15|1.0|1.0|3.77|-4.75|2.58e-07|0.000107|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.965644|1130.95|342.37|0.2858|342.37|552.79|0.7022|0.7022|-1955.766505|0.2858|3.2372|0.02792775|3.9389|7.0|8.1367|8.1367
7b_a10|0.0|0|0|0|0.0|0|7.535296702|2|2|1.186434511|0.0|-0.001621737|5.4161004020000005|0.037541178|-0.060829392|-0.07459988|10.93274506|0.039221939|0|-0.051052176|-0.082499103|0.624866343|0.764865564|0.8200487120000001|0.586354126|1|-0.0590666679999999|0.5113525529999999|0.009734392|-37.45675757|0.07558334|39.29815915|-0.027444463|2.6314862480000003|0.781045839|-1.152667458|43.9185573|0.446575367|2290.380138|2150.375871|-7.419027879|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|767.3149142000001|459.0250226|0.0|0.0|3.9|0.25|-6.99|4.34|3.04|-5.28|3.0|-5.09|0.0|1.0|3.02|-5.28|5.29e-06|0.00183|4.68|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|6.0231|3.44|-1450.06366|951.55|340.37|0.1488|205.85|400.65|0.4195399999999999|0.66228|-1450.075119|0.0899|4.2068|0.02946054|5.6147|19.8|4.7033|4.7033
13a_a5|0.0|1|0|0|0.0|0|6.605297921|0|0|1.393002748|0.0|-0.006081807|4.59511985|-0.033436214|-0.007871499|-0.328417593|10.94530369|-0.025324157|1|-0.035005746|-0.0569177229999999|0.746303189|0.8045357209999999|0.857293078|0.720100768|0|-0.08903048|0.470564031|0.016739606|-54.03141848|0.233249839|150.1663914|-0.0279752339999999|6.938219155|0.598791539|-1.426736914|72.13276165|0.460877309|2657.14588|1314.232685|-11.59515363|8.571729592999999|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|1533.979782|620.5697596|1.0|2.0|3.07|0.13|-8.9|4.39|0.95|-3.77|5.0|-7.18|0.0|1.0|2.71|-3.74|0.000169|0.0675|2.19|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|-1313.126035|1160.81|294.45|0.5953|267.87|567.51|0.41806|0.50037|-1312.907813|0.1992|3.3414|0.04138695|4.1671|91.0|7041.0|7041.0
19c_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.297043851|0.0|-0.008177185|5.351858133|-0.04575843|0.02192428|-0.449745181|10.95429182|-0.0431896509999999|1|-0.09493054|-0.20848518|0.7163622890000001|0.846765471|0.908721232|0.6885713729999999|0|-0.0918007669999999|0.396635872|0.024315945|-68.18641054|0.240808376|151.612258|-0.038224114|9.638658988|0.7187071909999999|-1.949429829|82.74311399|0.477803802|2967.98627|2660.812979|-15.15175311|6.97753104|13.36189552|0.914989047|6618.350708|177.10114030000005|-772.7394084|33.48483537|1707.726604|640.025745|1.0|3.0|4.84|0.13|-6.92|3.17|1.76|-4.35|5.0|-7.13|0.0|0.0|2.57|-4.12|4.46e-05|19.0|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|5.8832|3.23|-1424.3899310000002|1138.6|323.53|0.2961|210.74|517.28|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|2495.0|0.03740877|3.2846|9.0|8.0348|8.0348
16a_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.6094207620000001|0.0|-0.014399612|5.733341277|-0.0848387459999999|-0.053745649|-0.6911813920000001|10.31100271|-0.058518519|3|-0.107321286|-0.199563743|0.859696525|0.8567078770000001|0.909908319|0.81143469|1|-0.090389538|0.283324612|0.020664867|-74.35152328|0.2434571689999999|151.5123947|-0.037168908|8.003570876|0.6968200370000001|-1.6726008419999998|88.96104768|0.450892763|2615.514164|2992.60858|-14.39564033|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|1493.816582|532.685565|1.0|3.0|3.53|0.22|-7.3|5.32|0.88|-5.49|4.0|-6.85|1.0|1.0|3.06|-4.04|3.2e-06|0.00128|2.65|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|3.9|-1896.770883|1096.48|341.42|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|0.2859|1.3736|0.04088655|1.8274|11.0|7.9586|7.9586
4e_a49|0.0|0|0|0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|-0.080255074|-0.3631108529999999|10.92777282|0.018857363|1|-0.037142108|-0.060391347|0.7541604690000001|0.803344301|0.856023531|0.731643066|1|-0.09422276|0.433385455|0.017142176|-53.89448633|0.242937669|149.0098632|-0.029288891|6.449206277999999|0.650328475|-1.493733437|68.38360061|0.471635821|2675.626006|1647.641653|-11.01902676|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|27.6242383|1408.836153|620.5697596|1.0|2.0|3.35|0.22|-7.36|3.4|1.25|-3.28|5.0|-7.52|0.0|1.0|2.42|-3.52|0.000528|211.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|-1313.158118|1128.64|327.34|0.2273|216.37|504.63|0.4078199999999999|0.68043|-1312.924353|0.0789|3.9718|0.04133034|4.8707|34.0|7.4685|7.4685
IN1166_a11|0.0|1|0|0|0.0|0|6.842683282|0|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|0.018376555|-0.378539035|10.95053349|-0.037793156|1|-0.126749697|-0.223618825|0.841211811|0.765593573|0.827254552|0.790249345|1|-0.073965061|0.551933595|0.0200246639999999|-61.90325275|0.136726441|94.40543077|-0.031642539|9.546719887|0.694302821|-1.6137695069999998|76.76995134|0.463497159|2865.055175|2953.475057|-15.08551944|6.777827685|12.63334911|0.8639230290000001|6310.825439|211.0745642|-769.3614916|31.46783535|1604.859603|676.2770877|1.0|2.0|3.51|0.08|-10.18|5.01|0.92|-5.11|5.0|-6.52|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|3.27|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|-1347.256659|1198.36|377.7|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|3365.0|0.04189898|4.3481|12.0|7.9318|7.9318
