molecula|SddssS|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
3b_a49|0.0|0|0|0.0|7.535296702|1|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|2|1.844602991|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|0.000511959|0.000850823|-0.405529602|2|0.7745859279999999|0.794997634|0.845992028|0.749565191|1|-0.0883601469999999|-0.0846496|0.482434361|-54.04959517|-51.77986692|8.304484449|0.250895642|-31.67356498|5.07982433|0.656865946|-33.06194987|64.91785551|-16.92803342|2660.339607|458.224537|-10.35481932|0.3431340539999999|13.85181805|0.914182753|-538.4506046|25.77091035|0.021477952|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|0.22|3.16|3.2|1.25|0.0|0.0|1.0|6.0|30.0|398.46|0.0|1.0|-3.59|0.1169999999999999|0.000256|102.0|1.84|0.0|2.64e-08|1.05e-05|-0.06115|3.4|-1293.3286859999998|-1293.291817|1132.92|322.72|-1293.048179|3.0055|0.0368692|25.0|7.6021|7.6021
12ax_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.280791885|-0.0943348109999999|-0.007681676|5.351858133|2|0.0|-0.414810497|-0.001012333|-0.057017299|10.958822|-0.034663063|1|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|0.836170906|0.892249657|0.771220556|0|-0.073739612|-0.107815607|0.375647684|-49.32384393|-72.11700812|12.79462904|0.153162279|-48.23849712|8.558226304|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|2926.929456|566.4430628|-17.36585896|0.235146956|14.78635841|0.955040697|-868.2929481000001|33.94393618|0.018645135|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.14|3.99|3.19|2.99|0.0|0.0|1.0|5.0|31.0|450.32|0.0|1.0|-5.18|0.00372|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|-0.05596|4.42|-2152.130959|-2152.100515|1182.31|318.82|-2151.910753|4.5001|0.03044421|12.0|7.9208|7.9208
15_a15|0.0|0|0|0.0|0.0|1|1|1.435688991|-0.132759299|-0.006378587|0.0|3|0.0|-0.395472407|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|-0.173728081|-0.272482143|-0.3597407929999999|2|0.843715005|0.724319314|0.7725348679999999|0.796300317|0|-0.061884697|-0.091075463|0.7028760070000001|-41.11675625|-60.51136736|13.71976186|0.102793952|-40.20430373|9.115534766|0.702544178|-27.31834743|73.99578515|-20.86598874|3027.719888|596.1118717|-13.86355301|0.297455822|11.8273735|0.772181523|-804.0860746000001|29.700607300000005|0.0202953539999999|830.7967967000001|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|0.07|4.33|6.69|2.52|0.0|0.0|1.0|6.0|34.0|448.52|1.0|0.0|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03786|5.04|-1450.7538470000002|-1450.725355|1265.55|480.19|-1450.398033|1.6365|0.02849263|109.0|6.9626|6.9626
12b_a5|0.0|0|0|0.0|6.605297921|2|2|1.189701783|-0.297319874|-0.001991527|4.59511985|3|0.0|-0.1214831359999999|0.0068803119999999|-0.119503073|10.94620104|-0.016614746|0|-0.070406884|-0.110182753|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.819417554|0.8121510009999999|0|-0.066227158|-0.068586754|0.350286421|-41.76622313|-43.25430513|10.44150403|0.172386307|-27.27837078|6.584944956|0.530379611|-26.33991037|59.53145615|-12.90040679|2602.046823|521.9354031|-8.135654442|0.4696203889999999|16.16438947|0.924627734|-463.7323032|24.32296891|0.025810077|727.8586176|16.27715102|0.0|1.0|1.0|1.0|1.0|4.05|0.33|3.29|0.72|1.54|0.0|0.0|1.0|5.0|30.0|397.47|0.0|0.0|-3.45|2.0|0.000359|143.0|1.63|0.0|2.14e-08|8.5e-06|-0.10395|2.24|-1276.928859|-1276.8943800000002|1149.51|857.76|-1276.940335|5.7174|0.03447919|42.0|7.3768|7.3768
12w_a36|0.0|0|0|-4.750262163|7.412764017000001|2|2|1.24014105|0.081390556|-0.015825416|5.351858133|2|0.0|-0.917874106|-0.011700732|-0.041402825|10.96020797|-0.010726574|1|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.647732719|0.828393514|0.8792981679999999|0.624142499|0|-0.086826396|-0.111267166|0.532980165|-62.34080876|-79.88912835|15.15285952|0.171636756|-57.35989379|10.87965823|0.70536279|-44.76031023|99.51883498|-29.58856606|3230.870697|594.7596206000001|-21.24440511|0.29463721|15.701847400000002|0.8769828040000001|-1147.197876|41.94801097|0.0273396629999999|672.4630346|19.62970663|1.0|0.0|1.0|0.0|2.0|4.82|0.17|3.31|4.04|2.04|0.0|0.0|1.0|7.0|34.0|465.43|0.0|0.0|-5.07|0.00291|8.6e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|-0.05326|4.86|-1645.202839|-1645.169951|1198.72|318.88|-1644.953222|5043.0|0.0328886|23.0|7.6383|7.6383
12b_a40|0.0|0|0|0.0|7.515889085|0|0|0.604989475|0.084915315|-0.004650218|5.4161004020000005|0|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.023952313|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|0.7818091140000001|0.522580798|1|-0.065048707|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|0.044352844|-24.3068084|3.518538455|0.856829717|-21.10373336|48.54667776|-19.27231874|2462.878448|544.3244990000001|-10.97726831|0.143170283|16.09989085|0.979579799|-340.29531769999994|22.49258909|0.010309671|370.3261123|5.872257692000001|0.0|0.0|1.0|0.0|0.0|3.26|0.0|6.58|6.74|5.07|0.0|0.0|1.0|2.0|24.0|415.12|1.0|1.0|-7.11|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|4.08e-09|1.7e-06|-0.08279|6.27|-3016.999329|-3016.9868100000003|960.94|363.91|-3016.927883|4.5528|0.01251873|0.04|7.3979|7.3979
9b_a36|0.0|0|0|0.0|7.412764017000001|2|2|0.62670079|-0.053019801|-0.0058276019999999|5.351858133|2|0.0|-0.308862918|0.005050384|-0.077361324|10.33767255|-0.06502499|1|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.7885597609999999|0.842671963|0.7961424690000001|0|-0.074181597|-0.098301686|0.2602997|-46.58565720000001|-61.73294817|10.68084402|0.154620539|-38.76797062|6.707514535|0.78242217|-29.25555061|71.70079424|-22.67740953|2715.020034|530.8939077|-14.24129533|0.21757783|13.80758516|0.828997331|-697.8234711|28.98359786|0.015872498|620.9195447000001|9.967846072|1.0|0.0|1.0|0.0|1.0|4.73|0.14|3.6|2.76|2.82|0.0|0.0|1.0|5.0|29.0|398.48|0.0|0.0|-4.43|0.00992|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.82|-1575.7800140000002|-1575.751975|1127.85|321.74|-1575.557248|6.2846|0.02803905|21.0|7.6778|7.6778
7c_a10|0.0|0|0|0.0|7.535296702|1|1|1.343178184|-0.152261681|-0.00375251|5.4161004020000005|2|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|-0.066271289|1|-0.12177839|-0.191576261|-0.215874011|2|0.725146704|0.7928588059999999|0.84177174|0.6952665379999999|1|-0.05074318|-0.0876410609999999|0.487148112|-29.66615908|-51.2378943|16.04055193|0.093723511|-29.95538587|9.377842892|0.52630639|-17.34382833|67.01436709|-13.06063972|2616.8970870000003|529.8395322|-7.635686595|0.47369361|12.58937144|0.8781281320000001|-389.4200163|24.81565867|0.0269852389999999|611.4957509|15.7764728|1.0|1.0|1.0|1.0|0.0|3.48|0.26|4.59|4.43|1.99|0.0|0.0|1.0|4.0|29.0|386.45|0.0|1.0|-4.69|0.0139|2.05e-05|0.00793|3.46|0.0|1.66e-08|6.4e-06|-0.04004|2.76|-1259.011598|-1258.985004|1102.43|323.24|-1258.744382|3.9465|0.02659395|3.81|5.4191|5.4191
9d_a40|0.0|0|0|0.0|7.515889085|0|0|0.604992329|0.007834411|-0.003961493|5.4161004020000005|0|0.89023715|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.601831605|0.7572844040000001|0.8221990920000001|0.55759121|1|-0.060319196|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|0.058372388|-19.03015798|2.854868966|0.8664205709999999|-16.01918037|41.42218692|-16.29154841|2109.570685|485.2567189|-8.395657932|0.133579429|15.06105494|0.87714454|-285.4523697|18.80327978|0.0087217999999999|346.9019309|4.49467719|1.0|0.0|0.0|0.0|0.0|3.25|0.06|5.2|5.09|4.07|0.0|0.0|1.0|2.0|22.0|325.82|0.0|1.0|-5.65|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|1.01e-07|3.3e-05|-0.06906|4.7|-1677.551678|-1677.540538|892.69|370.51|-1677.429981|6.2032|0.01113991|107.0|6.9706|6.9706
12e_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984231|-0.0026669809999999|-0.0077937519999999|5.351858133|2|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|-0.089279071|-0.154412059|-0.417089226|1|0.838579475|0.8246767140000001|0.876441789|0.7933543279999999|0|-0.07914783|-0.098059338|0.407218612|-52.50202674|-65.04681137|16.08914569|0.183296295|-43.14823836|10.6725953|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|2920.484542|541.7533217|-15.46823639|0.292879147|15.14403079|0.8767337279999999|-819.8165288|32.97692061|0.022696477|704.0353382000001|15.05551106|1.0|0.0|1.0|1.0|1.0|4.72|0.17|3.89|2.63|2.51|0.0|0.0|1.0|6.0|31.0|428.51|0.0|0.0|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05044|3.58|-1690.3021629999998|-1690.2687170000002|1201.05|356.82|-1690.030824|5551.0|0.03344515|11.0|7.9431|7.9431
21_a47|0.0|1|1|0.0|6.86171134|0|0|1.408713027|0.072733799|-0.010650348|4.727387819|2|1.028199909|-0.511216716|-0.006808306|-0.004063946|10.95058272|0.057225853|1|-0.1049885469999999|-0.277479519|-0.5406500129999999|2|0.612295986|0.826796636|0.8856299320000001|0.591185263|1|-0.082614966|-0.095249919|0.3188717339999999|-46.63227351|-53.76411184|12.83540744|0.29417845|-30.34731959|7.244985517000001|0.6448452960000001|-26.32173133|70.10126935|-19.11612865|2691.697803|398.4031618|-10.79015808|0.355154704|13.17102891|0.862591353|-485.55711339999993|29.64451905|0.028943339|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|3.29|0.1|2.94|4.93|2.97|0.0|0.0|1.0|6.0|29.0|394.38|0.0|1.0|-4.32|0.0142|4.84e-05|0.0191|3.0|0.0|1.98e-08|7.8e-06|-0.06339|4.43|-1375.061089|-1375.028093|1014.33|316.53|-1374.858663|3.6767|0.03299607|5.0|8.3|8.3
14k_a23|0.0|1|1|0.0|7.423568444|0|0|1.1979621459999998|0.070940371|-0.005866159|5.351858133|2|0.74561778|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.864845456|0.659570836|1|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|-53.17069631|12.53019305|0.077602272|-35.38329134|8.338417622|0.783562394|-24.9092952|64.04991522|-22.62582822|2955.4566170000003|613.8243395|-15.05671972|0.216437606|15.99703938|0.948005074|-707.6658267999999|28.87559227|0.016348271|633.3278634|10.87921891|0.0|0.0|0.0|1.0|1.0|3.39|0.05|4.0|4.67|3.51|1.0|0.0|1.0|5.0|31.0|445.93|0.0|0.0|-5.55|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.07933|4.1|-2089.524497|-2089.501786|1179.17|340.42|-2089.293765|5.8718|0.02271117|4.0|8.4123|8.4123
16a_a32|0.0|1|1|0.0|7.765993078999999|0|0|0.6094207620000001|0.205693867|-0.014399612|5.733341277|0|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|0.8567078770000001|0.909908319|0.81143469|1|-0.090389538|-0.119471489|0.283324612|-56.2527503|-74.35152328|12.86051026|0.2434571689999999|-46.27170107|8.003570876|0.6968200370000001|-35.00816569|88.96104768|-23.13158502|2615.514164|470.82456669999993|-14.39564033|0.303179963|13.08168264|0.8211379000000001|-647.803815|33.19592405|0.023475264|532.685565|14.6095244|1.0|0.0|1.0|1.0|3.0|3.53|0.22|5.32|3.79|0.88|0.0|1.0|1.0|7.0|27.0|398.51|1.0|1.0|-4.04|0.00128|9.14e-05|0.0364|2.65|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.9|-1896.81177|-1896.770883|1096.48|341.42|-1896.589348|1.3736|0.04088655|11.0|7.9586|7.9586
13g_a6|0.0|0|0|0.0|6.842683282|0|0|1.424099171|-0.0961994219999999|-0.006574579|4.727387819|2|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|1|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|0.774238891|0.832753533|0.789769968|1|-0.074216821|-0.091949419|0.2141642839999999|-51.67543048|-64.02222283|12.28038897|0.128027951|-44.57717132|8.550546653|0.7357333540000001|-35.98038956|76.50577593|-22.52633766|2929.039254|607.1336751|-15.68456028|0.264266646|14.34268783|0.7999971709999999|-846.9662551000001|30.61752948|0.017929016|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|0.12|5.41|4.79|1.13|0.0|0.0|0.0|6.0|33.0|431.49|0.0|1.0|-5.06|0.0012|8.8e-06|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07536|3.83|-1386.611265|-1386.573241|1253.71|381.82|-1386.3020800000002|10.1708|0.03802398|119.0|6.9245|6.9245
12at_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297042863|-0.04229234|-0.010886502|5.351858133|2|0.0|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|0.890810337|0.7767870459999999|0|-0.084721769|-0.110637955|0.301423347|-58.66704838|-76.61315774|20.43891035|0.248143308|-53.05210062|14.1532755|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|3041.832389|520.6361161|-17.99981985|0.325557803|17.44496351|0.974034457|-1007.989912|38.54110857|0.027424543|735.3783268|18.99059683|1.0|0.0|1.0|0.0|2.0|4.9|0.17|2.7|1.67|1.89|0.0|0.0|1.0|7.0|33.0|439.47|0.0|0.0|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05703|4.5|-1460.833958|-1460.797444|1238.61|322.81|-1460.549244|6.4676|0.03651452|78.0|7.1079|7.1079
10_a47|0.0|0|0|0.0|0.0|0|0|1.381868067|-0.003570214|-0.008013899|0.0|2|1.329777427|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|0.8077565520000001|0.6913602740000001|1|-0.076311525|-0.0936757959999999|0.417511484|-40.80144983|-50.08559665|5.088920549|0.158929034|-26.77924406|2.720890925|0.801882632|-21.81529334|57.59863288|-18.9212254|2355.515804|449.6950454|-10.11660331|0.198117368|10.66897998|0.699661037|-455.247149|23.5960035|0.014051737|498.0016816|7.51303623|1.0|1.0|1.0|1.0|2.0|3.02|0.09|5.12|5.92|3.21|0.0|0.0|1.0|3.0|27.0|359.4|1.0|1.0|-5.5|0.000638|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|4.37|-1188.405988|-1188.3744|997.16|332.97|-1188.1907199999998|1.9281|0.03158831|13.0|7.9|7.9
14_a1|0.0|0|0|0.0|7.423568444|1|1|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|0.805877431|0.795744863|0|-0.12658238|-0.122581374|0.206941175|-74.96297518|-72.59355177|19.5711254|0.406829129|-42.99041175|11.59015807|0.753357398|-44.39360096|87.02320758|-27.42423067|2678.985809|351.2799603|-16.24082222|0.246642602|14.21658628|0.905399978|-730.8369997000001|36.40268318|0.0243658979999999|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.0|3.25|0.05|4.04|3.63|1.54|0.0|0.0|1.0|4.0|29.0|384.39|0.0|1.0|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05962|4.57|-1292.588129|-1292.55322|1049.56|375.01|-1292.359534|4.1207|0.03490867|94.0|7.0269|7.0269
8c_a12|0.0|0|0|0.0|0.0|1|1|1.283851303|0.1948786139999999|-0.0104125509999999|0.0|3|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|0.782864175|0.8425863029999999|0.845077891|0|-0.067004282|-0.101988384|0.239216075|-34.19075142|-52.04233846|10.00357546|0.159602554|-26.55601426|5.104595615|0.764449832|-17.44675795|61.66383178|-19.51587692|2190.852814|428.8355831|-9.958505349|0.235550168|10.74930819|0.8957467170000001|-398.3402139|25.52931025|0.018855428|390.0159026|9.621493319|0.0|1.0|0.0|1.0|1.0|3.91|0.11|2.81|1.59|2.02|0.0|0.0|1.0|3.0|24.0|314.34|0.0|1.0|-3.72|107.0|0.0001899999999999|0.0598|2.5|0.0|7.24e-08|2.28e-05|-0.06706|2.76|-1022.77302|-1022.750382|909.19|323.37|-1022.613451|1.7305|0.02263772|0.04|7.3979|7.3979
7b_a10|0.0|0|0|0.0|7.535296702|2|2|1.186434511|-0.170920618|-0.001621737|5.4161004020000005|2|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|0.8200487120000001|0.586354126|1|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|-37.45675757|5.061217187|0.07558334|-19.47494818|2.6314862480000003|0.781045839|-15.96741933|43.9185573|-14.26924098|2290.380138|480.6333417|-7.419027879|0.218954161|8.771658176|0.8069307729999999|-311.5991709|18.26940272|0.012428175|459.0250226|6.46179973|1.0|0.0|1.0|0.0|0.0|3.9|0.25|4.34|3.03|3.04|1.0|0.0|1.0|2.0|25.0|346.81|0.0|1.0|-5.28|0.00183|5.25e-06|0.00182|4.68|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|3.44|-1450.09312|-1450.06366|951.55|340.37|-1450.075119|4.2068|0.02946054|19.8|4.7033|4.7033
12b_a50|0.0|1|1|0.0|7.927685046000001|1|1|1.397986833|-0.19841119|-0.002929899|5.82008293|1|2.112397566|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|0.804535572|0.8718949979999999|0.660148928|1|-0.045602469|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|0.074083915|-16.72031641|5.43117764|0.5731907470000001|-11.52561607|47.12729492|-11.93905701|2224.116359|465.4891075000001|-6.002164865|0.4268092529999999|10.05480253|0.756824707|-234.0844297|20.82911679|0.027586169|388.171611|13.86849326|1.0|1.0|1.0|1.0|0.0|3.31|0.11|2.59|3.42|2.02|0.0|0.0|2.0|2.0|24.0|313.36|0.0|1.0|-3.84|215.0|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.02974|2.47|-1006.664619|-1006.641541|909.8|315.44|-1006.501585|4.0567|0.02307802|4.74|5.3242|5.3242
14b_a23|0.0|1|1|0.0|7.423568444|0|0|1.197963628|0.065240838|-0.006248709|5.351858133|2|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|-0.073945564|-0.17267308|-0.4557487779999999|2|0.616699629|0.793551289|0.857184548|0.5935522360000001|1|-0.063267638|-0.082441268|0.228282196|-41.01458464|-53.44429544|13.26014776|0.153740341|-34.64639496|8.596171261|0.774359705|-26.58857202|64.97993029|-22.74225338|2943.803333|548.6057241000001|-14.74314679|0.225640295|14.26820636|0.821406493|-692.9278992000001|29.36910744|0.01779446|599.5697147999999|11.53563485|0.0|0.0|1.0|1.0|1.0|3.42|0.05|3.78|4.58|3.4|1.0|0.0|1.0|5.0|31.0|429.47|0.0|0.0|-5.11|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07803|3.72|-1729.161608|-1729.139722|1142.37|334.55|-1728.9300010000002|6.8752|0.02188578|4.0|8.3536|8.3536
36_a18|0.0|0|0|0.0|7.03438793|2|2|1.25117638|0.050448408|-0.006407141|4.844187086|1|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|-0.079721028|-0.12139648|-0.493920601|0|0.7343989059999999|0.741135729|0.780206307|0.721836103|0|-0.07777765|-0.079805761|0.3847791889999999|-55.38202488|-56.82615305|6.722004572|0.195706133|-40.46339026|4.786442152|0.812056067|-39.43509046|65.59412783|-22.73046122|2979.013751|572.70209|-16.1853561|0.187943933|18.21710397|0.905426346|-1052.048147|27.99124609|0.0123136069999999|975.4099618|8.767974776|1.0|1.0|1.0|1.0|3.0|4.19|0.28|3.73|2.96|3.13|1.0|0.0|1.0|7.0|35.0|466.57|0.0|1.0|-5.28|0.000975|5.19e-06|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|7.75|-1493.686737|-1493.661092|1350.57|388.57|-1493.266344|1.9944|0.02564498|32.0|7.4949|7.4949
4g_a46|0.0|0|0|0.171759574|7.825245291|1|1|1.134637064|-0.153373738|-0.001702489|5.587248657999999|2|0.0|-0.088529411|0.011488768|-0.055084605|10.96333695|-0.138341481|1|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|0.7796270059999999|0.635494818|0|-0.056893316|-0.070153728|0.318162858|-32.64186634|-40.24987057|4.598866947|0.053170267|-23.0928866|2.638545451|0.826861093|-18.72788427|44.72726697|-13.96424081|2242.010126|543.2323468999999|-8.0118178|0.1731389069999999|10.60062169|0.8131148579999999|-392.5790722|16.88825479|0.007803902|568.1534007|4.477396402|1.0|0.0|1.0|1.0|0.0|3.9|0.38|5.19|5.37|3.06|1.0|0.0|1.0|3.0|26.0|366.89|0.0|1.0|-5.38|0.00155|4.16e-06|0.00153|4.73|0.0|1.57e-08|5.75e-06|-0.03985|4.65|-1493.154666|-1493.132001|1064.92|280.74|-1492.923098|3.5526|0.02266493|2745.0|5.5615|5.5615
12bd_a36|0.0|0|0|0.0|7.412764017000001|2|2|1.297043358|-0.051990612|-0.006695407|5.351858133|2|0.0|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|0.833398429|0.857993338|0|-0.071083327|-0.099460046|0.279020022|-46.92083391|-65.65179884|11.7156452|0.167521907|-43.33557909|7.733288012999999|0.78244124|-30.9716039|75.7932235|-23.44707102|2772.776922|549.5039111000001|-15.47699253|0.21755876|15.34283166|0.905749421|-866.7115819|29.96655829|0.015363883|729.1873176|10.14142465|1.0|0.0|1.0|0.0|2.0|4.95|0.21|3.76|2.5|2.45|0.0|0.0|1.0|5.0|31.0|409.49|0.0|1.0|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.05236|3.79|-1311.591775|-1311.560669|1200.23|349.84|-1311.291779|5.7533|0.03110617|17.0|7.7696|7.7696
7a_a8|0.0|0|0|0.0|7.535296702|1|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|1|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|-0.019054799|1|-0.019499132|-0.032195997|-0.412963751|1|0.7168594159999999|0.764224152|0.831914523|0.681200974|0|-0.102174163|-0.101880506|0.238462711|-60.00793116|-59.83546383|20.79408196|0.281589625|-35.14198015|12.2125771|0.733884399|-35.24327197|75.4573633|-25.04740346|2715.360649|421.9297638000001|-14.71059634|0.266115601|14.73814865|0.914283468|-632.5556427|34.12990316|0.0265990589999999|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|0.05|3.96|3.49|2.01|0.0|0.0|1.0|3.0|29.0|382.37|0.0|1.0|-4.64|0.00522|2.29e-05|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|5.2|-1291.313963|-1291.287017|1031.61|403.8|-1291.10235|9.9646|0.0269461|24.73|4.6068|4.6068
A7701_a51|0.0|0|0|0.0|6.605297921|0|0|1.390164251|-0.221071791|-0.002377784|4.59511985|2|2.087643036|-0.0927335619999999|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|0.7451039290000001|0.8092075540000001|0.688876851|1|-0.071384149|-0.078131694|0.514530959|-32.97926236|-36.09660744|3.420720075|0.134885227|-16.67652408|1.580362387|0.799046392|-15.23632002|41.87351682|-14.03756956|1959.582581|399.6804233|-6.485314917999999|0.200953608|8.863149921|0.7251817340000001|-233.4713371|17.56790307|0.012504214|332.8814548|5.776909381|1.0|1.0|1.0|1.0|1.0|2.66|0.06|4.46|4.0|1.98|0.0|0.0|1.0|2.0|22.0|286.33|0.0|1.0|-4.17|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|2.62e-08|7.5e-06||||||||||25.0|7.6021|7.6021
