molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|RPSA|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|WNSA2|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
4f_a46|0.0|0|0|0.0|0.2096617139999999|7.825245291|1.134637108|-0.2265364489999999|-0.001035775|5.587248657999999|2|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|0.011806162|-0.154986658|-0.079238184|-0.150189733|2|0.74106323|-0.1697014539999999|0.69830739|0|0.934973206|-0.055836642|0.296072934|-36.60887321|0.065026794|35.27635517|-0.022035297|56.50645576|0.759842275|-1.079729539|-16.43243843|0.424708366|2103.214727|507.213176|1563.375755|-6.484875252999999|0.240157725|5.654067072999999|0.7382488140000001|-317.7588874|0.010341277|770.8731021000001|5.6100342670000005|1.0|1.0|1.0|0.0|3.88|3.16|4.56|4.71|43.6|2.58|0.0|101.54|0.0|3.0|-4.38|-5.65|332.44|1.0|-4.58|0.00872|3.77|0.0|6.12e-08|4548.0|4548.0|-1033.550809|-1033.528421|1020.33|272.61|493.53|0.69208|0.69208|-1033.315821|0.1719|-0.19079|3.2783|-0.2202599999999999|-1033.36869|183.0|6.7375|6.7375
4_a27|0.0|0|0|0.0|0.0|6.823286122000001|1.4008954130000002|0.082486268|-0.006181204|4.727387819|2|-0.273119343|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|-0.01660383|1|0.010329671|-0.459570857|-0.2030237389999999|-0.480852615|2|0.7853766809999999|-0.024800302|0.614205449|1|0.852604338|-0.057748369|0.3485918529999999|-40.79296366|0.1473956619999999|76.31512503|-0.0281385239999999|58.27512057|0.682485674|-1.181818|-15.48073439|0.444169714|2273.715366|441.4418013|1213.060761|-7.543156957000001|0.317514326|6.01592535|0.799110312|-316.8125922|0.020363697|896.5674718|10.54344507|0.0|1.0|1.0|0.0|3.11|3.08|2.94|2.8|65.6|2.66|0.0|97.55|0.0|2.0|-3.57|-6.51|331.37|1.0|-3.99|0.0339|2.55|0.0|6.04e-07|5.5485|4.1288|-1083.138303|-1083.119531|946.77|300.29|445.65|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-0.21533|-1083.01571|4.0|8.3979|8.3979
12a_a32|0.0|1|1|3.442930603|0.0|7.765993078999999|0.609420757|0.087371302|-0.009460484|5.733341277|0|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.583507277|0|0.845443342|-0.125149165|0.7507116140000001|1|0.788702323|-0.085324121|0.288267255|-68.06885478|0.211297677|131.7691491|-0.0308471429999999|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|0.456641145|2572.916338|491.8493928|3030.946307|-11.99645651|0.332293625|7.083688576|0.840404348|-551.8369996|0.021399091|1325.275819|13.34486989|1.0|1.0|1.0|2.0|3.45|2.85|6.49|4.19|140.04|1.1|0.0|110.47|1.0|7.0|-6.01|-6.32|397.52|1.0|-4.5|0.0126|3.39|0.0|2.23e-08|3576.0|3576.0|-1880.771042|-1880.734215|1114.3|346.71|548.66|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|-1880.600043|25.0|7.6021|7.6021
2_a27|0.0|0|0|0.0|0.0|6.605297921|1.402655014|0.09890645|-0.0065894809999999|4.59511985|2|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.475677812|2|0.796022385|0.027777778|0.60904903|1|0.8468699609999999|-0.058444848|0.408120957|-41.03489597|0.153130039|77.08713259|-0.029261411|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|0.4424192289999999|2210.487938|426.3224749|1270.627585|-7.415462877|0.331537817|5.312170441|0.7934621359999999|-289.2030522|0.022639983|859.4181658|11.39718489|0.0|1.0|1.0|0.0|2.9|3.06|2.43|2.49|65.6|2.42|0.0|92.58|0.0|2.0|-3.19|-6.69|317.34|1.0|-3.7|0.0638|2.18|0.0|1.45e-06|4.1624|4.1624|-1043.821085|-1043.7984|906.48|297.87|420.7|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|-1043.715364|13.0|7.8861|7.8861
9i_a40|0.0|0|0|0.0|0.0|7.515889085|0.604992808|0.074116257|-0.0071562119999999|5.4161004020000005|0|0.187127708|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.004019925|0.333430103|0.105172175|-0.542471361|0|0.762774506|-0.28972973|0.7947633409999999|1|0.830980762|-0.092881258|0.006324687|-44.58600513|0.169019238|85.16517222|-0.036869006|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|0.477626156|2056.370683|418.7133986|335.9672843|-9.360805225|0.140977546|7.700852478|0.91433781|-336.98898810000003|0.010372658|778.5478408|5.226560183|1.0|1.0|1.0|1.0|3.25|2.9|3.84|4.02|84.45|2.99|1.0|91.11|0.0|2.0|-5.32|-5.44|306.38|1.0|-4.71|0.00603|3.85|0.0|9.31e-07|4.3611|2.8936|-1273.334714|-1273.31399|883.84|428.48|417.75|0.56118|0.70339|-1273.167389|0.3362|-0.11967|2.0895|-0.17956|-1273.217301|1.25|5.9031|5.9031
9_a27|0.0|1|0|2.627701427|0.0|6.842683282|1.391067068|0.164227115|-0.0073742819999999|4.727387819|2|-0.152086653|1.233610009|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|-0.101933162|-0.541535578|2|0.8214321609999999|-0.071974951|0.654138816|1|0.7988644709999999|-0.078270599|0.36853691|-45.58003501|0.2011355289999999|103.702486|-0.033677898|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|0.466349763|2256.4955670000004|411.8826346|1463.168883|-8.952528705|0.210719846|5.03925321|0.873886547|-376.0062056|0.014524299|923.9818797|7.488512291|1.0|1.0|1.0|1.0|3.12|2.62|3.85|3.04|76.46|2.66|0.0|97.46|0.0|3.0|-4.06|-6.33|331.37|1.0|-4.08|0.0274|2.8|0.0|8.69e-08|5.5421|4.1673|-1083.143348|-1083.118736|945.35|297.52|425.08|0.35593|0.59444|-1082.965434|134.0|-0.1716|2.7456|-0.2187|-1083.017359|2.0|8699.0|8699.0
7f_a10|0.0|0|0|0.0|-4.8022906380000006|7.535296702|1.240141822|0.103083789|-0.011104817|5.4161004020000005|2|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.058093287|-0.5846516820000001|2|0.796084921|-0.137271684|0.5209683970000001|1|0.931773786|-0.064238302|0.7359022890000001|-53.02456669|0.068226214|38.0022453|-0.03645808|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|0.402568457|2803.359424|519.0013298|2375.702381|-11.31122804|0.178213448|6.115784565|0.6738319429999999|-531.6277179|0.012813716|1161.423484|7.137285626000001|1.0|1.0|1.0|0.0|3.37|2.97|5.07|6.57|52.83|2.64|0.0|106.77|0.0|4.0|-5.54|-5.47|410.39|0.0|-5.6|0.00103|4.7|0.0|7.38e-09|5.7757|3.6256|-1442.216293|-1442.200124|1034.38|341.96|426.07|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|-1442.058773|141.0|6.8508|6.8508
1n_a5|0.0|1|0|2.91912867|0.0|6.605297921|1.427557749|-0.1387762669999999|-0.007315978|4.59511985|2|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004754079|0.004115733|-0.00966135|-0.393928416|2|0.77828693|-0.087019366|0.656280207|0|0.785210014|-0.082180848|0.428980979|-47.04056285|0.214789986|123.2912732|-0.030493391|55.29041202|0.627751746|-1.311215832|-27.07741706|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|7.881746117|0.937489579|-432.02691110000006|0.028797525|1198.959638|16.53002342|1.0|1.0|1.0|1.0|2.88|2.67|4.41|3.99|80.76|1.72|0.0|101.77|0.0|5.0|-4.27|-6.41|356.38|1.0|-4.18|0.0234|2.91|0.0|8.43e-09|4.3838|4.3838|-1179.209088|-1179.169527|1017.23|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|-1179.073189|27.0|7.5686|7.5686
14b_a3|0.0|0|0|0.0|0.0|6.823286122000001|0.605016869|0.143500839|-0.009130444|4.727387819|3|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|-0.102362298|1|-0.004161699|-0.288944272|-0.050943323|-0.575695827|3|0.7809478329999999|-0.170297225|0.8255789570000001|1|0.786476513|-0.090994113|0.379746504|-49.38772279|0.2135234869999999|104.4171556|-0.036469822|82.79166784|0.766915433|-1.312913604|-21.76034149|0.487615651|2160.565755|384.6023764|1289.104749|-8.721397057|0.233084567|4.989782639|0.951659927|-313.9702941|0.017348996|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|3.18|2.5|4.28|3.71|105.82|1.04|0.0|93.25|0.0|2.0|-4.45|-6.42|319.38|1.0|-3.99|0.0327|2.58|0.0|1.28e-07|3.0724|3.0724|-1327.514377|-1327.4859310000002|879.19|403.54|368.39|0.70123|0.70123|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|-1327.398177|0.38|6.4202|6.4202
19_a15|-3.694652026|0|0|0.0|0.0|0.0|0.300209223|0.156105985|-0.009832375|0.0|1|0.037722611|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|-0.032407407|0|-0.00534669|0.060683674|-0.0283109839999999|-0.571686169|1|0.722297906|-0.048611111|0.7358168620000001|0|0.691069123|-0.0946599869999999|0.355677322|-64.78818183|0.308930877|178.5363184|-0.042351319|15.76831619|0.922135562|-1.905809364|-31.61527447|0.405429114|2625.952212|399.3803987|1857.369806|-14.14482104|0.077864438|6.10227122|0.681885245|-636.516947|0.005747326|1194.400408|3.321475588|1.0|1.0|1.0|2.0|2.99|2.17|2.36|4.96|102.69|1.64|0.0|101.22|0.0|5.0|-5.12|-6.22|369.44|1.0|-4.39|0.0152|3.29|0.0|7.28e-08|4.1742|4.1742|-1523.404372|-1523.361214|1030.77|297.03|519.04|0.68945|0.68945|-1523.196562|0.4895|-0.17018|6.7515|-0.20742|-1523.254714|72.0|7.1427|7.1427
14_a1|0.0|1|0|3.3674017380000003|0.0|7.423568444|1.430935835|0.043282217|-0.015636898|5.351858133|1|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|1|0.7462411859999999|-0.083341531|0.795744863|0|0.593170871|-0.12658238|0.206941175|-72.59355177|0.406829129|240.9270705|-0.046308519|104.2594419|0.753357398|-2.083883365|-44.39360096|0.47517581|2678.985809|351.2799603|1876.042189|-16.24082222|0.246642602|7.46120838|0.905399978|-730.8369997000001|0.0243658979999999|1638.120743|14.42965582|1.0|1.0|1.0|2.0|3.25|2.35|4.04|3.63|103.12|1.54|0.0|106.85|0.0|4.0|-4.52|-6.73|384.39|1.0|-4.25|0.0218|2.7|0.0|2.03e-08|3.8344|3.3061|-1292.588129|-1292.55322|1049.56|375.01|464.08|0.6572600000000001|0.69894|-1292.359534|0.3497|-0.1336|4.1207|-0.19322|-1292.415211|94.0|7.0269|7.0269
5g_a40|0.0|0|0|0.0|0.0|8.149890544|0.604913142|0.0094595959999999|-0.016033575|6.167516491000001|0|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|-0.091116241|2|-0.012008571|-0.104356485|0.07917206|-0.4748772539999999|0|0.818555255|-0.1312278909999999|0.7733200179999999|1|0.67772744|-0.153687065|0.245639795|-68.05025116|0.32227256|152.9506864|-0.049288357|0.0|0.745349319|-1.577227413|-34.61732609|0.488538966|2054.810452|321.64971460000004|593.8133184|-11.10198254|0.254650681|6.193485364|0.955183157|-355.2634413|0.025660198|1004.297909|12.1783403|0.0|0.0|0.0|2.0|3.13|1.96|2.69|2.5|115.96|0.74|1.0|78.2|0.0|3.0|-4.24|-6.6|301.32|1.0|-3.37|128.0|2.17|0.0|0.0013|3.48|3.48|-1328.055803|-1328.015099|800.98|356.27|367.19|0.6563|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|-1327.982732|123.0|6.9101|6.9101
18_a4|0.0|0|0|0.0|0.0|7.535296702|1.3998285519999998|-0.181683336|-0.004533883|5.4161004020000005|1|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|10.94611841|-0.063708832|1|0.00042|0.108754635|0.006968314|-0.319213511|1|0.793041267|-0.105846349|0.615655659|0|0.7755960390000001|-0.094231531|0.269470313|-42.33787448|0.224403961|110.7087804|-0.03479101|0.0|0.769438308|-1.287267373|-22.93503169|0.405586004|2069.649003|382.6371479|1573.744396|-8.467791078|0.2305616919999999|6.133421395|0.682329162|-313.3082699|0.0175331289999999|825.3658678999999|8.649897756|0.0|0.0|0.0|1.0|3.32|2.56|3.46|3.43|50.94|2.2|0.0|86.22|0.0|3.0|-2.95|-6.58|307.32|1.0|-3.51|0.0959|2.24|0.0|2.96e-06|4.5152|4.2045|-1033.480025|-1033.454769|870.74|294.88|404.27|0.52475|0.57777|-1033.349218|0.1|-0.17345|2.7878|-0.20883|-1033.398285|2.62|5.5817|5.5817
12_a1|0.0|1|0|3.3894574360000003|0.0|7.423568444|1.430936075|-0.0455890429999999|-0.011221829|5.351858133|1|0.076867966|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|0.127560614|-0.104622651|-0.487073772|1|0.749817035|-0.093957115|0.7534284040000001|0|0.765121385|-0.0964711209999999|0.210514881|-60.78517756|0.234878615|136.3310784|-0.039894864|477.1158679|0.724666653|-1.675584287|-32.50125347|0.46449367|2592.245875|444.1009824|1825.150911|-13.44063462|0.275333347|7.679719277999999|0.867391557|-564.5066541|0.024485753|1342.083063|14.21231622|1.0|1.0|1.0|1.0|3.29|2.72|4.87|4.41|83.82|1.67|0.0|103.47|0.0|3.0|-4.98|-6.02|366.37|1.0|-4.75|0.00649|3.54|0.0|6.28e-09|3734.0|3.1744|-1216.12881|-1216.099134|1018.84|390.57|482.51|0.69114|0.69763|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|-1215.975876|2.95|5.5302|5.5302
17a_a50|0.0|0|1|0.0|0.0|7.934155233999999|1.349854788|-0.186084687|-0.002225436|5.82008293|1|-0.109740063|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|-0.131632653|2|0.012893333|-0.178162528|-0.239713023|-0.220088198|1|0.784570118|-0.215448852|0.732114362|1|0.92300665|-0.045404408|0.4062532579999999|-51.14229199|0.07699335|50.14419437|-0.0280449529999999|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|0.486855438|2644.4486420000003|601.1353533|1799.721631|-11.89568886|0.2100891|8.087984548|0.948768582|-666.1585759999999|0.011602876|1294.887612|7.556715901|1.0|1.0|1.0|0.0|3.95|3.29|3.39|4.14|51.77|2.3|0.0|121.78|0.0|6.0|-3.99|-6.44|398.5|0.0|-4.44|0.0144|3.23|0.0|1.75e-07|4.2478|4.0477|-1258.566007|-1258.540058|1204.79|306.31|616.93|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-0.1992|-1258.322582|85.0|7.0706|7.0706
11_a27|0.0|1|0|2.680511093|0.0|7.535296702|1.1606177359999998|0.100091619|-0.0067474069999999|5.4161004020000005|2|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0.005111147|-0.1299181459999999|-0.041662169|-0.488734846|2|0.814843016|-0.043616687|0.7146215429999999|1|0.7645505|-0.079921166|0.349764196|-50.15555389|0.2354494999999999|124.5410133|-0.034296948|72.60399149|0.8088958709999999|-1.611956546|-22.36099135|0.4528656239999999|2339.465471|404.4089873|1646.903525|-9.595877966|0.1911041289999999|5.231762955|0.82770457|-451.0062644|0.012694323|1054.084273|6.714661907000001|1.0|0.0|0.0|1.0|3.95|0.0|2.72|1.67|61.88|3.06|0.0|106.33|0.0|2.0|-3.68|-6.47|345.4|0.0|-4.02|0.0326|2.73|0.0|8.2e-07|3.3426|2.4836|-1122.456105|-1122.433411|974.29|499.21|415.32|0.6125|0.59222|-1122.190727|0.0793|-0.1022|3.1278|-0.16205|-1122.242519|5.0|8301.0|8301.0
12ba_a36|0.0|1|0|3.389685532|0.0|7.412764017000001|1.297043659|-0.090865777|-0.0075620109999999|5.351858133|2|0.087201747|0.0|-0.423472625|-0.002123045|0.003750685|10.9478512|-0.011949092|1|-0.000621302|0.159880159|-0.091676619|-0.410941182|1|0.8256014690000001|-0.0202572689999999|0.796093405|0|0.849738126|-0.083210415|0.330220757|-73.03464847|0.150261874|101.229662|-0.037526591|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|0.969665341|-885.6465508|0.023797439|1859.713557|16.03205543|1.0|1.0|0.0|2.0|4.8|0.0|2.79|1.63|116.78|0.74|0.0|133.18|0.0|5.0|-4.77|-7.04|431.45|0.0|-4.25|0.0244|2.67|0.0|1.91e-07|5.2506|3.0114|-1417.454721|-1417.426327|1187.56|411.71|547.82|0.3989999999999999|0.70432|-1417.187763|0.0009|-0.12587|3.1996|-0.21033|-1417.249741|21.0|7.6778|7.6778
12a_a36|0.0|1|0|3.4715209280000003|0.0|7.412764017000001|1.297044783|-0.0632801509999999|-0.007471648|5.351858133|2|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|1|0.7934042040000001|-0.119322074|0.855821486|0|0.820684627|-0.076154312|0.436020272|-64.36949846|0.179315373|110.1075804|-0.037738352|5.277117996|0.755315434|-1.886917597|-28.71401279|0.470444928|2647.835699|503.9367075|2258.5909920000004|-14.22926022|0.244684566|6.600635115|0.888377722|-711.4630111|0.019102103|1533.996157|11.72953701|1.0|0.0|0.0|2.0|4.75|0.0|2.72|1.88|69.2|2.02|0.0|123.75|0.0|5.0|-3.79|-6.72|381.43|0.0|-4.0|0.0384|2.68|0.0|2.56e-07|3.8343|3.6682|-1232.951968|-1232.916523|1096.31|338.0|481.98|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|-1232.764108|13.0|7.8861|7.8861
13b_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.604984129|0.112353041|-0.011016128|5.351858133|2|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|1|-0.002215642|-0.062905093|0.003429114|-0.564815317|1|0.836520136|-0.0771674659999999|0.802578397|0|0.694101802|-0.109962789|0.3529073379999999|-76.67161447|0.305898198|206.54056530000005|-0.042850934|105.341977|0.800290866|-2.271099499|-50.13056864|0.454574838|3002.926824|468.6532296|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|0.8334321|-1035.363967|0.017174033|1916.093704|11.59580043|1.0|0.0|0.0|2.0|4.76|0.0|3.04|1.72|124.74|2.06|0.0|135.37|0.0|6.0|-5.01|-7.05|441.51|0.0|-4.3|0.0221|2.74|0.0|6.520000000000001e-07|5.0501|3.5056|-1744.492044|-1744.446479|1210.94|353.68|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|-1744.281763|26.0|7.5901|7.5901
14ac_a23|0.0|0|1|0.0|-9.994971573|7.423568444|1.1979507740000002|0.0763230759999999|-0.011656739|5.351858133|2|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|0.068237909|-0.069765112|-0.562985112|2|0.7797862459999999|0.054652466|0.537271445|1|0.931143634|-0.0883661019999999|0.300389872|-73.32014595|0.068856366|51.99287907|-0.043970249|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|0.489147172|3695.344378|703.0989434999999|3417.45156|-25.07023818|0.192217908|8.122941134|0.95751094|-1328.722623|0.019122137|2178.41361|14.43896921|1.0|1.0|1.0|1.0|3.69|3.34|5.52|8.36|105.02|4.6|1.0|130.29|0.0|7.0|-7.31|-5.84|547.48|0.0|-6.65|0.000123|5.35|0.0|9.25e-10|4.0014|3.6325|-2304.001319|-2303.9786940000004|1285.58|341.32|627.76|0.6408|0.69962|-2303.749331|0.2391|-0.15055|6.3004|-0.23868|-2303.819891|4.0|8.3851|8.3851
9_a47|0.0|0|0|0.0|0.0|0.0|1.3818994059999998|0.00410268|-0.008501246|0.0|2|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|-0.007880155|-0.091848897|-0.021556658|-0.4477815529999999|2|0.792070785|0.075092937|0.689770023|1|0.805149969|-0.084368438|0.492394184|-50.70744657|0.194850031|101.9336202|-0.036925422|0.0|0.790651977|-1.550867715|-23.08946904|0.482896681|2292.652212|421.2052248|1333.091472|-10.10553715|0.209348023|5.653392499|0.93384951|-424.4325604|0.015793737|1026.1394|8.262317504|1.0|0.0|1.0|2.0|2.87|2.78|4.61|5.61|58.04|2.99|0.0|101.46|0.0|3.0|-5.37|-5.26|345.37|1.0|-5.2|0.00218|4.43|0.0|3.4000000000000003e-09|5.7429|3.7183|-1149.090086|-1149.055456|959.59|333.44|406.35|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.1545099999999999|2.2966|-0.20488|-1148.949486|25.0|7.6|7.6
14f_a23|0.0|0|1|0.0|0.0|7.423568444|1.197963246|-0.002304087|-0.006791105|5.351858133|2|0.056215377|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|0.010508236|0.101910723|-0.110069159|-0.399688849|2|0.796412133|-0.06885759|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|-57.07376861|0.105837608|71.55380685|-0.031450478|96.60179161|0.665778294|-1.603974359|-27.39103254|0.478733036|3014.916135|604.5178506|2322.5224120000003|-14.37516058|0.334221706|8.124287407|0.918402793|-733.1331894|0.025162423|1628.77284|17.01160115|0.0|1.0|1.0|1.0|3.57|3.61|3.42|4.03|114.25|2.72|1.0|126.78|0.0|6.0|-5.63|-6.47|441.51|0.0|-5.02|0.0042299999999999|3.55|0.0|3.11e-08|5.8184|3.5753|-1744.452086|-1744.429532|1210.19|346.78|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|6.3534|-0.21743|-1744.2443850000002|2.0|8.6459|8.6459
8a_a31|0.0|1|0|3.28085223|0.0|7.765993078999999|0.610138387|-0.039027368|-0.015034136|5.733341277|0|-0.1480271209999999|0.0|-0.586331322|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|-0.520051508|0|0.837862749|-0.030149254|0.883113019|0|0.594139864|-0.122293189|0.272259026|-67.46619355|0.405860136|200.6591816|-0.0416959379999999|465.4559302|0.666437359|-1.501053781|-29.89286568|0.4512945479999999|2128.209198|293.7455749|1443.955093|-10.19199103|0.333562641|5.83708559|0.822471411|-366.9116769|0.030052065|1113.575221|14.85788369|0.0|0.0|1.0|2.0|3.34|2.05|4.16|2.54|114.29|0.36|0.0|83.83|0.0|3.0|-3.57|-7.11|314.36|1.0|-3.11|243.0|1.56|0.0|4.62e-06|3.8097|3.8097|-1347.541429|-1347.507102|872.11|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|3.7141|-0.18869|-1347.446223|0.79|6.1024|6.1024
2_a47|0.0|0|0|0.0|0.0|0.0|1.381899691|-0.002024001|-0.008527649|0.0|2|-0.004557357|1.454085483|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|-0.013580367|0|-0.006079384|-0.007299676|-0.017113434|-0.444853768|2|0.671819147|-0.0253134039999999|0.875463345|1|0.847324011|-0.083455669|0.482748996|-47.65477123|0.152675989|76.06154148|-0.036790752|0.958043241|0.784978115|-1.4348393119999998|-20.71307621|0.433425706|2105.761386|422.1277419|1242.745585|-9.131190896|0.215021885|5.308758149|0.764993595|-356.116445|0.016376351|910.626111|8.158522603|1.0|0.0|1.0|2.0|2.58|2.54|3.7|4.75|58.04|2.39|0.0|96.54|0.0|3.0|-5.46|-5.0|313.35|1.0|-5.11|0.00243|4.52|0.0|1.51e-08|3.7181|3.7181|-1010.540464|-1010.505024|902.07|333.46|371.19|0.69102|0.69102|-1010.364507|0.2143|-0.15446|2.1266|-0.20731|-1010.412694|631.0|6.2|6.2
8_a1 (SB-202620)|0.0|1|0|3.296085365|0.0|6.86171134|1.4323973840000002|0.106916453|-0.013785521|4.727387819|1|-0.0443137679999999|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.612004804|1|0.743088715|0.063001656|0.658433571|0|0.648967503|-0.117682533|0.174628594|-59.72618401|0.351032497|199.1596945|-0.041081545|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|0.4564697679999999|2431.842132|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|0.839824062|-542.1742393|0.019645498|1234.267739|11.1459518|1.0|0.0|0.0|2.0|2.74|2.21|4.86|5.06|78.87|2.78|0.0|99.61|0.0|4.0|-4.94|-5.94|359.35|1.0|-4.7|0.00713|3.6|0.0|9.53e-09|3.4052|3.4052|-1223.279021|-1223.117248|977.87|364.11|460.4|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|3.4563|-0.2105199999999999|-1223.014114|0.4|6.3979|6.3979
