molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9i_a24|0.0|1|0|2.9199957480000003|0.0|1|7.153833802|0|0|-0.005148312|5.209486153|2.01e-05|0.023854167|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|-0.00532872|2|2|0.005891639|-0.140841749|-0.336939175|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0.8260893640000001|-0.069812876|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|-0.024639839|-15.60091656|1.634015079|0.499238289|-0.837754515|-14.44881966|-11.64783344|42.43894111|2061.729154|390.5119445|-396.0263368|761.9885477000001|-5.506205845|11.18382556|0.8806627109999999|4155.922671|236.7218826|-187.2109987|23.33121014|0.038195951|793.2611447|18.05612763|1.0|1.0|2.76|1.36|0.0|22.0|-6.05|2.42|2.72|0.0|82.17|3.0|-2.6|4.0|-7.01|288.31|0.0|0.0|1.73|-3.1|0.00248|716.0|1.48|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|1.13|-945.2626532|825.7|268.3|0.58977|0.6755800000000001|-945.174716|0.0029|7.1135|-945.222448|9.2818|88.0|7.0555|7.0555
12aw_a36|0.0|1|0|3.28940051|0.0|0|7.412764017000001|2|2|-0.008293935|5.351858133|-0.115864198|0.043383838|0.066435701|0.0|-0.4478724979999999|-0.006877664|-0.1066959869999999|-0.034663063|1|1|-0.004358975|0.169961228|-0.250781298|0.653741315|0.836170906|-0.022464907|-0.056676035|0.892249657|0.706174871|-0.114701005|0.023038651|-56.73814908|-73.52224315|14.76755422|54.50894809|-0.041292362|-47.12705211|1.343623915|0.749052287|-2.06461809|-36.36860892|-26.46800754|71.5057033|2901.451841|452.6513136|-1323.400377|2380.579051|-16.96573876|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|35.33532702|0.02161528|1766.7663510000002|13.8551867|0.0|0.0|4.73|0.0|0.14|17.0|-7.12|3.55|3.0|0.0|123.67|5.0|-3.99|6.0|-6.8|417.41|0.0|0.0|2.44|-4.32|0.000102|0.0424|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.66|-1431.373326|1120.43|237.0|0.38905|0.69109|-1431.180191|0.3892|4.8181|-1431.239759|6.5278|9.0|8.0458|8.0458
12g_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.010447128|5.351858133|0.024086432|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|1|1|0.0026474159999999|-0.067792064|-0.152855196|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.886776351|0.783662781|-0.10344931|0.027436565|-58.41940906|-70.11305057|18.59520651|133.2169768|-0.040568357|-47.51931027|237.7754135|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|77.01461557|3058.2873170000003|531.1295763|-1402.261011|2482.668258|-18.63502363|16.07139949|0.8484671109999999|6688.137428|152.961516|-950.3862054|35.50940589|0.019453222|1810.9797|13.18447384|0.0|0.0|4.67|0.0|0.13|17.0|-6.42|3.4|2.48|1.0|133.52|6.0|-6.0|6.0|-6.22|439.49|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|3.89|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|-1743.174676|1206.02|244.53|0.26238|0.68366|-1742.965961|0.1613|3875.0|-1743.029147|5.3027|9.0|8.0334|8.0334
16_a31|0.0|1|0|3.096824452|0.0|0|7.758333467000001|1|1|-0.020181753|5.733341277|-0.186617888|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|0.06214876|2|2|-0.0125582419999999|-0.0897217219999999|-0.09530799|0.951830892|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|0.546450126|-0.150315165|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|130.369865|-0.050105055|-33.36862997|467.7901274|0.73080436|-1.653466811|-31.54036284|-23.60746376|84.57819254|2071.962924|257.4650715|-779.0463041|1212.615438|-11.12287666|9.649327262|0.747554032|4387.049328|126.8340354|-367.0549296|32.30339751|0.027684692|1066.012118|13.04390063|1.0|1.0|3.2|1.93|0.14|16.0|-4.94|3.8|2.83|0.0|80.57|2.0|-4.36|4.0|-6.48|300.34|0.0|1.0|2.33|-3.6|4.38e-05|0.0131|2.32|0.0|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|-1308.202828|818.1|338.79|0.70108|0.70108|-1308.113026|0.2534|3.7419|-1308.161433|5.5943|0.09|7.0458|7.0458
14i_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.010148243|5.351858133|-0.130330047|0.0432555559999999|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|-0.026731172|2|2|0.002496501|0.075401108|-0.033435987|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.777952733|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|-0.039760909|-45.14777443|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|75.47917433|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|15.53342127|0.915894552|7030.347905|151.7330992|-948.103263|34.94120504|0.019276934|1782.001457|13.18112713|0.0|0.0|3.56|2.64|0.04|26.0|-6.96|2.57|3.12|1.0|128.38|6.0|-5.21|5.0|-7.33|454.51|1.0|0.0|2.61|-4.39|6.11e-06|0.00278|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|-1798.608335|1224.02|335.72|0.55606|0.55606|-1798.371346|0.3639|5.9563|-1798.434186|8.3755|3.0|8.4622|8.4622
47s_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|-0.0054038509999999|4.844187086|-0.045792331|0.035632184|-0.026883417|0.0|-0.394481152|0.002573931|0.0134295589999999|-0.031515152|0|0|0.003686393|-0.040169986|-0.252119673|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.84543779|-0.08106112|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|-0.030108416|-46.45326408|51.05656345|0.820470855|-2.107589125|-40.26287221|-22.79238258|59.58080589|2992.734821|640.0051571|-1595.466781|1529.863965|-17.25406952|18.65422248|0.901192009|6968.705069|135.90542109999998|-1207.784866|27.77963709|0.010481057|1944.574596|7.934268528|1.0|1.0|4.41|0.0|0.3|18.0|-9.42|4.06|3.93|1.0|149.34|10.0|-5.95|3.0|-5.96|482.62|0.0|0.0|3.19|-5.45|1.12e-06|0.000539|4.62|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.174077|1435.42|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|2.3134|-1533.809351|2.9991|616.0|6.2104|6.2104
15c_a10|0.0|0|0|0.0|0.0|1|7.535296702|2|2|-0.002218445|5.4161004020000005|0.040869377|0.034807692|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|0.0123939039999999|1|1|0.012271987|-0.101214571|-0.35845963|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.904458517|-0.072537853|0.014703076|-32.5870313|-50.32840842|10.2013281|65.41494073|-0.019267867|-34.91899195|136.2098503|0.528228415|-1.233143495|-22.60962187|-13.36848349|42.7883594|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|1619.721543|16.25826809|1.0|1.0|3.85|4.09|0.37|21.0|-7.79|3.77|2.97|0.0|141.96|6.0|-3.85|6.0|-6.99|454.57|0.0|0.0|3.1|-4.57|0.0001419999999999|0.0646|2.94|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|-1450.500669|1318.35|221.75|-0.26999|0.70511|-1450.139335|0.0|2.4256|-1450.201574|4.8283|0.1|7.0|7.0
3d_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.003398408|5.4161004020000005|-0.3456333889999999|0.036335697|-0.087308534|1.775376197|-0.173318804|-0.00918253|-0.068390038|0.017871379|1|1|-0.004253844|-0.149675594|-0.129666234|0.914407252|0.808676284|0.01450704|0.029549308|0.863438637|0.733071652|-0.094384452|0.009601398|-57.52001036|-54.67520803|5.561916586000001|137.78978830000003|-0.036147237|-31.67236018|0.0|0.756622045|-1.698920144|-33.32030276|-20.93944137|63.08192694|2809.9605100000003|424.6551631|-984.1537446|1660.7054380000002|-12.12984007|12.87442833|0.946920034|6018.145364|140.9844521|-570.1024832|27.67490257|0.018844179|1300.720421|10.91609228|0.0|1.0|3.29|0.0|0.15|21.0|-6.15|0.72|4.46|0.0|111.41|4.0|-5.19|5.0|-6.58|392.45|0.0|1.0|1.85|-4.44|6.42e-06|0.00252|2.98|0.0|7.1e-07|0.000278|-0.05766|5.1844|4.02|-1594.552258|1044.19|239.15|0.3523699999999999|0.67215|-1594.380348|0.0931|2184.0|-1594.435881|2.3278|2.34|5.6308|5.6308
9_a27|0.0|1|0|2.627701427|0.0|1|6.842683282|0|0|-0.0073742819999999|4.727387819|-0.050617284|0.042847222|-0.152086653|1.233610009|-0.331842668|0.00611794|-0.051160217|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|-0.171520296|0.677253824|0.8214321609999999|0.017503266|-0.071974951|0.8806964490000001|0.7988644709999999|-0.088404481|0.019589991|-40.3551562|-45.58003501|10.10030794|128.27738490000002|-0.033677898|-23.50038785|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|-17.36382286|50.45546414|2256.4955670000004|411.8826346|-729.2805601|1463.168883|-8.952528705|9.442988795|0.873886547|4962.727436|108.6440173|-376.0062056|21.99956856|0.014524299|923.9818797|7.488512291|0.0|1.0|3.12|2.62|0.16|21.0|-7.06|3.85|3.04|0.0|97.46|3.0|-4.06|4.0|-6.33|331.37|0.0|1.0|2.99|-4.08|8.66e-05|0.0287|2.8|0.0|8.69e-08|2.88e-05|-0.0471|5.5421|4.67|-1083.118736|945.35|223.71|0.35593|0.59444|-1082.965434|134.0|2.7456|-1083.017359|4.0436|2.0|8699.0|8699.0
14c_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|-0.005822256|5.351858133|-0.024758731|0.043538647|0.04174584|0.743546646|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|2|0.009263715|0.077009731|-0.13187015|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.857184548|0.922935039|-0.0800086929999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|-0.034046252|-35.33439343|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|-22.62557089|50.26125234|2955.304496|613.3401089|-1063.401832|2379.221378|-15.0359121|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|1357.40568|10.88903141|0.0|1.0|3.4|3.6|0.05|26.0|-7.99|4.0|4.67|1.0|125.29|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|4.0|-5.55|7.49e-07|0.000334|4.21|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|-2089.501598|1177.63|334.81|0.56781|0.56781|-2089.293299|356.0|7.2704|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
11g_a5|0.0|1|0|2.9590700880000003|0.0|1|7.139660336|0|0|-0.004593347|5.209486153|0.009272269|0.020943152|-0.083337229|0.0|-0.252634073|0.00599982|-0.137618073|-0.007175378|2|2|0.006964153|-0.14133011|-0.233590516|0.777565622|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0.837943738|-0.076326887|0.023215707|-44.19305139|-50.16001519|15.25675|68.77977167|-0.025442296|-32.96383785|0.0|0.543581314|-1.297557078|-29.04250676|-16.72000506|59.4498014|2823.738452|550.6745046|-852.7202582999998|935.4227938|-10.98794595|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|1568.70782|21.05845771|1.0|1.0|3.17|2.34|0.08|28.0|-9.04|4.17|4.48|0.0|118.35|7.0|-4.12|5.0|-6.84|408.46|0.0|0.0|2.96|-4.31|7.65e-05|0.0312|2.75|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|4.5106|2.3|-1330.144218|1180.25|274.87|0.56924|0.63081|-1329.927772|0.2403|3.2282|-1329.988893|4314.0|0.03|7.5229|7.5229
16c_a32|0.0|1|1|3.329674745|0.0|0|7.765993078999999|0|0|-0.01639019|5.733341277|-0.087497559|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|3|-0.00369116|-0.057356214|-0.229450999|0.809370315|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.773043206|-0.119988297|0.025791147|-53.00702241|-71.59058881|15.38819548|102.2022233|-0.038178095|-42.71426897|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|-22.77882371|68.39521789|2649.168528|461.2334662|-1002.268243|3143.196853|-13.59090376|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|33.27140293|0.02579269|1463.941729|15.38911619|0.0|1.0|3.5|3.08|0.22|19.0|-6.99|5.64|4.21|0.0|107.14|7.0|-6.04|5.0|-6.44|399.49|1.0|1.0|3.41|-4.41|9.17e-07|0.000366|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|4.12|-1916.651132|1069.28|341.89|0.70198|0.70198|-1916.478107|0.2955|4.0551|-1916.536967|5.3459|5.0|8.3468|8.3468
46_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|-0.005378956|4.844187086|-0.018808538|0.03531746|-0.046124025|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|-0.052591109|0|0|0.003512954|-0.069691797|-0.224171123|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.8265445990000001|-0.076485888|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.946462387|-0.029244604|-38.60388092|58.66827342|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|3052.94234|587.2068577|-1412.796104|1848.661552|-14.76030741|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|1806.107079|9.36454702|1.0|1.0|4.27|0.0|0.3|18.0|-8.82|3.68|3.3|1.0|151.14|7.0|-5.68|3.0|-6.14|480.6|0.0|0.0|2.93|-5.47|2.08e-06|0.000999|4.36|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|8.11|-1532.968527|1380.79|384.45|0.69181|0.69181|-1532.493789|0.4249|2656.0|-1532.562476|3.2533|186.0|6.7305|6.7305
17c_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|2|-0.002676029|5.82008293|0.024219848|0.031870748|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|-0.120904775|2|2|0.012222674|0.034485992|-0.373205592|0.762883243|0.774994313|-0.139943634|-0.212611846|0.816442883|0.89719894|-0.073693343|0.021675174|-35.70979598|-50.69922125|14.91199042|133.46240020000002|-0.021745577|-34.87982686|94.15397246|0.569750429|-1.32648017|-24.567468100000003|-14.96042594|50.6217864|2951.495914|617.2509739|-912.5859825|2014.72331|-10.29240792|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|1601.729346|16.02658985|1.0|1.0|4.12|3.61|0.35|20.0|-6.79|3.59|3.53|0.0|134.28|6.0|-3.8|5.0|-6.96|440.54|0.0|0.0|3.1|-4.43|0.000158|0.0698|2.86|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|-1411.157813|1289.05|292.44|0.63122|0.66213|-1410.838844|0.1801|6.3989|-1410.902767|8.5146|69.0|7.1612|7.1612
3a_a12|0.0|0|0|0.0|0.0|0|0.0|1|1|-0.007671441|0.0|-0.042445446|0.032544803|-0.1231529169999999|0.0|-0.322200517|-0.0025830939999999|-0.062973953|-0.0161799839999999|0|0|-0.001011111|-0.205054123|-0.1213636769999999|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.759068438|0.871985494|-0.090803706|0.009433302|-34.84701355|-44.430225|4.615711776|71.11710277|-0.034924502|-21.73969523|0.0|0.781050096|-1.362055589|-17.05063286|-17.08854808|39.46272532|2045.857684|426.6622302|-666.453375|1050.730179|-8.361421244|11.01449587|0.859002624|4230.717811|107.1321197|-326.0954285|21.87893986|0.015909241|853.2786545|7.784386645|1.0|1.0|3.84|2.74|0.05|18.0|-7.5|3.43|2.49|0.0|97.52|3.0|-3.6|3.0|-5.88|298.34|0.0|1.0|2.98|-4.06|0.00025|0.0745|3.15|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|-951.3480023|875.71|292.86|-0.34688|0.66895|-951.217594|128.0|1.3824|-951.264072|1.9332|194.0|6.7122|6.7122
3b_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1|-0.0057605869999999|5.4161004020000005|-0.055724324|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|0.00361222|1|1|0.001356445|-0.151131362|0.000850823|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.845992028|0.749104358|-0.0846496|0.013576151|-54.04959517|-51.77986692|8.304484449|325.6896751|-0.0276739079999999|-31.67356498|81.60358988|0.656865946|-1.439043207|-33.06194987|-16.92803342|62.35407961|2660.339607|458.224537|-880.2577376|1796.6760370000002|-10.35481932|13.85181805|0.914182753|5934.158315|209.89391040000004|-538.4506046|25.77091035|0.021477952|1340.087338|13.13798859|1.0|1.0|3.37|2.43|0.22|21.0|-7.58|3.16|3.2|0.0|116.94|6.0|-3.53|5.0|-7.42|398.46|0.0|1.0|2.38|-3.59|0.000293|0.1169999999999999|1.84|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|-1293.291817|1132.92|265.67|0.5798|0.6632|-1293.048179|0.0759|3.0055|-1293.106236|3.1637|25.0|7.6021|7.6021
7e_a8|0.0|1|0|3.038052327|0.0|1|7.05012252|0|0|-0.006027596|4.844187086|-0.052939815|0.043758865|-0.03633378|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.07125309|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.790500031|0.8291560379999999|-0.0886889709999999|0.0215993429999999|-51.4880895|-53.04282692|12.91806855|86.03149870000001|-0.037446454|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|-22.39586026|64.40615805|2605.914474|495.8990914|-1007.813711|2032.501296|-13.39444718|14.654025199999998|0.902163597|5808.479788000001|133.9683023|-602.7501229|28.86058693|0.018708212|1298.726412|11.18895001|0.0|0.0|3.2|3.38|0.04|23.0|-8.29|5.16|4.94|0.0|108.43|4.0|-5.75|4.0|-5.43|385.39|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|4.54|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|6.32|-1300.467069|1060.05|325.06|0.6998300000000001|0.70177|-1300.271093|0.1522|9.0006|-1300.327213|11.4436|35.1|4.4547|4.4547
3q_a32|0.0|1|1|3.4364803|0.0|0|7.765993078999999|0|0|-0.008072705|5.733341277|-0.04718311|0.03898374|0.02785755|2.120544848|-0.419780649|0.000773658|-0.022925245|-0.098400506|3|3|0.002487149|0.0492355779999999|-0.295228244|0.751733573|0.853737093|0.010109949|-0.1585635|0.901790225|0.84993799|-0.097961799|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|-0.027989085|-37.3203761|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|2649.276311|524.6043311000001|-846.5047848999999|3335.898591|-10.6629646|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|1333.133193|13.90366881|0.0|1.0|3.57|3.34|0.3|19.0|-7.31|6.43|4.72|0.0|115.37|7.0|-5.91|4.0|-6.35|411.54|0.0|1.0|3.86|-4.62|1.24e-06|0.000508|3.47|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|-1920.042674|1136.46|342.16|0.70216|0.70216|-1919.821707|0.2897|4.1362|-1919.883144|5.2657|28.0|7.5528|7.5528
1d_a5|0.0|1|0|2.79978458|-4.455320158|0|6.605297921|0|0|-0.006252818|4.59511985|-0.308010841|0.030074074|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|1|-0.000700145|-0.389011185|0.004923698|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.8965037640000001|-0.086213657|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|-0.036640804|-25.16889922|0.0|0.770504115|-1.465632167|-25.80622135|-19.79744178|52.05055075|2481.822293|484.3911442|-791.897671|1172.890724|-10.69678217|11.5640749|0.89062437|5717.438103|123.9992274|-427.8712868|25.69414151|0.018980039|1027.76566|10.25512997|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|5.48|6.37|0.0|95.49|4.0|-4.79|6.0|-5.73|366.34|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.8725|3.58|-1288.306458|951.63|254.46|0.41781|0.5764600000000001|-1288.201219|0.0982|3.7798|-1288.253849|5.3765|9333.0|5.03|5.03
12h_a36|0.0|1|0|3.468184524|0.0|0|7.412764017000001|2|2|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.059920602|0.0|-0.503153567|0.00127667|-0.003014954|-0.051080247|1|1|0.003077071|0.100530266|-0.239932418|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.87043328|0.819614525|-0.10720355|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|-0.035734517|-45.96672487|1.413982241|0.665254541|-1.929663894|-31.5465515|-23.39942087|66.44902736|2845.467486|536.6941285|-1263.568727|2391.856014|-15.32224162|13.87400978|0.8675704009999999|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|1899.376328|17.66132225|0.0|0.0|4.8|0.0|0.17|17.0|-6.69|2.77|1.89|0.0|130.24|6.0|-3.95|5.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|-1347.451759|1177.89|238.44|0.34589|0.7014600000000001|-1347.199963|0.0056|6754.0|-1347.260478|8.7377|14.0|7.8539|7.8539
12a_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|-0.00431394|5.4161004020000005|-0.012791297|0.036587302|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|-0.226763788|2|2|0.007890601|0.298197213|0.031326603|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.940879765|-0.074840643|0.011766311|-32.81611621|-38.17175304|6.001293955|107.5277007|-0.033799|-19.46913691|49.24750281|0.85136964|-1.047769006|-16.73754566|-17.23885621|38.81741016|2185.594734|479.8867095|-534.4045424999999|600.1247016|-8.792513441|14.43505064|0.908597808|4873.458436|75.8074911|-272.5679167|20.24838026|0.010759845|627.699788|5.487955617999999|0.0|0.0|3.2|3.39|0.0|20.0|-7.21|5.33|5.43|0.0|91.76|2.0|-6.41|2.0|-4.56|346.23|0.0|1.0|4.78|-5.95|3.86e-07|0.000134|5.43|0.0|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|-2097.8163050000003|875.15|400.39|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|2491.0|-2097.779499|3.8054|1778.0|5.7501|5.7501
12t_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.007755575|5.351858133|-0.097216874|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|1|1|-0.001131023|-0.158448053|-0.145315868|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0.696413582|-0.1011561919999999|0.018862708|-58.89093185|-65.79920855|12.26965165|88.42093081|-0.037159417|-42.80050261|0.0|0.745705883|-1.82081145|-38.30686627|-24.17113783|71.1605835|2976.648597|452.99711|-1184.385754|2479.787504|-15.72263361|14.358001500000002|0.804273481|6617.834146|165.4110479|-770.409047|32.41376848|0.020029588|1588.274656|13.02867425|0.0|0.0|4.63|0.0|0.14|17.0|-7.16|4.67|3.74|0.0|127.19|5.0|-5.49|6.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|4.07|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|-1774.208418|1139.2|244.58|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|2.6784|-1774.077985|3.2145|9.0|8.0496|8.0496
12az_a36|0.0|1|0|3.465535084|0.0|0|7.412764017000001|2|2|-0.009570959|5.351858133|-0.040156368|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|1|1|0.002872872|0.129156742|-0.289604649|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.819163613|-0.10786263|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|-0.033474609|-52.96429617|8.104966044|0.583865006|-1.941527339|-35.23783652|-23.45695404|74.65245915|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|2330.167624|24.24160725|0.0|1.0|4.96|0.0|0.21|17.0|-6.79|2.83|1.9|0.0|136.74|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|-1461.962459|1252.18|319.03|0.69385|0.70333|-1461.686269|0.0146|6.3778|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
