molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
10_a3|0.0|0|0|0.0|0|0|0|0.605017375|0.190318474|-0.010609861|3|0.017396832|-0.381954986|0.043342516|1|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.743072638|-0.140523767|0.078405316|0.834020779|1|0.747406318|0.518341632|0.014615264|-46.64544572|-45.8148076|6.768239856|0.252593682|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|56.68388955|53.41368558|0.41220272|-7.715112198|0.293370676|5.031169383|0.701266803|135.8581743|-254.5987025|23.57661855|0.023470578|778.0284121000001|0.0|0.0|1.0|0.0|21.0|-6.51|3.79|0.0|0.0|88.28|0.0|2.0|-4.3|22.0|4.0|0.0|0.0|1.0|2.52|-3.84|5.07e-05|0.0155|0.0|3.06e-07|9.35e-05|1.64|3.4217|-1288.150029|830.63|362.35|0.2124|-1288.050987|-1288.097561|9.3381|7943.0|5.1
12bi_a36|0.0|0|0|0.0|0|2|2|1.297042566|-0.088734077|-0.00902707|2|0.03474497|-0.559678363|0.041834838|1|0.002872872|0.056936052|-0.176729938|-0.289604649|-0.37220074|1|0.812921349|0.0997949019999999|0.071329141|0.8350231859999999|0|0.7850011179999999|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|0.214998882|-0.027831043|-52.46851415|0.0|0.4996603229999999|-1.614200516|101.3899049|82.05687954|0.461975362|-13.56944331|0.500339677|8.454426643|0.85865094|349.3664649|-787.0277122|38.89295091|0.037590587|2255.791153|1.0|0.0|2.0|0.21|17.0|-6.79|2.83|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|6.0|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.6851|-1461.966152|1256.37|336.45|0.4214|-1461.69263|-1461.75632|8.8903|14.0|7.8539
12ag_a36|0.0|0|0|0.0|0|2|2|1.297044434|-0.042092217|-0.008085448|2|0.063109409|-0.436614203|-0.050147748|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.124298337|-0.0861053359999999|0.698414933|0|0.7468300940000001|0.26896187|0.020136392|-52.02834065|-68.21579593|12.70005599|0.253169906|-0.038937089|-43.02381535|0.0|0.758897371|-1.946854457|80.40643223|64.72839664|0.481286668|-15.48857353|0.2411026289999999|7.849377942|0.927847116|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|1617.984688|1.0|0.0|2.0|0.14|17.0|-6.86|3.13|1.0|0.0|123.71|0.0|5.0|-3.89|30.0|5.0|0.0|1.0|0.0|2.15|-4.16|0.000129|0.0515|0.0|1.4e-07|5.58e-05|3.41|3.7117|-1332.151245|1112.68|334.04|0.4286|-1331.9454449999998|-1332.003616|7.5405|17.0|7.7696
4f_a49|0.0|0|0|0.0|1|1|1|1.343848013|0.010266272|-0.008903208|2|-0.087861524|-0.418450768|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|0.7927086309999999|-0.00953448|0.114367229|0.670594896|1|0.7370618040000001|0.480786546|0.016591015|-55.88123394|-48.83888562|9.007637695|0.262938196|-0.033471819|-26.51573683|59.72286429999999|0.718306291|-1.439288231|60.18871783|64.88887164|0.437355335|-9.866320682|0.2816937089999999|6.302023735|0.7773206840000001|152.9378926|-424.2517893|25.29924744|0.020905063|1087.86764|0.0|1.0|1.0|0.14|21.0|-6.54|3.42|1.0|0.0|102.08|0.0|3.0|-3.99|27.0|5.0|0.0|0.0|1.0|2.85|-4.09|0.000102|0.0365|0.0|2.92e-07|0.000104|4.07|3.7098|-1179.201105|982.46|334.21|0.2368|-1179.029099|-1179.080799|1.8254|0.04|7.3979
47s_a18|0.0|0|0|0.0|0|1|1|1.251176205|0.026229332|-0.0054038509999999|0|-0.026883417|-0.394481152|-0.031515152|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.712629555|0.0109557919999999|-0.0540701129999999|0.716761234|0|0.84543779|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|0.15456221|-0.030108416|-46.45326408|51.05656345|0.820470855|-2.107589125|69.29837549|59.58080589|0.4740142|-17.25406952|0.179529145|9.811856136|0.901192009|135.90542109999998|-1207.784866|27.77963709|0.010481057|1944.574596|1.0|0.0|2.0|0.3|18.0|-9.42|4.06|3.0|1.0|149.34|0.0|10.0|-5.95|36.0|3.0|0.0|1.0|0.0|3.19|-5.45|1.12e-06|0.000539|0.0|3.8199999999999997e-10|1.84e-07|8.41|3218.0|-1534.174077|1435.42|385.29|0.5203|-1533.737579|-1533.809351|2.9991|616.0|6.2104
5_a18 (BIBF0775)|0.0|0|0|0.0|0|2|2|1.251175715|0.0160123|-0.005220163|1|-0.0366107389999999|-0.391512249|-0.022817602|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0|0.8432358679999999|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|0.156764132|-0.029755876|-44.61038661|50.25564119|0.8159410579999999|-2.112667176|67.25977848|58.5107823|0.483962172|-16.96451322|0.184058942|9.798677372|0.937842434|138.97646310000002|-1204.480438|27.535837|0.010831199|1955.044427|0.0|0.0|2.0|0.32|18.0|-9.21|4.09|3.0|1.0|155.95|0.0|8.0|-6.07|37.0|3.0|0.0|1.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|0.0|6.18e-10|3.06e-07|8.45|3.2027|-1572.290174|1446.02|378.13|0.4825|-1571.843719|-1571.914419|2.8009|34.0|7.4685
19a_a38|0.0|0|0|0.0|0|2|2|1.297044508|-0.084389038|-0.007986407|2|0.054257043|-0.431265985|-0.077535135|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.819222745|0.031696119|-0.133130383|0.698414933|0|0.747152898|0.298938581|0.022142322|-51.36166266|-64.73159672|13.23456869|0.252847102|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|77.20795279999999|64.59623135|0.465829126|-13.92853534|0.255203463|6.923156054|0.872060139|152.5362948|-696.4267669|31.28824271|0.020873781|1564.412135|1.0|1.0|3.0|0.14|17.0|-6.86|3.13|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|0.0|0.0|1.0|2.68|-4.17|7.209999999999999e-05|29.0|0.0|1.4e-07|5.610000000000001e-05|3.41|3.6504|-1332.1529369999998|1092.25|339.65|0.2668|-1331.94466|-1332.002093|6.0223|0.01|8.0106
47u_a18|0.0|0|0|0.0|0|1|1|1.251177393|0.039883149|-0.010219187|0|0.008108241|-0.633589579|-0.033209663|0|0.00082284|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|0|0.7517870059999999|-0.0112778039999999|-0.053126304|0.646724968|0|0.741066474|0.33777918|0.02068926|-62.99873374|-64.32800179|14.42377665|0.258933526|-0.0344062|-44.84707106|77.59162925|0.721837463|-2.029965788|79.06741651|77.42251040000001|0.483819806|-16.72263667|0.278162537|9.18142206|0.937307962|193.9244919|-986.6355633|33.23007431|0.021142007|1960.574384|0.0|1.0|2.0|0.19|18.0|-8.2|3.15|3.0|1.0|133.53|0.0|8.0|-5.69|34.0|4.0|0.0|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|0.0|6.34e-09|2.89e-06|9.34|3.1186|-1510.153552|1282.66|397.57|0.5849|-1509.771642|-1509.839543|5.8058|1.97|5.7055
9n_a24|0.0|0|0|0.0|0|0|0|1.388847168|-0.2452954769999999|-0.003323852|2|-0.141205159|-0.182811885|-0.03088354|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|2|0.7584388259999999|0.048359202|-0.058520736|0.755793189|0|0.904556598|0.331008994|0.017608478|-35.21502941|-52.53031811|11.90027964|0.095443402|-0.026905672|-35.50139138|24.72120326|0.652126509|-1.399094961|67.36550766|47.11530904|0.4331595789999999|-12.28894317|0.347873491|8.232847909|0.764164944|235.1021924|-639.0250449|27.88350328|0.021951174|1449.942171|1.0|1.0|1.0|0.17|23.0|-8.64|4.41|1.0|0.0|114.29|0.0|7.0|-4.14|29.0|5.0|0.0|1.0|0.0|3.13|-4.29|7.2e-05|0.0278|0.0|2.31e-09|8.909999999999999e-07|2.59|4.1028|-1239.095611|1155.03|302.2|0.2522|-1238.856882|-1238.917278|4.8123|19.0|7.7212
8a_a31|0.0|0|0|0.0|0|1|1|0.610138387|-0.039027368|-0.015034136|0|-0.1480271209999999|-0.586331322|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.837862749|0.0502030679999999|-0.030149254|0.883113019|0|0.594139864|0.272259026|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|0.405860136|-0.0416959379999999|-33.35560699|465.4559302|0.666437359|-1.501053781|82.32407724|79.02944672|0.4512945479999999|-10.19199103|0.333562641|5.83708559|0.822471411|164.9149565|-366.9116769|30.93264504|0.030052065|1113.575221|0.0|0.0|2.0|0.2|16.0|-5.33|4.16|0.0|0.0|83.83|0.0|3.0|-3.57|22.0|5.0|0.0|0.0|1.0|2.13|-3.11|0.000269|0.0846|0.0|4.62e-06|0.00145|1.53|3.8097|-1347.507102|872.11|325.45|0.2604|-1347.3959220000002|-1347.446223|5.3042|0.79|6.1024
16h_a32|0.0|1|1|0.0|0|0|0|0.609420754|0.217139852|-0.015656019|0|-0.069213021|-0.7828009570000001|-0.022634676|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.832040698|-0.003188883|-0.03617945|0.7619492790000001|1|0.7991915079999999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|0.200808492|-0.038765425|-49.03221545|35.90298920000001|0.7359051059999999|-1.821974989|90.15529448|64.87717961|0.459750275|-15.6485794|0.2640948939999999|6.710057805|0.850995852|167.7935207|-735.4832318|33.46862873|0.020432929|1573.02555|1.0|1.0|2.0|0.26|19.0|-7.0|5.86|2.0|0.0|111.95|1.0|7.0|-6.48|28.0|5.0|1.0|0.0|1.0|3.74|-4.75|3.28e-07|0.000136|0.0|9.89e-08|4.09e-05|4.54|3.6182|-1955.970762|1130.4|342.67|0.2914|-1955.772465|-1955.832545|4.2275|9.0|8.0655
15a_a50|0.0|1|1|0.0|2|1|1|1.3530592819999998|-0.113976703|-0.004429392|1|-0.0446629609999999|-0.234757789|-0.125205943|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|1|0.821868651|-0.051676609|-0.207610131|0.76745052|1|0.837789896|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|10.77967103|0.162210104|-0.029316925|-30.25705388|0.0|0.705410595|-1.436529349|61.78266878|57.69065967|0.4476230879999999|-10.49734522|0.294589405|8.095541483|0.8103580690000001|176.277812|-514.369916|24.86892274|0.018747341|1218.577214|0.0|1.0|1.0|0.23|20.0|-6.09|3.23|1.0|0.0|110.43|0.0|5.0|-3.6|28.0|4.0|0.0|1.0|1.0|2.76|-3.92|0.000251|0.0933|0.0|8.070000000000001e-07|0.0003|2.66|4.0408|-1199.784983|1091.64|306.83|0.1767|-1199.572081|-1199.629702|9.0948|41.0|7.3872
12g_a31|0.0|0|0|0.0|0|1|1|0.6101363000000001|0.0716209459999999|-0.01500347|0|0.045747231|-0.7501734859999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.081426376|-0.57758443|0|0.819234772|-0.076150332|-0.1386819869999999|0.7983388929999999|0|0.58271093|0.325789284|0.030961426|-78.87508829|-80.52794936|19.01411466|0.41728907|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-1.835775276|95.97385383|97.88920296|0.470244801|-14.73099143|0.311351131|8.098256552|0.887664343|191.2078009|-692.3565973|34.8320455|0.02515117|1637.106139|1.0|1.0|2.0|0.32|16.0|-6.45|5.19|1.0|0.0|103.26|0.0|7.0|-4.92|27.0|5.0|0.0|0.0|1.0|2.9|-3.79|1.19e-05|0.00457|0.0|3.55e-07|0.000136|4.17|3.8349|-1578.800869|1090.41|323.3|265.0|-1578.605452|-1578.66792|2.4038|0.11|6.9586
40_a47|0.0|1|1|0.0|1|0|0|1.420389717|-0.246203395|-0.004181351|3|-0.056839794|-0.179798097|0.056362705|1|0.003634698|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.836942961|0.018609507|0.090270598|0.607650682|1|0.812233678|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|0.1877663219999999|-0.027052191|-24.22401965|0.0|0.573656733|-1.082087641|60.97203959|43.64000551|0.4574577489999999|-7.872806386000001|0.426343267|7.042383142|0.843174422|229.9974239|-314.91225539999994|25.43981292|0.029785575|1017.592517|0.0|1.0|1.0|0.11|21.0|-7.08|2.96|0.0|0.0|94.28|0.0|3.0|-3.26|25.0|5.0|0.0|1.0|1.0|2.72|-3.72|0.000546|183.0|0.0|8.339999999999999e-08|2.79e-05|2.06|3.7236|-1123.144637|947.27|332.97|271.0|-1122.9968210000002|-1123.049869|6.5995|4.0|8.4
12w_a36|0.0|0|0|-4.750262163|0|2|2|1.24014105|0.081390556|-0.015825416|2|0.041058884|-0.917874106|-0.010726574|1|-0.007897954|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.828393514|-0.098657593|-0.016393443|0.624142499|0|0.828363244|0.532980165|0.021104445|-62.34080876|-79.88912835|15.15285952|0.171636756|-0.041210062|-57.35989379|0.780959767|0.70536279|-2.225343322|99.51883498|77.49366829|0.4672300679999999|-21.24440511|0.29463721|8.365472166|0.8769828040000001|211.5476713|-1147.197876|41.94801097|0.0273396629999999|2265.1925920000003|1.0|1.0|2.0|0.17|17.0|-7.14|3.31|2.0|0.0|130.43|0.0|7.0|-5.2|34.0|8.0|0.0|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|0.0|7.24e-08|3.37e-05|4.86|3.8881|-1645.169951|1198.72|318.88|0.4508|-1644.953222|-1645.017691|7.0746|23.0|7.6383
8d_a12|0.0|1|1|0.0|0|1|1|1.283835213|0.057525383|-0.0076893469999999|2|0.0276482139999999|-0.376778003|-0.046326855|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|0.751098108|-0.091036025|-0.080872311|0.8405406040000001|1|0.858710112|0.266886187|0.011348654|-43.27410838|-57.57034769|6.309558958999999|0.141289888|-0.039118358|-32.00762818|0.0|0.8338637040000001|-1.760326118|64.53435462|49.58366734|0.465113852|-12.09177064|0.166136296|6.93584319|0.8695567329999999|92.36749461|-544.129679|26.08195789|0.012525773|1173.6881050000002|1.0|1.0|2.0|0.1|21.0|-8.37|3.87|2.0|0.0|112.14|0.0|3.0|-4.58|27.0|4.0|0.0|1.0|1.0|3.02|-4.61|2.64e-05|0.0093|0.0|4.23e-09|1.49e-06|3.53|3.7397|-1138.256361|1007.85|331.53|0.2871|-1138.086709|-1138.139635|3.0277|25.0|7.6021
3o_a32|0.0|1|1|0.0|0|1|1|0.609420753|-0.022603806|-0.006253394|1|-0.064818511|-0.306416317|-0.090297882|3|0.000243592|-0.117744493|-0.061774721|-0.11221537|-0.483580522|0|0.8214857240000001|-0.074509084|-0.154436834|0.840991936|1|0.8377808240000001|0.252703854|0.012519666|-42.51640563|-55.03672286|7.218280399|0.162219176|-0.031819276|-31.73171751|0.0|0.7850948190000001|-1.4318674340000002|62.56936516|49.73468603|0.455089918|-10.57723917|0.214905181|6.392329273|0.835165165|123.9047338|-475.9757626|23.36733582|0.0130649069999999|1051.530112|1.0|1.0|2.0|0.32|19.0|-7.27|6.39|1.0|0.0|112.07|0.0|3.0|-5.72|26.0|4.0|0.0|0.0|1.0|3.74|-4.73|1.89e-06|0.00072|0.0|5.35e-08|2.04e-05|2.35|3.5333|-1805.473626|1049.14|350.9|0.2851|-1805.277864|-1805.333039|5.8476|0.24|6.6198
12g_a40|0.0|0|0|0.0|1|0|0|0.604990688|0.037440516|-0.01011728|0|0.167050952|-0.354104815|-0.211162861|2|-0.003205145|0.280045216|0.063401514|0.106286677|-0.512657141|0|0.769016155|0.020185301|-0.326139923|0.6941475490000001|1|0.8702014570000001|0.289122732|0.012706769|-49.94706785|-52.24208444|6.670206427999999|0.129798543|-0.0435406|-27.42361099|0.0|0.852031227|-1.393299206|59.29860462|56.61727428|0.465725912|-11.99782981|0.147968773|7.692740528|0.871698484|77.67373972|-383.9305539|26.82520454|0.013442698|858.4065454|1.0|1.0|1.0|0.0|20.0|-6.63|4.83|2.0|0.0|93.78|0.0|2.0|-6.46|23.0|3.0|0.0|0.0|1.0|4.4|-5.79|3.43e-07|0.000124|0.0|2.37e-07|8.57e-05|4.84|3.1577|-2173.0224510000003|896.63|392.64|0.3539|-2172.9382|-2172.988604|2.7075|724.0|6.1403
1h_a5|0.0|0|0|0.0|0|0|0|1.427564094|-0.259241577|-0.001978474|2|-0.02598568|-0.085074391|-0.044117647|1|0.007357977|-0.043247682|0.034752304|0.0578378779999999|-0.20140246|2|0.780175595|0.070628165|-0.082079343|0.6977404359999999|0|0.8806402259999999|0.39793593|0.008798715|-35.25675213|-36.2462047|4.588992214|0.119359774|-0.027798699|-18.90429957|0.484419999|0.7450549759999999|-1.111947978|44.51475742|39.84574434|0.489507204|-7.561719827|0.2549450239999999|6.711386288|0.958891501|132.96722079999998|-302.4687931|19.45961351|0.01585373|778.3845404|1.0|0.0|1.0|0.05|23.0|-8.41|4.99|0.0|0.0|95.45|0.0|3.0|-4.25|24.0|3.0|0.0|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|0.0|3.87e-09|1.21e-06|3.17|4.3651|-990.6032645|934.7|284.03|0.3333|-990.472129|-990.523098|3.3752|28.0|7.5528
9d_a31|0.0|0|0|0.0|0|1|1|0.61013528|0.036844743|-0.012442213|0|-0.057650507|-0.696763933|-0.021171445|2|0.000127275|-0.091744753|-0.134504227|-0.214049412|-0.550392027|0|0.8343242820000001|-0.030275712|-0.0375445629999999|0.771222772|0|0.6943358040000001|0.3655337879999999|0.029032453|-66.96024848|-81.53295088|19.79432796|0.305664196|-0.033844766|-55.58917047|560.5224416|0.6636195229999999|-1.793772606|97.84665015|86.75457645|0.457506946|-15.732784099999998|0.336380477|9.436176796|0.8433415740000001|229.34422830000003|-833.8375571|34.77197803|0.023927395|1842.914835|1.0|1.0|2.0|0.38|16.0|-7.63|6.04|2.0|0.0|112.97|0.0|9.0|-5.61|29.0|5.0|0.0|0.0|1.0|3.65|-4.39|2.48e-06|0.0010199999999999|0.0|2.3500000000000002e-08|9.69e-06|5.0|3.8478|-1657.428165|1202.79|322.22|0.2611|-1657.1791449999998|-1657.245966|3.5077|0.6|6.2218
12aq_a36|0.0|0|0|0.0|0|2|2|1.297043497|0.0332421529999999|-0.0116333169999999|2|0.076517478|-0.674732412|-0.028591187|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.839953955|-0.0606936879999999|-0.047695595|0.849217847|0|0.681470612|0.162384515|0.021389734|-73.0277723|-81.56528598|14.29132551|0.318529388|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-2.319486422|95.39676382|87.31909781|0.426481765|-19.17486584|0.238023252|8.596645087999999|0.743623723|159.03272990000002|-1035.442755|37.66374367|0.020701483|2033.842158|0.0|0.0|3.0|0.13|17.0|-6.14|1.92|1.0|0.0|131.85|0.0|6.0|-3.52|32.0|5.0|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|0.0|7.19e-07|0.000305|3.88|3.3759|-1401.637414|1190.22|367.26|0.4988|-1401.391057|-1401.452487|8671.0|55.0|7.2596
47n_a18|0.0|0|0|0.0|0|1|1|1.251175627|0.0487694459999999|-0.007614955|0|0.017491759|-0.609196374|-0.048404296|0|0.001705837|0.026244774|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|-0.083719099|0.711628292|0|0.792429396|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|0.207570604|-0.031974244|-62.09468789|47.476904100000006|0.783921929|-2.4620167580000003|86.44740177|74.19865731|0.482565384|-21.77346199|0.216078071|10.43689152|0.932611327|178.30942439999998|-1676.556573|33.65821422|0.01357247|2591.682495|1.0|0.0|3.0|0.31|18.0|-9.76|3.67|3.0|1.0|162.18|1.0|13.0|-6.02|40.0|4.0|0.0|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|1.0|1.7500000000000002e-10|9.44e-08|9.78|3.2028|-1743.299948|1565.37|387.11|0.5056|-1740.5852670000002|-1740.663577|3.3568|64.0|7.1938
AKLKII_a46|0.0|0|0|0.0|0|0|0|1.4316666480000002|-0.206312209|-0.003417504|3|-0.008897473|-0.129865138|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.064690027|0.687139108|1|0.837641394|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|0.162358606|-0.033194303|-20.09682339|0.0|0.7721395329999999|-1.161800612|49.76981906|38.98582025|0.47999819|-7.464534402999999|0.2278604669999999|5.83938898|0.92307023|108.05343229999998|-261.2587041|20.38625028|0.015584114|713.5187596|1.0|0.0|1.0|0.06|21.0|-7.21|3.9|0.0|0.0|85.32|0.0|2.0|-3.24|22.0|4.0|0.0|1.0|1.0|2.45|-3.58|0.000578|166.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||181.0|6.7423
8j_a46|0.0|0|0|0.214753401|1|1|1|1.160371125|-0.13040237|-0.0017688329999999|2|-0.129276363|-0.081366324|-0.053618988|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|2|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0|0.934648421|0.308052557|0.008672342|-29.38737046|-37.04976799|4.658562801|0.065351579|-0.02566383|-19.90219786|64.83187221|0.822112519|-1.103544698|41.80044861|34.04593326|0.427798746|-7.405468973|0.177887481|5.617748211|0.747636856|95.55665364|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|1.0|1.0|0.0|0.32|17.0|-7.26|4.71|1.0|1.0|96.94|0.0|2.0|-4.59|24.0|3.0|0.0|1.0|1.0|3.82|-4.83|2.59e-05|0.00878|0.0|5.46e-08|1.85e-05|3.78|4.4107|-1414.50743|978.4|281.1|0.1728|-1414.349865|-1414.402087|6.4463|1228.0|5.9108
19d_a38|0.0|0|0|0.0|0|2|2|1.297043205|0.013465335|-0.0120676969999999|2|0.019858574|-0.6999264340000001|-0.024688524|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|0.853092207|0.111104525|-0.039361255|0.730686013|0|0.63167949|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|15.53007152|0.36832051|-0.04393982|-51.60489663|115.6739235|0.7494816990000001|-2.372750256|94.84426896|90.37127996|0.478151237|-18.15727844|0.250518301|7.056031803|0.916264002|161.0407189|-980.493036|37.68716585|0.022660131|2035.106956|0.0|0.0|4.0|0.13|17.0|-6.41|2.34|1.0|0.0|133.79|0.0|6.0|-3.87|33.0|5.0|0.0|0.0|0.0|1.94|-3.62|0.000134|0.0594|0.0|3.94e-07|0.000175|4.13|3.6586|-1500.850957|1171.77|338.89|0.3167|-1500.621723|-1500.683599|10.6621|11.0|7.9586
12p_a30|0.0|0|0|0.0|0|2|2|0.604984421|0.038440292|-0.0063403159999999|2|-0.062956958|-0.3550576729999999|-0.128484994|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|1|0.7867133140000001|-0.051402518|-0.2210072669999999|0.7991060659999999|0|0.843381594|0.371591982|0.015107947|-47.54197452|-60.65858419|9.659715461|0.156618406|-0.0364888379999999|-38.78387161|0.0|0.8199554720000001|-1.897419563|68.98315679|57.20168999|0.469983155|-14.91687369|0.180044528|7.392482526|0.886732486|115.116829|-775.6774321|28.4530386|0.0130197619999999|1479.558007|1.0|1.0|1.0|0.17|17.0|-7.01|4.35|2.0|0.0|132.24|0.0|5.0|-5.66|30.0|4.0|0.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|0.0|9.75e-08|4.02e-05|4.14|3.4955|-1615.0623480000002|1167.16|354.69|0.1768|-1614.830085|-1614.890598|4.6103|17.0|7.7721
15a_a10|0.0|0|0|0.0|1|1|1|1.34383719|-0.214195114|-0.00244937|2|-0.125297206|-0.144512841|-0.062038567|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|0.77630271|-0.0232534929999999|-0.1074837719999999|0.713078124|1|0.915137224|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|0.084862776|-0.025155581|-31.83957238|122.7715002|0.676473201|-1.3835569680000002|60.98047923|39.61363829|0.407638879|-10.42022369|0.323526799|6.71451044|0.68815941|208.2243923|-573.1123029|23.93343877|0.017883602|1316.339132|0.0|1.0|0.0|0.29|21.0|-7.79|3.95|1.0|0.0|118.92|0.0|6.0|-3.97|30.0|5.0|0.0|1.0|1.0|3.33|-4.4|0.000108|0.0432|0.0|1.63e-08|6.51e-06|2.4|3.7639|-1278.4225210000002|1179.28|329.41|0.3558|-1278.141052|-1278.200428|6.1108|24.0|7.6198
8b_a31|0.0|0|0|0.0|0|1|1|0.610137861|-0.01883655|-0.013629145|0|-0.130371116|-0.57242407|-0.069423138|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|-0.510259793|0|0.843119174|-0.058494079|-0.1155280009999999|0.8761979520000001|0|0.6076192260000001|0.281200674|0.03234629|-63.04219151|-69.24221375|16.89414614|0.392380774|-0.040792077|-36.1645207|472.8995873|0.703469355|-1.590890986|82.21438954|79.93633765|0.479278|-11.12754483|0.296530645|6.142377144|0.920410507|154.8750114|-433.9742484|30.28603362|0.02483711|1181.155311|0.0|1.0|2.0|0.25|16.0|-5.73|4.52|0.0|0.0|88.64|0.0|4.0|-4.05|23.0|5.0|0.0|0.0|1.0|2.52|-3.4|8.97e-05|0.0294|0.0|1.86e-06|0.00061|1.77|3.8582|-1386.815519|927.61|321.36|0.2643|-1386.681003|-1386.734257|5.6001|2.2|5.6576
