molecula|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|BCUTs-1l|E solv. Water  (Hartree)|MATS2c|SIC2|RASA|PBF|FNSA4|FNSA2|GRAVp|WNSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|pIC50
26_a20|-1352.036122|0.0814|1.4165417530000002|0.03774288|-0.000846851|0.8096894440000001|0.79337253|0.423153994|-0.0327795789999999|-1.737317706|2825.254798|-790.9313788|712.1606951|1.0|1.0|4.5|2.47|2.0|-5.14|4.0|-6.28|419.48|0.0|7.27e-06|3.63|2.780000000000001e-07|-0.05097|6.8827
14b_a25|-1444.266358|0.0006|1.420015222|0.03876374|-0.091382738|0.8333962429999999|0.859628015|0.329662946|-0.032728922|-1.767361771|3038.600508|-847.9433995999999|760.3735147000001|1.0|1.0|4.48|1.8|2.0|-5.6|5.0|-6.26|444.49|0.0|2.49e-06|3.88|9.93e-08|-0.0584|7.6576
2_a4|-819.771754|0.0008|1.189716144|0.033037353|-0.072708147|0.847373823|0.742518847|0.442778552|-0.0379537729999999|-1.366335816|1623.668791|-242.5126903|284.26458360000004|0.0|1.0|2.12|1.63|0.0|-2.18|4.0|-6.69|253.3|1.0|0.0066|1.62|0.00374|-0.01612|7.5086
8c_a12|-1022.613451|0.1355|1.283851303|0.02263772|0.1948786139999999|0.8425863029999999|0.840397446|0.239216075|-0.038245644|-1.529825767|2190.852814|-398.3402139|390.0159026|0.0|0.0|2.81|2.02|0.0|-3.47|5.0|-6.44|314.34|1.0|0.000339|2.5|2.28e-05|-0.06706|7.3979
12x_a36|-1670.182026|0.0199|0.629399587|0.03331471|-0.058295476|0.8792981679999999|0.836402835|0.3403819629999999|-0.036722107|-1.982993755|2884.428214|-897.2176739|725.9470896|1.0|1.0|3.33|2.51|1.0|-4.85|4.0|-6.64|427.52|0.0|1.4300000000000002e-05|3.19|3.83e-05|-0.05311|8.1549
12o_a30|-2035.139147|149.0|0.604984133|0.03392126|0.036331447|0.870930234|0.844344883|0.402022325|-0.037808155|-1.852599578|2860.371518|-767.0853252|652.8825454|1.0|1.0|4.47|3.31|2.0|-5.93|4.0|-5.75|432.93|0.0|1.19e-06|4.49|2.61e-05|-0.05085|7.8097
12aq_a36|-1401.391057|0.0059|1.297043497|0.03228003|0.0332421529999999|0.89459881|0.681470612|0.162384515|-0.042953452|-2.319486422|2932.54604|-1035.442755|689.2886595|0.0|1.0|1.92|1.28|1.0|-3.52|5.0|-7.79|424.46|0.0|0.000304|1.55|0.000305|-0.06059|7.2596
1i_a5|-1288.210207|0.0207|1.219028472|0.03383899|-0.145964178|0.8436458929999999|0.8876055620000001|0.4729402929999999|-0.03570792|-1.428316788|2482.831286|-443.6750585|403.396385|1.0|1.0|5.48|2.73|2.0|-4.79|6.0|-5.73|366.34|0.0|1.6100000000000002e-05|3.95|4.86e-07|-0.05729|7.6198
14y_a23|-2548.8917260000003|444.0|1.197960595|0.01307741|0.0600764409999999|0.8668730109999999|0.925252932|0.2271539169999999|-0.034303507|-1.612264842|3096.562257|-770.8467102999999|665.6233736|0.0|0.0|4.64|3.99|2.0|-6.77|4.0|-5.8|480.37|0.0|1.7e-07|4.83|1.29e-06|-0.08374|8.4225
1j_a5|-1065.671975|0.1644|1.427567371|0.03246499|-0.2031633169999999|0.848473695|0.847163872|0.35883584|-0.027258236|-1.117587665|2242.805131|-322.4414176|422.96706330000006|1.0|1.0|4.5|1.57|0.0|-4.03|4.0|-6.15|328.37|1.0|9.27e-05|3.03|2.36e-06|-0.03832|7.6198
14_a4|-918.851356|0.1067|1.399909181|0.020300099|-0.2248919089999999|0.843811017|0.8510382459999999|0.218112446|-0.03015272|-0.995039765|1911.448021|-205.7538638|280.2639278|1.0|1.0|3.59|2.82|0.0|-3.4|3.0|-5.8|277.3|1.0|0.000396|3.09|0.000539|-0.03639|5.8794
47p_a18|-1493.338659|595.0|1.25117677|0.02843634|-0.001819106|0.7611910209999999|0.832954548|0.278332428|-0.030813794|-2.0645242|2933.069245|-1131.036542|1011.163774|1.0|1.0|3.65|3.13|3.0|-5.67|3.0|-6.07|468.59|1.0|2.13e-06|4.35|4.38e-07|-0.05628|7.1938
6g_a40|-2521.8114530000003|0.1307|0.604893315|0.03363483|0.102683335|0.8917390820000001|0.605346707|0.400587529|-0.059045173|-2.657032782|3142.74733|-1122.578856|590.1686672000001|0.0|0.0|3.43|0.59|1.0|-7.22|7.0|-7.02|474.53|0.0|6.049999999999999e-08|3.06|0.6459999999999999|-0.08622|7.3279
4_a3|-1355.192416|119.0|0.60501714|0.02921941|0.2122551539999999|0.785381728|0.74053397|0.5842630360000001|-0.039478171|-1.381735991|2142.972568|-312.2830359|347.9532383|1.0|1.0|5.3|3.07|1.0|-5.69|3.0|-5.21|321.37|0.0|2.02e-06|4.3|9.48e-06|-0.0584299999999999|5.9
21_a10|-1485.216871|0.1489|1.343837211|0.03802869|0.036507898|0.81962595|0.7747854129999999|0.8663152820000001|-0.03292131|-1.777750751|3104.255496|-887.342515|746.5727327999999|1.0|1.0|4.47|2.81|2.0|-5.77|6.0|-6.07|448.47|0.0|1.69e-06|4.17|8.68e-07|-0.06082|5.3188
11b_a5|-1564.56504|0.2013|1.277648917|0.03575776|-0.2023158669999999|0.8645824520000001|0.8737310509999999|0.378154801|-0.029332646|-1.290636432|2434.505303|-465.13355250000006|504.9898148|1.0|1.0|5.38|2.01|2.0|-4.65|4.0|-6.03|376.84|1.0|2.26e-05|3.62|2.68e-07|-0.0418399999999999|7.7212
18_a4|-1033.349218|0.1|1.3998285519999998|0.02525528|-0.181683336|0.8547339420000001|0.7755960390000001|0.269470313|-0.03479101|-1.287267373|2069.649003|-313.3082699|337.0066459|0.0|1.0|3.46|2.2|0.0|-2.95|4.0|-6.58|307.32|1.0|0.00113|2.24|0.0009109999999999|-0.03538|5.5817
5e_a40|-1637.115238|0.5262|0.604912776|0.01659566|-0.091305805|0.877722972|0.864422751|0.0499188609999999|-0.035889706|-1.076691165|1986.384601|-243.4932098|264.9899736|1.0|0.0|4.3|2.37|1.0|-4.78|3.0|-5.66|303.77|1.0|1.66e-05|3.51|0.00678|-0.07231|7.6021
43_a18|-1611.126246|0.5429|1.251175234|0.02315412|0.032999679|0.7458234990000001|0.852344887|0.3439906129999999|-0.0311212229999999|-2.302970476|3172.923606|-1389.023915|1228.492038|0.0|1.0|4.5|3.7|3.0|-6.45|3.0|-5.78|508.65|0.0|3.55e-07|5.1|1.28e-07|-0.04949|6.2041
25b_a34|-1313.132261|0.2259|1.290860233|0.02655501|0.133975789|0.83883012|0.656573108|0.5020264870000001|-0.042438204|-2.206786613|2611.55928|-860.6534206|595.8522372|0.0|1.0|2.63|1.56|1.0|-3.82|5.0|-7.07|393.44|0.0|0.00015|2.29|0.00015|-0.03539|5.6819
12_a1|-1215.922313|0.2821|1.430936075|0.0296752|-0.0455890429999999|0.817998205|0.765121385|0.210514881|-0.039894864|-1.675584287|2592.245875|-564.5066541|473.040639|1.0|1.0|4.87|1.67|2.0|-4.98|5.0|-6.02|366.37|0.0|1.04e-05|3.54|2.3e-06|-0.07042|5.5302
8c_a32|-1880.537558|0.3272|0.609420757|0.03115673|0.080016722|0.8966299409999999|0.801747512|0.263222951|-0.027548799|-1.267244762|2571.62241|-463.1595384|557.1050635|1.0|1.0|6.49|1.1|1.0|-5.82|4.0|-6.45|397.52|0.0|1.5e-06|3.21|8.86e-06|-0.04161|7.4318
12b_a50|-1006.501585|0.0777|1.397986833|0.02307802|-0.19841119|0.8718949979999999|0.925916085|0.24516882|-0.0237482779999999|-0.926182858|2224.116359|-234.0844297|388.171611|1.0|1.0|2.59|2.02|0.0|-3.16|3.0|-6.44|313.36|1.0|0.000685|2.5|0.00101|-0.02974|5.3242
12h_a40|-2153.072091|0.3693|0.60499064|0.02044063|0.104392974|0.845904643|0.839481749|0.006997021|-0.038796498|-1.280284432|2270.834041|-357.8405665|350.9435025|1.0|1.0|4.59|3.76|2.0|-6.25|2.0|-5.13|361.25|0.0|5.58e-07|4.75|5.2e-05|-0.07512|6.0846
A7701_a51|||1.390164251||-0.221071791|0.8092075540000001|0.865114773|0.514530959|-0.030384547|-1.09384371|1959.582581|-233.4713371|332.8814548|1.0|1.0|4.46|1.98|0.0|-3.95|3.0|-5.82|286.33|1.0|0.000111|3.14|7.5e-06||7.6021
9c_a31|-1617.892493|0.2554|0.610135804|0.04177078|0.031715924|0.8856644770000001|0.6746901059999999|0.287455956|-0.035867334|-1.7933667130000002|2592.448925|-728.3394714|583.9691392000001|1.0|1.0|5.64|1.08|2.0|-5.23|5.0|-6.53|398.48|0.0|5.85e-06|3.1|2.31e-05|-0.03249|6.3768
15c_a22|-1460.324493|0.0694|1.42291727|0.03150096|-0.134137693|0.8353837409999999|0.8665852140000001|0.615901609|-0.0302219629999999|-1.60176404|3079.491787|-830.2910335|731.8178649|0.0|1.0|3.9|1.08|1.0|-4.86|6.0|-6.96|445.48|0.0|1.39e-05|2.9|2.35e-07|-0.07399|6.1325
8c_a31|-1425.968408|0.2597|0.610137334|0.03744829|-0.012583838|0.896193695|0.626072761|0.280934088|-0.039640027|-1.66488115|2251.08563|-506.5691518|423.1367008|1.0|1.0|4.89|0.85|0.0|-4.42|5.0|-6.7|342.42|0.0|3.79e-05|2.38|0.0002549999999999|-0.03222|6.0915
12am_a36|-1644.952145|0.2987|1.240140551|0.03550681|0.088482802|0.885733922|0.814986544|0.305015372|-0.045928425|-2.480134939|3230.6292780000003|-1183.702712|672.4630346|1.0|1.0|3.31|2.04|2.0|-5.2|8.0|-6.4|465.43|0.0|6.26e-06|3.86|3.37e-05|-0.0569799999999999|7.2218
8m_a46|-1013.91158|0.1441|1.160371261|0.03472717|-0.044830187|0.8142050040000001|0.876210355|0.280198209|-0.032188531|-1.448483903|2045.330306|-407.1697745|463.1469765|0.0|1.0|4.16|2.62|1.0|-4.48|3.0|-5.61|319.4|1.0|3.3e-05|3.72|0.000112|-0.01818|6.6402
12bd_a36|-1311.291779|0.0058|1.297043358|0.03110617|-0.051990612|0.833398429|0.832478093|0.279020022|-0.035521445|-1.989200921|2772.776922|-866.7115819|729.1873176|1.0|1.0|3.76|2.45|1.0|-4.54|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|3.41|1.86e-05|-0.05236|7.7696
47n_a18|-1740.5852670000002|0.5056|1.251175627|0.02839695|0.0487694459999999|0.726888951|0.792429396|0.288989992|-0.031974244|-2.4620167580000003|3349.802294|-1676.556573|1306.125688|1.0|1.0|3.67|2.72|3.0|-6.02|4.0|-6.68|539.67|0.0|9.48e-07|4.1|9.44e-08|-0.0525299999999999|7.1938
28_a34|-1100.6525880000002|0.2043|1.454781307|0.03680411|0.000561166|0.8582665429999999|0.545935562|0.316156689|-0.048190604|-1.831242935|2252.098123|-479.9443839|344.69029950000004|0.0|1.0|1.99|0.88|0.0|-3.27|5.0|-7.04|322.32|0.0|0.000533|1.72|0.00535|-0.03896|5.4179
19_a3|-929.14689|0.3006|1.4316666480000002|0.020989746|-0.206312209|0.8264237520000001|0.853017902|0.225451546|-0.032585664|-1.140498238|2000.66399|-247.2409002|314.0966684|1.0|1.0|3.9|1.18|0.0|-3.24|4.0|-6.5|287.32|1.0|0.000578|2.19|1.7800000000000002e-05|-0.05757|7.6383
12ba_a36|-1417.187763|0.0009|1.297043659|0.02839417|-0.090865777|0.890675195|0.849738126|0.330220757|-0.037526591|-1.951382748|3035.390784|-885.6465508|688.1986357999999|1.0|1.0|2.79|0.74|1.0|-4.77|6.0|-7.04|431.45|0.0|1.6800000000000002e-05|2.67|8.240000000000001e-05|-0.08446|7.6778
9i_a40|-1273.167389|0.3362|0.604992808|0.02072395|0.074116257|0.824009442|0.830980762|0.006324687|-0.036869006|-1.327284222|2056.370683|-336.98898810000003|351.4600612|1.0|1.0|3.84|2.99|1.0|-5.32|2.0|-5.44|306.38|0.0|4.79e-06|3.85|0.000285|-0.05989|5.9031
12c_a36|-1692.312906|0.3927|1.29696741|0.02977602|-0.087096843|0.8741648479999999|0.840733512|0.462597812|-0.038024893|-1.901244658|2785.47514|-784.3943293|629.5017194000001|1.0|1.0|3.35|2.51|1.0|-4.44|4.0|-6.49|415.88|1.0|3.64e-05|3.31|2.77e-05|-0.04992|8.0458
16_a3|-1371.250459|0.3866|0.605020428|0.02847445|0.183636734|0.838125715|0.6974791290000001|0.252612735|-0.041233465|-1.401937796|2184.788331|-342.00731349999995|328.71459869999995|1.0|1.0|4.74|2.26|0.0|-4.98|4.0|-5.89|322.36|0.0|1.05e-05|3.35|2.25e-05|-0.07095|7.3768
4S4k_a46|-1053.202208|0.0654|1.134637098|0.02628818|-0.050636784|0.787615341|0.891734458|0.199356973|-0.030477338|-1.46291223|2105.538282|-411.0733912|519.5743695|1.0|1.0|4.26|2.84|1.0|-4.82|3.0|-5.46|333.43|1.0|1.5e-05|4.05|8.28e-05|-0.02074|6.7055
LY580276_a4|-959.356125|0.1842|1.344599701|0.023546627|-0.156842923|0.847526918|0.8685269959999999|0.243350596|-0.028035586|-1.065352257|1948.220005|-247.4345884|345.4102548|1.0|1.0|4.49|3.13|0.0|-3.67|3.0|-5.71|293.34|1.0|0.000213|3.35|8.08e-05|-0.0225|6757.0
1l_a5|-1069.047151|187.0|1.270375394|0.03182983|-0.244609612|0.818803517|0.890289002|0.357062421|-0.026512937|-1.219595099|2227.730859|-389.1691717|518.5792364|1.0|1.0|5.56|2.57|1.0|-5.04|3.0|-5.4|340.42|1.0|9.06e-06|4.19|5.02e-07|-0.04149|7.4949
8_a20 (IN-1130)|-1368.118751|0.1361|1.400923668|0.04004011|0.063195236|0.817914963|0.7274271309999999|0.354945501|-0.035730972|-1.858010535|2849.395895|-814.7625241000001|684.5377542|1.0|1.0|4.97|1.33|1.0|-4.85|5.0|-6.83|420.47|0.0|1.42e-05|2.87|9.86e-08|-0.07014|7.4437
14ac_a23|-2303.749331|0.2391|1.1979507740000002|0.02262555|0.0763230759999999|0.834426845|0.931143634|0.300389872|-0.043970249|-2.330423202|3695.344378|-1328.722623|718.3324686000001|1.0|1.0|5.52|4.6|2.0|-7.31|10.0|-5.84|547.48|0.0|4.92e-08|5.35|5.06e-07|-0.08813|8.3851
14m_a23|-1966.721362|0.3335|1.197955072|0.02296475|0.05521348|0.8581143859999999|0.9258118|0.268552591|-0.039285786|-1.964289314|3255.247038|-950.2032192|658.8108151|1.0|1.0|4.42|3.82|2.0|-6.38|7.0|-6.06|479.48|0.0|4.1200000000000004e-07|4.46|2.85e-06|-0.08347|8.5171
14g_a23|-2041.934312|0.3478|1.197957711|0.0221162|0.180361525|0.854683662|0.907334473|0.297855753|-0.041536002|-2.118336119|3400.464046|-1072.841648|676.4530574|0.0|0.0|3.97|3.04|2.0|-6.89|8.0|-5.94|495.48|0.0|1.29e-07|4.76|5.57e-06|-0.08011|8.0
19e_a38|-1409.315831|0.3738|1.297043576|0.03483011|-0.082311936|0.89459881|0.776562593|0.552393659|-0.03783113|-2.042881001|2920.436229|-927.5007945|696.3887025|1.0|1.0|4.03|2.75|2.0|-4.94|4.0|-6.39|427.48|0.0|1.15e-05|3.55|2.25e-05|-0.05139|8.0083
1_a6 (SB-431542)|-1292.358966|0.3346|1.430935835|0.03494577|0.043282217|0.805877431|0.5940412860000001|0.210050443|-0.0462988229999999|-2.083447046|2678.823231|-733.0587287000001|513.4628663999999|1.0|1.0|4.04|1.54|1.0|-4.52|5.0|-6.73|384.39|0.0|3.03e-05|2.7|7.81e-06|-0.05971|5.8119
8a_a31|-1347.3959220000002|0.2604|0.610138387|0.03432763|-0.039027368|0.895174844|0.594139864|0.272259026|-0.0416959379999999|-1.501053781|2128.209198|-366.9116769|324.7430642|0.0|1.0|4.16|0.36|0.0|-3.57|5.0|-7.11|314.36|0.0|0.000269|1.56|0.00145|-0.02993|6.1024
12u_a30|-2494.736802|0.1502|0.604983445|0.03472994|0.028039604|0.889479916|0.84944095|0.477056017|-0.03794847|-1.859475018|3001.03926|-834.2224549|685.6665849999999|1.0|1.0|5.11|3.79|2.0|-6.58|4.0|-5.52|467.37|0.0|2.64e-07|5.12|7.39e-06|-0.0528299999999999|7.4647
27c_a34|-1426.246896|0.0093|1.4335249819999998|0.03913684|0.02583752|0.8353837409999999|0.631065353|0.32643486|-0.042782312|-2.26746252|2921.328444|-1026.059181|673.8038326000001|1.0|1.0|3.11|1.71|1.0|-4.75|5.0|-6.85|427.46|0.0|1.7800000000000002e-05|2.9|9.1e-06|-0.03792|6.0969
38_a18|-1611.133158|0.5147|1.251175383|0.02653109|0.059724697|0.751875124|0.8310704529999999|0.423402315|-0.0322355079999999|-2.385427574|3162.36475|-1510.554181|1228.492038|1.0|1.0|4.94|3.7|3.0|-6.98|3.0|-5.55|508.65|0.0|1.05e-07|5.43|2.38e-08|-0.0483699999999999|7041.0
12ak_a36|-1350.57563|0.0001|1.270373882|0.03471045|-0.052930979|0.860939187|0.848705143|0.537460657|-0.032660864|-1.926990997|2830.816014|-1001.676485|799.5563855|1.0|1.0|3.85|2.66|2.0|-4.95|4.0|-6.19|423.51|1.0|1.13e-05|3.8|1.7800000000000002e-05|-0.04929|7.3372
7f_a8|-1285.017838|0.1502|1.394802504|0.02809022|-0.139912829|0.7677336090000001|0.770229267|0.3155671539999999|-0.040738044|-1.670259798|2534.956113|-540.7116315000001|446.5544107|1.0|0.0|5.52|4.27|2.0|-5.68|4.0|-5.27|373.35|0.0|2.09e-06|4.66|1.31e-06|-0.07492|4.4479
13_a12|-876.209109|0.0155|1.508548782|0.0290811829999999|0.202052156|0.7300173240000001|0.90006391|0.122164874|-0.034993718|-1.2947675790000002|1812.788134|-311.13163480000003|327.9594923|1.0|0.0|3.63|2.42|1.0|-4.26|3.0|-5.49|276.34|1.0|5.520000000000001e-05|3.51|2.01e-05|-0.04445|7.0315
22_a20|-1275.598059|0.0015|1.4170330269999998|0.03226475|-0.238401323|0.809440795|0.946515026|0.425968568|-0.027118811|-1.3559405430000002|2738.108259|-574.9260339|664.4562602999999|1.0|1.0|5.33|2.61|2.0|-5.6|4.0|-5.58|401.46|0.0|2.48e-06|4.47|8.199999999999999e-08|-0.0568|6.6364
4b_a46|-1033.3243619999998|0.1784|1.1346370890000002|0.02176759|-0.155670183|0.768651645|0.935245062|0.27128814|-0.0229342729999999|-1.123779397|2105.172229|-334.31474760000003|538.4165208|1.0|1.0|4.69|2.58|1.0|-4.35|3.0|-5.67|332.44|1.0|4.49e-05|3.74|2.12e-05|-0.02729|6.2612
9_a1|-1187.011122|0.5409|1.432397289|0.03294951|0.020428974|0.7964939409999999|0.755276458|0.166794384|-0.031896718|-1.371558857|2387.143654|-455.910309|472.9447227|1.0|1.0|5.86|2.74|2.0|-4.68|4.0|-5.81|357.38|0.0|2.07e-05|3.76|3.7100000000000003e-07|-0.07602|5.2218
18_a15|-1265.556558|0.0066|1.435689019|0.03989594|-0.020185809|0.765450925|0.8362289070000001|0.819442071|-0.035181092|-1.723873519|2541.440611|-644.79025|590.2470602999999|1.0|1.0|5.68|3.6|2.0|-6.16|4.0|-4.8|385.43|0.0|6.86e-07|5.42|4.01e-08|-0.03581|6.8894
12b_a36 (EW-7197)|-1331.9479310000002|0.0197|1.2970445309999998|0.03202977|-0.104514139|0.8741648479999999|0.7635183720000001|0.458627252|-0.039120289|-1.956014468|2772.832013|-765.6528642999999|595.8790650000001||||||||||||||-0.04975|8.1549
9_a10|-1409.69933|0.0041|1.377786667|0.03583924|-0.096384071|0.837889476|0.8694452140000001|0.6816795959999999|-0.028592687|-1.686968561|2904.874289|-848.1268877|816.3832816|1.0|1.0|3.69|1.81|1.0|-4.23|5.0|-6.87|438.52|1.0|5.920000000000001e-05|2.97|5.14e-06|-0.06118|6.7144
14e_a23|-1966.720803|0.3178|1.197957573|0.02250947|0.059967018|0.8510270329999999|0.925392058|0.267882223|-0.03935934|-1.96796702|3255.313968|-953.3724859|658.8108151|0.0|1.0|4.42|3.82|2.0|-6.38|7.0|-6.06|479.48|0.0|4.1200000000000004e-07|4.46|2.85e-06|-0.08122|8.5214
14n_a23|-1744.1828670000002|0.4229|1.197963531|0.02300614|0.009802461|0.861597051|0.89327435|0.209387766|-0.032325501|-1.648600566|3014.591033|-752.8921912999999|683.7405759|0.0|1.0|3.42|2.72|2.0|-5.63|5.0|-6.47|441.51|0.0|2.32e-06|3.55|1.3699999999999998e-05|-0.06951|9.2441
11_a33|-1669.202327|0.5408|0.609352951|0.02055276|-0.151505631|0.921896958|0.857287241|0.229250542|-0.030847481|-1.048814353|2220.315582|-247.4805685|335.4799765|1.0|1.0|5.77|0.89|0.0|-5.48|4.0|-5.97|328.41|0.0|3.32e-06|3.28|0.000194|-0.05806|8.3188
12a_a36|-1232.707754|0.0012|1.297044783|0.03544528|-0.0632801509999999|0.846614758|0.820684627|0.436020272|-0.037738352|-1.886917597|2647.835699|-711.4630111|598.1535763999999|1.0|1.0|2.72|2.02|1.0|-3.79|4.0|-6.72|381.43|1.0|0.000164|2.68|9.78e-05|-0.04946|7.8861
47k_a18|-1664.2657390000002|0.5920000000000001|1.25117623|0.02802749|0.029145635|0.753132457|0.8309354040000001|0.3533268229999999|-0.030255779|-2.208671853|3245.964586|-1377.672426|1167.054827|1.0|1.0|2.39|2.82|3.0|-5.84|4.0|-6.41|513.63|0.0|1.44e-06|4.26|1.85e-06|-0.04359|7.5376
galu_a46|||1.343828866||0.048375705|0.875868891|0.7637964079999999|0.5235416979999999|-0.03220981|-1.513861067|2501.785113|-474.2122773|542.7276591|0.0|1.0|3.69|1.84|1.0|-3.85|4.0|-6.86|369.42|0.0|0.0001409999999999|2.39|2.75e-05||7.2924
9_a15|-1223.463757|0.0115|1.419941378|0.01773342|-0.217598467|0.742680335|0.846156316|0.416635119|-0.028575549|-1.400201879|2392.3164920000004|-435.5070329|532.0914339999999|1.0|0.0|3.9|1.96|2.0|-5.25|5.0|-5.52|366.41|1.0|5.63e-06|4.24|9.86e-06|-0.0258899999999999|6.9706
12_a4|-1617.57796|0.0464|0.295190368|0.03555871|-0.1494133309999999|0.8749408470000001|0.805238097|0.636722126|-0.025916226|-1.269895089|2927.48584|-447.2420348|608.4548423|1.0|1.0|3.69|2.17|1.0|-4.18|5.0|-6.84|404.48|0.0|6.57e-05|2.72|5.85e-06|-0.06898|5032.0
1m_a5|-1410.783167|0.2373|1.3047206409999998|0.03223201|-0.252787668|0.851987765|0.8823955520000001|0.429612762|-0.028977918|-1.072182971|2183.167528|-297.5394992|383.4128238|1.0|1.0|5.11|2.4|1.0|-4.52|3.0|-5.71|332.79|1.0|2.99e-05|3.69|7.82e-07|-0.0507699999999999|7.3665
13j_a6|-1426.272674|0.0259|1.430640326|0.03242949|0.0353600779999999|0.8353837409999999|0.6229641429999999|0.205764388|-0.046428683|-2.460720196|2907.3053210000003|-1098.707398|673.8038326000001|1.0|1.0|4.16|1.18|1.0|-5.03|5.0|-6.81|427.46|0.0|9.32e-06|2.95|1.36e-06|-0.0488899999999999|6.5817
2_a33|-1919.830424|0.2911|0.609420748|0.02972182|0.047294725|0.8799816220000001|0.8195154109999999|0.411881091|-0.031851158|-1.56070672|2632.195388|-582.7217333|618.9134881|1.0|1.0|6.7|1.33|2.0|-6.35|4.0|-6.17|411.54|0.0|4.44e-07|3.72|8.78e-06|-0.04967|8.2596
EW7203_a60|-1667.78681|0.0448|0.604984431|0.03203878|0.025672274|0.8839272779999999|0.8860751579999999|0.345488097|-0.036566012|-1.828300603|2913.880231|-764.6507562999999|666.0036144999999|1.0|1.0|3.87|2.17|2.0|-5.74|4.0|-6.35|425.51|0.0|1.81e-06|3.59|8.51e-05|-0.06188|8.0334
13h_a6|-1386.302668|0.2121|1.424099498|0.04469058|-0.094781725|0.8391892870000001|0.867910741|0.300800177|-0.032362302|-1.747564296|2926.745635|-854.6524332|744.1359788|1.0|1.0|5.41|1.13|2.0|-5.56|5.0|-6.31|431.49|0.0|2.77e-06|3.7|1.15e-08|-0.07435|7.3279
5a_a49|-1311.743648|0.0529|1.343848751|0.03478454|0.079751437|0.855876084|0.800090055|0.6254267029999999|-0.027311576|-1.338267206|2797.737637|-457.9083293000001|592.5885712|0.0|1.0|3.3|2.07|1.0|-3.84|5.0|-6.84|397.43|1.0|0.000146|2.65|4.72e-05|-0.05062|7.3665
12a_a32|-1880.539078|0.2908|0.609420757|0.03682626|0.087371302|0.8966299409999999|0.788702323|0.288267255|-0.0308471429999999|-1.4189685719999998|2572.916338|-551.8369996|557.1050635|1.0|1.0|6.49|1.1|1.0|-6.01|4.0|-6.32|397.52|0.0|9.78e-07|3.39|8.86e-06|-0.05222|7.6021
12au_a36|-1875.89525|0.0158|0.2992539489999999|0.05174058|0.074839187|0.877827228|0.698996981|0.284342092|-0.038036474|-2.206115469|3484.987058|-1141.803508|805.2286932|0.0|1.0|1.28|0.84|1.0|-3.85|6.0|-8.03|474.54|0.0|0.0001409999999999|1.64|6.45e-05|-0.0570899999999999|7.3279
15d_a10|-1430.733658|0.0856|1.343850133|-0.23696253|-0.233802395|0.7857977740000001|0.87609771|0.565801561|-0.018829931|-1.129795872|2967.522813|-513.0869954|825.4425942|0.0|1.0|4.14|1.54|1.0|-3.78|6.0|-7.04|441.52|1.0|0.000167|2.75|6.62e-06|-0.05002|7.1612
18_a20|-1352.073755|0.2011|1.400923654|0.03787435|0.1160337319999999|0.8162774979999999|0.76136176|0.356461863|-0.035934845|-1.904546783|2809.844943|-843.230756|712.1606951|1.0|1.0|5.54|2.06|2.0|-5.59|4.0|-6.13|419.48|0.0|2.54e-06|3.85|4.17e-08|-0.05604|7.4685
12p_a36|-1331.947748|0.1841|1.297044387|0.03396697|-0.0494658159999999|0.8839272779999999|0.748438833|0.315548061|-0.039016808|-1.950840419|2774.926334|-773.1468902|595.8790650000001|1.0|1.0|3.13|2.4|1.0|-3.89|5.0|-6.76|399.42|1.0|0.000129|2.78|5.58e-05|-0.0552299999999999|8.0458
22_a47|-1374.857521|0.0799|1.408617385|0.02840507|0.048272293|0.890264057|0.698649132|0.573087958|-0.031744149|-1.42848671|2692.510471|-497.3405809|482.9384172|0.0|1.0|3.07|2.97|1.0|-4.44|6.0|-6.58|394.38|0.0|3.6e-05|3.0|8.11e-06|-0.0612399999999999|9.0
24_a47|-1695.93106|0.2618|1.304328602|0.03414611|0.0453435129999999|0.875198713|0.7839491009999999|0.214985826|-0.032498249|-1.364926459|2642.775318|-432.3234052|457.1122177|0.0|0.0|2.78|2.86|1.0|-4.61|5.0|-6.48|396.81|0.0|2.46e-05|3.16|9.22e-06|-0.06517|8.5
18a_a22|-1691.036502|0.0354|1.194229718|0.01932946|-0.197348157|0.7881113679999999|0.926535704|0.573315195|-0.029276847|-1.5223960559999998|2898.068989|-700.830423|730.9420477000001|1.0|1.0|5.32|2.13|2.0|-5.59|4.0|-6.28|436.53|0.0|2.59e-06|3.78|1.73e-07|-0.0706799999999999|7.8861
15c_a10|-1450.139335|0.0|1.343850105|-0.25919486|-0.236118846|0.772328328|0.904458517|0.418835517|-0.019267867|-1.233143495|3012.018586|-593.6228632|924.9341455|0.0|1.0|3.77|1.74|1.0|-3.85|6.0|-6.99|454.57|1.0|0.0001419999999999|2.94|7.3e-06|-0.04724|7.0
