molecula|MATS1c|PNSA2|molecula|BIC2|Log S (Ali)|GeomDiameter|Oscillator Force (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|PNSA5|PPSA5|Log Po/w WLOGP|ATSC1c|WPSA3|Log S (SILICOS-IT)|Area (grid)|Total Energy (water) (Hartree)|AATSC1i|pIC50
11_a1|-0.563650254|-1264.075578|11_a1|0.747358374|-5.07|14.2257294|0.3201|-1312.241032|-0.19462|-74.35738693|15.44994131|4.23|-0.867849442|12.15946748|-7.47|614.86|-1312.462371|-0.117419838|6.7696
4a_a49|-0.403194204|-916.0977468|4a_a49|0.803344301|-3.28|15.01791558|0.0789|-1312.924353|-0.2231199999999999|-53.88810275|14.48911428|2.83|-0.3631108529999999|6.448709504|-7.36|660.19|-1313.19945|-0.060391347|7.4949
12l_a30|-0.640870513|-1690.148855|12l_a30|0.830875659|-6.7|17.23248653|0.1574|-1987.782294|-0.20397|-76.82494797|11.82116027|4.78|-0.876151158|7.548024079|-7.18|729.17|-1988.033039|-0.226973911|7.2154
30_a47|-0.4370608039999999|-965.7162688|30_a47|0.8485444809999999|-4.22|12.94704346|0.3566|-1695.931037|-0.20813|-64.38108459|16.87442216|3.93|-0.415191425|8.190002019|-7.24|615.85|-1696.12008|-0.079370393|7.9
2_a1|-0.422863867|-422.0435297|2_a1|0.795932678|-3.06|8.779158091000001|0.2991|-920.078239|-0.19826|-35.17029414|8.075415099999999|4.12|-0.175623923|2.337413146|-6.18|489.42|-920.2093796|-0.326716897|5.2366
18_a4|-0.319213511|-635.0681172000001|18_a4|0.793041267|-2.95|10.31843368|0.1|-1033.349218|-0.20883|-42.33787448|8.649897756|3.43|-0.181355303|4.306590617|-5.53|523.81|-1033.480025|0.015390457|5.5817
5b_a49|-0.515894968|-764.3358925|5b_a49|0.7843021|-3.3|11.94760614|0.0747|-1291.873941|-0.20701|-44.96093486|14.88971719|2.87|-0.418576471|7.020013952999999|-7.24|633.92|-1292.139616|-0.230763367|7.5528
4S4k_a46|-0.3860697829999999|-775.4768155|4S4k_a46|0.7477594870000001|-4.82|10.26616763|0.0654|-1053.202208|-0.1947|-45.61628327|3.807172093|4.77|-0.252970193|2.177526049|-6.61|566.82|-1053.441953|0.012963356|6.7055
EW7203_a60|-0.458129101|-1182.375337|EW7203_a60|0.822401103|-5.74|16.53092404|0.0448|-1667.78681|-0.20654|-62.23028092|11.59711747|2.6|-0.377182982|8.430183|-6.7|678.83|-1668.025575|-0.090115975|8.0334
40_a47|-0.2636225|-583.7487984|40_a47|0.836942961|-3.26|12.98034048|0.2612|-1122.9968210000002|-0.20317|-44.90375373|16.06828586|4.04|-0.179798097|5.959674083|-7.08|571.5|-1123.174467|-0.338113214|8.4
11a_a50|-0.267331063|-564.4586084|11a_a50|0.792574879|-3.58|11.123941699999998|0.1761|-1045.794689|-0.2005299999999999|-37.63057389|11.04263807|3.73|-0.134056065|5.167341939|-5.87|574.01|-1045.978598|-0.277408878|7.2291
4e_a46|-0.514537262|-1479.78675|4e_a46|0.77019676|-6.08|15.06943449|0.3109|-1884.255802|-0.21005|-64.33855433|9.533193534|5.93|-0.4017151029999999|6.145520557|-8.81|757.1|-1884.613031|-0.049530834|6.8125
7f_a10|-0.5846516820000001|-954.4422004|7f_a10|0.796084921|-5.54|10.23679556|0.0191|-1442.001311|-0.2175699999999999|-53.02456669|7.137285626000001|6.57|-0.5663456689999999|2.474090768|-8.13|597.28|-1442.216293|-0.172751862|6.8508
14ab_a23|-0.449699921|-1148.783854|14ab_a23|0.75434493|-6.23|14.76864227|0.3893|-1708.277193|-0.21924|-52.21744789|9.389964491|4.63|-0.287365522|8.431109267|-8.16|719.66|-1708.563399|-0.13397874|8.4012
9a_a31|-0.542342338|-1337.8230119999998|9a_a31|0.782715368|-5.62|15.15483138|0.7028|-1691.716118|-0.20032|-78.6954713|15.33993762|4.02|-0.723734943|13.69193237|-8.13|680.72|-1691.9526239999998|-0.15653721|6.8239
12m_a30|-0.5409445629999999|-1402.648392|12m_a30|0.832758813|-6.0|16.40342255|0.1615|-1742.965888|-0.20742|-70.1324196|13.2317657|2.48|-0.57615692|12.59296644|-6.42|714.92|-1743.215323|-0.152855196|7.5114
47r_a18|-0.360670551|-1563.048166|47r_a18|0.7698681909999999|-6.65|19.40516312|0.6007|-1964.443758|-0.18249|-65.12700692|16.87088158|3.76|-0.40455848|8.669825595|-7.46|790.57|-1964.841529|-0.362261236|6.6364
11f_a5|-0.230681941|-882.7793242999999|11f_a5|0.756843253|-3.95|18.03905985|0.1834|-1391.444853|-0.20772|-51.92819555|21.12375879|3.53|-0.227966183|10.72733576|-8.67|729.96|-1391.7602960000002|-0.203228986|7.9208
18a_a22|-0.296897301|-1032.92859|18a_a22|0.7329701259999999|-5.59|13.72951861|0.0354|-1691.036502|-0.21148|-51.6464295|13.15449139|5.11|-0.19538364|7.887046626|-9.4|695.35|-1691.3151059999998|-0.147724859|7.8861
12v_a30|-0.471153275|-1248.687792|12v_a30|0.83236194|-6.58|15.56114504|0.1601|-2494.739831|-0.20681|-65.72041011|10.01399667|3.92|-0.369659818|7.242869835|-7.8|715.58|-2494.963646|-0.0857954809999999|7.6596
